COM,IRIS,LIBIRIS,LIBCOM,LIB_EPCI_SUB,P18_POP,P18_POP0002,P18_POP0305,P18_POP0610,P18_POP1117,P18_POP1824,P18_POP2539,P18_POP4054,P18_POP5564,P18_POP6579,P18_POP80P
94004,940040104,Savreau,Boissy-Saint-LÇger,Grand Paris Sud Est Avenir,2030.38199161981,68.2289515389288,87.3772741122659,94.5066119371019,193.886267009133,193.676311958634,421.180490197209,373.642365852149,279.430621767308,242.150226222858,76.302871024224
94004,940040105,Le Centre,Boissy-Saint-LÇger,Grand Paris Sud Est Avenir,3337.11178209454,145.226049166584,128.998489071961,181.508569001323,277.912095065147,297.12588700293,902.70871568431,617.882099648922,348.766695380867,312.399639493371,124.583542579127
94004,940040106,Bois Clary,Boissy-Saint-LÇger,Grand Paris Sud Est Avenir,2836.44951757935,91.9803793686915,110.976074678775,169.937541932142,309.496316789804,227.236635221299,491.606120093351,610.819286792797,374.011769357009,350.394361420184,99.9910319253028
94011,940110101,Zone d'ActivitÇs,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,724.472227119216,75.8785479282928,37.3031298635613,33.5353119383271,45.2070482858231,122.298523696101,209.298875616077,90.5100784841101,39.5835397687821,46.5695247965723,24.2876467415694
94011,940110102,Centre Ancien,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,2964.95694711581,93.076503653395,110.757020209128,173.416180624251,238.239743484906,296.34041738369,503.672839143018,585.566303064647,315.396802209281,327.02162651526,321.469510828237
94011,940110103,Haut Bonneuil,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,2277.12877771172,102.684779890123,101.380372781252,189.694552795752,235.209035506888,211.118437735869,372.89667399566,440.354338017876,311.971835646956,216.383299602398,95.4354517389432
94011,940110104,CitÇ Fabien,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,1652.56533406768,80.2217632407261,64.070483199944,143.759954996932,154.930564240549,152.804564397602,238.135962195543,373.58249783829,169.025639064228,174.862670962422,101.17123393144
94011,940110105,Saint-ExupÇry,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,2655.07615456267,61.8359514976702,74.4786608623931,194.452634265401,344.439993187053,289.927651422779,380.722861623473,537.635309941501,329.728249774866,324.24002907187,117.614812915666
94011,940110106,Salvador Allende,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,2043.79482182861,102.105545923996,101.615363806161,169.697565337051,239.14491785969,195.675504138992,353.075702293745,390.367593066463,308.19132595574,157.100353153265,26.8209502935112
94011,940110107,RÇpublique,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,2405.38129885343,83.7250440351355,132.742205312585,188.618818575073,217.199851288341,261.734348703761,468.197404006467,453.339385543164,266.491194189555,232.71122942093,100.621817778417
94011,940110108,Fosse aux Moines,Bonneuil-sur-Marne,Grand Paris Sud Est Avenir,3321.62443874086,158.066686138745,185.303771314298,252.876788277015,362.528925202164,380.721526657975,715.55288396011,691.650400863678,347.318725954262,180.963095682922,46.6416346896919
94015,940150101,PÇpiniäre,Bry-sur-Marne,Paris Est Marne et Bois,3615.9987558928,96.3814813274156,146.568454191261,331.517455565217,406.387042152397,298.340381209093,470.502308467232,821.346291330047,450.357472298823,416.655423519225,177.942445832091
