CODE_IRIS,INSEE_COM,NOM_COM,IRIS,NOM_IRIS,TYP_IRIS,LIB_EPCI,A203,B101,B102,B201,B202,B203,C101,C102,C103,C104,C105,C201,C301,C302,C303,C304,C305,C701,C702,D101,D102,D103,D201,D401,D402,D403,F101,F102,F103,F104,F107,F109,F111,F112,F114,F117,F120,F121,F203,F303,F305,F307,F312,G102,G104
920460108,92046,Malakoff,0108,Les Sablonniäres,H,VallÇe Sud Grand Paris,0,0,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920460109,92046,Malakoff,0109,Le Fort,H,VallÇe Sud Grand Paris,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
920460110,92046,Malakoff,0110,Les Groux,H,VallÇe Sud Grand Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920460111,92046,Malakoff,0111,Le Clos,H,VallÇe Sud Grand Paris,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920470000,92047,Marnes-la-Coquette,0000,Marnes-la-Coquette,Z,Grand Paris Seine Ouest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920480101,92048,Meudon,0101,Meudon la Foràt 1,H,Grand Paris Seine Ouest,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
920480102,92048,Meudon,0102,Meudon la Foràt 2,H,Grand Paris Seine Ouest,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
920480103,92048,Meudon,0103,Meudon la Foràt 3,H,Grand Paris Seine Ouest,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920480104,92048,Meudon,0104,Meudon la Foràt 4,H,Grand Paris Seine Ouest,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
920480105,92048,Meudon,0105,Meudon la Foràt 5,H,Grand Paris Seine Ouest,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
920480106,92048,Meudon,0106,Meudon la Foràt 6,H,Grand Paris Seine Ouest,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
920480107,92048,Meudon,0107,Foràt Domaniale,H,Grand Paris Seine Ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,1,2,1,0,0,1,1,0,0,0,0,0,1,1
920480201,92048,Meudon,0201,Bellevue 1,H,Grand Paris Seine Ouest,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920480202,92048,Meudon,0202,Bellevue 2,H,Grand Paris Seine Ouest,5,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
920480203,92048,Meudon,0203,Bas Meudon 1,H,Grand Paris Seine Ouest,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
920480204,92048,Meudon,0204,Bas Meudon 2,H,Grand Paris Seine Ouest,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
920480205,92048,Meudon,0205,Le Centre 1,H,Grand Paris Seine Ouest,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
920480206,92048,Meudon,0206,Le Centre 2,H,Grand Paris Seine Ouest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920480207,92048,Meudon,0207,Val Fleury 1,H,Grand Paris Seine Ouest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
920480208,92048,Meudon,0208,Val Fleury 2,H,Grand Paris Seine Ouest,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0
920480209,92048,Meudon,0209,Val Fleury 3,H,Grand Paris Seine Ouest,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1
920480210,92048,Meudon,0210,Le Centre 3,H,Grand Paris Seine Ouest,3,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
920480211,92048,Meudon,0211,Le Centre 4,H,Grand Paris Seine Ouest,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
920480212,92048,Meudon,0212,Le Centre 5,H,Grand Paris Seine Ouest,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
920490101,92049,Montrouge,0101,Centre Administratif-Mairie,H,VallÇe Sud Grand Paris,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
920490102,92049,Montrouge,0102,PÇri-Brossolette,H,VallÇe Sud Grand Paris,7,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920490103,92049,Montrouge,0103,Camille Pelletan,H,VallÇe Sud Grand Paris,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920490104,92049,Montrouge,0104,Marcelin Berthelot,H,VallÇe Sud Grand Paris,2,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920490105,92049,Montrouge,0105,Jean Jauräs,H,VallÇe Sud Grand Paris,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
920490106,92049,Montrouge,0106,Bibliothäque Municipale,H,VallÇe Sud Grand Paris,1,0,2,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
920490107,92049,Montrouge,0107,Raymond Queneau,H,VallÇe Sud Grand Paris,2,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920490108,92049,Montrouge,0108,Dispensaire,H,VallÇe Sud Grand Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
920490109,92049,Montrouge,0109,Piscine,H,VallÇe Sud Grand Paris,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
920490110,92049,Montrouge,0110,Aristide Briand,H,VallÇe Sud Grand Paris,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2
920490111,92049,Montrouge,0111,Boileau,H,VallÇe Sud Grand Paris,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920490112,92049,Montrouge,0112,Le Fort,H,VallÇe Sud Grand Paris,0,0,1,1,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
920490113,92049,Montrouge,0113,Jules Ferry,H,VallÇe Sud Grand Paris,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920490114,92049,Montrouge,0114,Haut Mesnil,H,VallÇe Sud Grand Paris,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
920490115,92049,Montrouge,0115,ChÉtillon-Montrouge,H,VallÇe Sud Grand Paris,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920490116,92049,Montrouge,0116,Renaudel,H,VallÇe Sud Grand Paris,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920490117,92049,Montrouge,0117,Stade,H,VallÇe Sud Grand Paris,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
920500101,92050,Nanterre,0101,Chenevreux,H,Paris Ouest - La DÇfense,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
920500102,92050,Nanterre,0102,Clemenceau,H,Paris Ouest - La DÇfense,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
920500103,92050,Nanterre,0103,Haut Plateau,H,Paris Ouest - La DÇfense,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
920500203,92050,Nanterre,0203,Saint-Cloud,H,Paris Ouest - La DÇfense,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500204,92050,Nanterre,0204,Garches,H,Paris Ouest - La DÇfense,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920500205,92050,Nanterre,0205,Damades La Source,H,Paris Ouest - La DÇfense,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500206,92050,Nanterre,0206,Suisses Boule,H,Paris Ouest - La DÇfense,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
920500301,92050,Nanterre,0301,Lenine Joffre,H,Paris Ouest - La DÇfense,2,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920500302,92050,Nanterre,0302,Goulvents,H,Paris Ouest - La DÇfense,1,0,1,1,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
920500303,92050,Nanterre,0303,Langevin,H,Paris Ouest - La DÇfense,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
920500401,92050,Nanterre,0401,Gare,H,Paris Ouest - La DÇfense,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500403,92050,Nanterre,0403,Barbet,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
920500406,92050,Nanterre,0406,CathÇdrale,H,Paris Ouest - La DÇfense,7,0,2,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1
920500407,92050,Nanterre,0407,Hìtel de Ville,H,Paris Ouest - La DÇfense,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
920500408,92050,Nanterre,0408,Joliot Boule,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920500501,92050,Nanterre,0501,Arlequin,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500502,92050,Nanterre,0502,Demoiselles d'Avignon,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500503,92050,Nanterre,0503,Fontenelles Decour,H,Paris Ouest - La DÇfense,0,0,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
920500504,92050,Nanterre,0504,Fontenelles Gallois,H,Paris Ouest - La DÇfense,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
920500505,92050,Nanterre,0505,Champs aux Melles,H,Paris Ouest - La DÇfense,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920500508,92050,Nanterre,0508,Picasso Colombe,H,Paris Ouest - La DÇfense,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
920500509,92050,Nanterre,0509,Champs Pierreux,H,Paris Ouest - La DÇfense,1,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,3,1,0,3,1,0,0,0,0,0,3,0
920500510,92050,Nanterre,0510,Central Park,H,Paris Ouest - La DÇfense,10,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
920500511,92050,Nanterre,0511,Ravel LibertÇ Vallona,H,Paris Ouest - La DÇfense,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
920500601,92050,Nanterre,0601,Anatole France,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
920500602,92050,Nanterre,0602,Provinces Franáaises,H,Paris Ouest - La DÇfense,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500605,92050,Nanterre,0605,Les Groues-PrÇfecture,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,1,0,1,4,2,1,3,2,0,0,0,0,0,0,1
920500606,92050,Nanterre,0606,Berthelot Sud et Nord,H,Paris Ouest - La DÇfense,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
920500607,92050,Nanterre,0607,UniversitÇ Groues,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,0,2,1,0,0,0,0,0,0,0
920500701,92050,Nanterre,0701,Hìpital,H,Paris Ouest - La DÇfense,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
920500702,92050,Nanterre,0702,Canibouts,H,Paris Ouest - La DÇfense,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920500703,92050,Nanterre,0703,Paquerettes Est,H,Paris Ouest - La DÇfense,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
920500704,92050,Nanterre,0704,Paquerettes Ouest,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
920500801,92050,Nanterre,0801,Pathelot Rouget de l'Isle,H,Paris Ouest - La DÇfense,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
920500802,92050,Nanterre,0802,Komarov,H,Paris Ouest - La DÇfense,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920500803,92050,Nanterre,0803,Zilina Henri Martin,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
920500804,92050,Nanterre,0804,Acacias Ouest,H,Paris Ouest - La DÇfense,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
920500805,92050,Nanterre,0805,Acacias Est,H,Paris Ouest - La DÇfense,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
920510101,92051,Neuilly-sur-Seine,0101,Saint-James,H,Paris Ouest - La DÇfense,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920510102,92051,Neuilly-sur-Seine,0102,Saint-James Madrid 1,H,Paris Ouest - La DÇfense,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920510103,92051,Neuilly-sur-Seine,0103,Saint-James Madrid 2,H,Paris Ouest - La DÇfense,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
920510104,92051,Neuilly-sur-Seine,0104,Saint-James Madrid 3,H,Paris Ouest - La DÇfense,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
920510201,92051,Neuilly-sur-Seine,0201,Charles Laffitte 1,H,Paris Ouest - La DÇfense,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920510202,92051,Neuilly-sur-Seine,0202,Charles Laffitte 2,H,Paris Ouest - La DÇfense,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
920510301,92051,Neuilly-sur-Seine,0301,Plaine des Sablons 1,H,Paris Ouest - La DÇfense,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
920510302,92051,Neuilly-sur-Seine,0302,Plaine des Sablons 2,H,Paris Ouest - La DÇfense,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
920510303,92051,Neuilly-sur-Seine,0303,Plaine des Sablons 3,H,Paris Ouest - La DÇfense,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920510304,92051,Neuilly-sur-Seine,0304,Plaine des Sablons 4,H,Paris Ouest - La DÇfense,7,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
920510305,92051,Neuilly-sur-Seine,0305,Plaine des Sablons 5,H,Paris Ouest - La DÇfense,7,1,2,0,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
920510306,92051,Neuilly-sur-Seine,0306,Plaine des Sablons 6,H,Paris Ouest - La DÇfense,7,0,1,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
920510307,92051,Neuilly-sur-Seine,0307,Plaine des Sablons 7,H,Paris Ouest - La DÇfense,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920510308,92051,Neuilly-sur-Seine,0308,Plaine des Sablons 8,H,Paris Ouest - La DÇfense,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
920510309,92051,Neuilly-sur-Seine,0309,Plaine des Sablons 9,H,Paris Ouest - La DÇfense,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
920510401,92051,Neuilly-sur-Seine,0401,Parc de Neuilly 1,H,Paris Ouest - La DÇfense,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920510402,92051,Neuilly-sur-Seine,0402,Parc de Neuilly 2,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920510403,92051,Neuilly-sur-Seine,0403,Parc de Neuilly 3,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
920510404,92051,Neuilly-sur-Seine,0404,Parc de Neuilly 4,H,Paris Ouest - La DÇfense,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
920510405,92051,Neuilly-sur-Seine,0405,Parc de Neuilly 5,H,Paris Ouest - La DÇfense,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
920510406,92051,Neuilly-sur-Seine,0406,Parc de Neuilly 6,H,Paris Ouest - La DÇfense,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
920510407,92051,Neuilly-sur-Seine,0407,Parc de Neuilly 7,H,Paris Ouest - La DÇfense,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920510408,92051,Neuilly-sur-Seine,0408,Parc de Neuilly 8,H,Paris Ouest - La DÇfense,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
920510409,92051,Neuilly-sur-Seine,0409,Parc de Neuilly 9,H,Paris Ouest - La DÇfense,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
