CODE_IRIS,INSEE_COM,NOM_COM,IRIS,NOM_IRIS,TYP_IRIS,LIB_EPCI,A203,B101,B102,B201,B202,B203,C101,C102,C103,C104,C105,C201,C301,C302,C303,C304,C305,C701,C702,D101,D102,D103,D201,D401,D402,D403,F101,F102,F103,F104,F107,F109,F111,F112,F114,F117,F120,F121,F203,F303,F305,F307,F312,G102,G104
751134908,75113,Paris 13e Arrondissement,4908,Salpàtriäre 8,A,Paris,11,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
751134999,75113,Paris 13e Arrondissement,4999,Seine et Berges 1,D,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751135001,75113,Paris 13e Arrondissement,5001,Gare 1,H,Paris,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
751135002,75113,Paris 13e Arrondissement,5002,Gare 2,H,Paris,0,0,0,0,3,3,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
751135003,75113,Paris 13e Arrondissement,5003,Gare 3,H,Paris,1,0,0,1,1,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
751135004,75113,Paris 13e Arrondissement,5004,Gare 4,H,Paris,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135005,75113,Paris 13e Arrondissement,5005,Gare 5,H,Paris,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
751135006,75113,Paris 13e Arrondissement,5006,Gare 6,H,Paris,1,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2
751135007,75113,Paris 13e Arrondissement,5007,Gare 7,H,Paris,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
751135008,75113,Paris 13e Arrondissement,5008,Gare 8,H,Paris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
751135009,75113,Paris 13e Arrondissement,5009,Gare 9,H,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135010,75113,Paris 13e Arrondissement,5010,Gare 10,H,Paris,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135011,75113,Paris 13e Arrondissement,5011,Gare 11,H,Paris,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
751135012,75113,Paris 13e Arrondissement,5012,Gare 12,H,Paris,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
751135013,75113,Paris 13e Arrondissement,5013,Gare 13,H,Paris,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
751135014,75113,Paris 13e Arrondissement,5014,Gare 14,H,Paris,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
751135015,75113,Paris 13e Arrondissement,5015,Gare 15,H,Paris,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135016,75113,Paris 13e Arrondissement,5016,Gare 16,H,Paris,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,1,0,0
751135017,75113,Paris 13e Arrondissement,5017,Gare 17,H,Paris,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135018,75113,Paris 13e Arrondissement,5018,Gare 18,H,Paris,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,5
751135019,75113,Paris 13e Arrondissement,5019,Gare 19,H,Paris,2,0,1,0,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
751135020,75113,Paris 13e Arrondissement,5020,Gare 20,H,Paris,0,0,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
751135021,75113,Paris 13e Arrondissement,5021,Gare 21,H,Paris,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
751135023,75113,Paris 13e Arrondissement,5023,Gare 23,H,Paris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
751135024,75113,Paris 13e Arrondissement,5024,Gare 24,H,Paris,2,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135025,75113,Paris 13e Arrondissement,5025,Gare 25,H,Paris,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751135026,75113,Paris 13e Arrondissement,5026,Gare 26,H,Paris,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751135027,75113,Paris 13e Arrondissement,5027,Gare 27,H,Paris,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
751135028,75113,Paris 13e Arrondissement,5028,Gare 28,H,Paris,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
751135029,75113,Paris 13e Arrondissement,5029,Gare 29,H,Paris,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
751135030,75113,Paris 13e Arrondissement,5030,Gare 30,H,Paris,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135031,75113,Paris 13e Arrondissement,5031,Gare 31,H,Paris,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
751135032,75113,Paris 13e Arrondissement,5032,Gare 32,A,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135099,75113,Paris 13e Arrondissement,5099,Seine et Berges 2,D,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
751135101,75113,Paris 13e Arrondissement,5101,Maison Blanche 1,H,Paris,0,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751135102,75113,Paris 13e Arrondissement,5102,Maison Blanche 2,H,Paris,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
751135103,75113,Paris 13e Arrondissement,5103,Maison Blanche 3,H,Paris,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135104,75113,Paris 13e Arrondissement,5104,Maison Blanche 4,H,Paris,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2
751135105,75113,Paris 13e Arrondissement,5105,Maison Blanche 5,H,Paris,2,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135106,75113,Paris 13e Arrondissement,5106,Maison Blanche 6,H,Paris,1,0,1,1,3,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751135107,75113,Paris 13e Arrondissement,5107,Maison Blanche 7,H,Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135108,75113,Paris 13e Arrondissement,5108,Maison Blanche 8,H,Paris,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,2,2,0,1,2,0,0,0,0,0,1,0
751135109,75113,Paris 13e Arrondissement,5109,Maison Blanche 9,H,Paris,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135110,75113,Paris 13e Arrondissement,5110,Maison Blanche 10,H,Paris,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2
751135111,75113,Paris 13e Arrondissement,5111,Maison Blanche 11,H,Paris,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135112,75113,Paris 13e Arrondissement,5112,Maison Blanche 12,H,Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
751135113,75113,Paris 13e Arrondissement,5113,Maison Blanche 13,H,Paris,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
751135114,75113,Paris 13e Arrondissement,5114,Maison Blanche 14,H,Paris,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
751135115,75113,Paris 13e Arrondissement,5115,Maison Blanche 15,H,Paris,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751135116,75113,Paris 13e Arrondissement,5116,Maison Blanche 16,H,Paris,1,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
751135117,75113,Paris 13e Arrondissement,5117,Maison Blanche 17,H,Paris,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
751135118,75113,Paris 13e Arrondissement,5118,Maison Blanche 18,H,Paris,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
751135119,75113,Paris 13e Arrondissement,5119,Maison Blanche 19,H,Paris,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
751135120,75113,Paris 13e Arrondissement,5120,Maison Blanche 20,H,Paris,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751135121,75113,Paris 13e Arrondissement,5121,Maison Blanche 21,H,Paris,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
751135122,75113,Paris 13e Arrondissement,5122,Maison Blanche 22,H,Paris,2,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1
751135123,75113,Paris 13e Arrondissement,5123,Maison Blanche 23,H,Paris,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
751135124,75113,Paris 13e Arrondissement,5124,Maison Blanche 24,H,Paris,4,1,3,0,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4
751135125,75113,Paris 13e Arrondissement,5125,Maison Blanche 25,H,Paris,3,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
751135201,75113,Paris 13e Arrondissement,5201,Croulebarbe 1,H,Paris,2,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2
751135202,75113,Paris 13e Arrondissement,5202,Croulebarbe 2,H,Paris,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
751135203,75113,Paris 13e Arrondissement,5203,Croulebarbe 3,H,Paris,1,0,0,1,3,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3
751135204,75113,Paris 13e Arrondissement,5204,Croulebarbe 4,H,Paris,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751135205,75113,Paris 13e Arrondissement,5205,Croulebarbe 5,H,Paris,2,0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135206,75113,Paris 13e Arrondissement,5206,Croulebarbe 6,H,Paris,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751135207,75113,Paris 13e Arrondissement,5207,Croulebarbe 7,H,Paris,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
751145301,75114,Paris 14e Arrondissement,5301,Montparnasse 1,H,Paris,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751145302,75114,Paris 14e Arrondissement,5302,Montparnasse 2,H,Paris,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
751145303,75114,Paris 14e Arrondissement,5303,Montparnasse 3,H,Paris,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1
751145304,75114,Paris 14e Arrondissement,5304,Montparnasse 4,H,Paris,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
751145305,75114,Paris 14e Arrondissement,5305,Montparnasse 5,H,Paris,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
751145306,75114,Paris 14e Arrondissement,5306,Montparnasse 6,H,Paris,3,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0
751145307,75114,Paris 14e Arrondissement,5307,Montparnasse 7,H,Paris,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0
751145308,75114,Paris 14e Arrondissement,5308,Montparnasse 8,H,Paris,1,0,2,0,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,1
751145309,75114,Paris 14e Arrondissement,5309,Montparnasse 9,H,Paris,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
751145310,75114,Paris 14e Arrondissement,5310,Montparnasse 10,H,Paris,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751145311,75114,Paris 14e Arrondissement,5311,Montparnasse 11,A,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751145401,75114,Paris 14e Arrondissement,5401,Parc de Montsouris 1,H,Paris,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
751145402,75114,Paris 14e Arrondissement,5402,Parc de Montsouris 2,H,Paris,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
751145403,75114,Paris 14e Arrondissement,5403,Parc de Montsouris 3,H,Paris,2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
751145404,75114,Paris 14e Arrondissement,5404,Parc de Montsouris 4,H,Paris,1,0,0,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751145405,75114,Paris 14e Arrondissement,5405,Parc de Montsouris 5,H,Paris,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751145406,75114,Paris 14e Arrondissement,5406,Parc de Montsouris 6,H,Paris,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
751145407,75114,Paris 14e Arrondissement,5407,Parc de Montsouris 7,A,Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
751145501,75114,Paris 14e Arrondissement,5501,Petit Montrouge 1,H,Paris,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
751145502,75114,Paris 14e Arrondissement,5502,Petit Montrouge 2,H,Paris,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2
751145503,75114,Paris 14e Arrondissement,5503,Petit Montrouge 3,H,Paris,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
751145504,75114,Paris 14e Arrondissement,5504,Petit Montrouge 4,H,Paris,2,0,2,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
751145505,75114,Paris 14e Arrondissement,5505,Petit Montrouge 5,H,Paris,2,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
751145506,75114,Paris 14e Arrondissement,5506,Petit Montrouge 6,H,Paris,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
751145507,75114,Paris 14e Arrondissement,5507,Petit Montrouge 7,H,Paris,3,0,0,0,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
751145508,75114,Paris 14e Arrondissement,5508,Petit Montrouge 8,H,Paris,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
751145509,75114,Paris 14e Arrondissement,5509,Petit Montrouge 9,H,Paris,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751145510,75114,Paris 14e Arrondissement,5510,Petit Montrouge 10,H,Paris,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751145511,75114,Paris 14e Arrondissement,5511,Petit Montrouge 11,H,Paris,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1
751145512,75114,Paris 14e Arrondissement,5512,Petit Montrouge 12,H,Paris,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
751145513,75114,Paris 14e Arrondissement,5513,Petit Montrouge 13,H,Paris,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
751145514,75114,Paris 14e Arrondissement,5514,Petit Montrouge 14,H,Paris,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
751145515,75114,Paris 14e Arrondissement,5515,Petit Montrouge 15,H,Paris,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
751145516,75114,Paris 14e Arrondissement,5516,Petit Montrouge 16,H,Paris,0,0,2,0,6,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
751145601,75114,Paris 14e Arrondissement,5601,Plaisance 1,H,Paris,0,0,0,0,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
751145602,75114,Paris 14e Arrondissement,5602,Plaisance 2,H,Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751145603,75114,Paris 14e Arrondissement,5603,Plaisance 3,H,Paris,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,11,0,0,2,1,0,0,0,0,0,1,3,1,1,1,3,0,0,0,0,0,1,0
751145604,75114,Paris 14e Arrondissement,5604,Plaisance 4,H,Paris,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
751145605,75114,Paris 14e Arrondissement,5605,Plaisance 5,H,Paris,0,0,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
751145606,75114,Paris 14e Arrondissement,5606,Plaisance 6,H,Paris,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
751145607,75114,Paris 14e Arrondissement,5607,Plaisance 7,H,Paris,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
