IRIS,COM,LIBIRIS,LIBCOM,LIB_EPCI_SUB,C18_POP15P_CS1,C18_POP15P_CS2,C18_POP15P_CS3,C18_POP15P_CS4,C18_POP15P_CS5,C18_POP15P_CS6,C18_POP15P_CS7,C18_POP15P_CS8,P18_POP1564,P18_POP1524,P18_POP2554,P18_POP5564,P18_ACT1564,P18_ACT1524,P18_ACT2554,P18_ACT5564,P18_CHOM1564,P18_CHOM1524,P18_CHOM2554,P18_CHOM5564,P18_ETUD1564,P18_RETR1564,P18_SAL15P,P18_SAL15P_CDD,P18_SAL15P_INTERIM,P18_SAL15P_EMPAID,P18_SAL15P_APPR,P18_NSAL15P_INDEP,P18_NSAL15P_EMPLOY,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319
751020503,75102,Gaillon 3,Paris 2e Arrondissement,Paris,0,20.2012887087578,101.214039037759,20.4002072151006,23.0265877819318,17.2054210229124,20.2099656963853,17.161665702175,196.453881870382,26.1776186533827,135.616204095956,34.6600591210434,179.292216168207,14.5266081477163,130.105548899448,34.6600591210434,11.7123049929586,2.91935296278717,2.94556911696959,5.84738291320187,17.161665702175,0,126.831929053412,8.72298055525173,5.51065519650862,0,0,26.1600794868278,17.3432302332628,,,,
751020601,75102,Vivienne 1,Paris 2e Arrondissement,Paris,0,98.2905207753452,626.081638879923,218.463995971521,184.776250046294,66.9340915940288,166.101977874677,266.667679525032,1424.72842226416,244.785545344956,952.913325319746,227.029551599456,1144.58399603816,76.7605729976549,871.396875227054,196.426547813451,92.1516364293936,4.59305153106221,69.2599990576224,18.298585840709,171.476690456983,21.1745554426303,825.441480228873,42.1710602466599,6.08872719681558,0,38.9861687346466,140.658398337481,130.294971915054,13.1,21430,42130,68170
751020602,75102,Vivienne 2,Paris 2e Arrondissement,Paris,0,49.1946913274149,486.934349165437,178.754706691618,148.768901504213,39.1588868271702,180.568035418187,147.745801421753,1006.65181677837,157.312933236205,722.592011436865,126.746872105298,867.308623489231,89.6699823061382,680.185523536828,97.4531176462648,94.096627442799,23.1070539633136,68.0672622792783,2.92231120020715,69.5957677426316,11.8470685614836,655.032214638914,42.8519099371398,0,0,32.6690595616881,109.289949350915,50.2154807483598,,22950,38840,68570
751020701,75102,Mail 1,Paris 2e Arrondissement,Paris,0.944313985050089,130.345190992826,593.632174827809,240.907083238209,167.2227349934,31.0570439215296,234.056436339473,162.526038427921,1306.51159731153,188.73749008277,931.712014198067,186.062093030694,1128.01720149605,92.861289453618,887.96218094218,147.193731100252,116.837101612411,12.2191768868816,86.9108266176283,17.7070981079011,100.978077715116,23.0222598160505,760.699965848804,94.9979117843053,2.67258675014179,0,26.0239405029384,142.894929663507,141.031476865505,14.1,20610,36480,62560
751020702,75102,Mail 2,Paris 2e Arrondissement,Paris,0,107.371030545467,630.946763507741,238.185583446438,201.526109324162,95.0269535765792,185.544748550461,242.996586128818,1478.9600839562,252.34705663664,1057.80423887756,168.808788442003,1245.60183367344,137.630463041598,979.832865046895,128.138505584942,118.725393903066,17.3055729003304,86.2704975828151,15.1493234199207,114.716593595043,23.1608160001175,933.140994809248,97.7751266429911,2.50531021385873,0,57.9791357217627,139.871287215702,91.1084067311253,14.1,21570,37670,62810
751020703,75102,Mail 3,Paris 2e Arrondissement,Paris,2.738416168676,114.105736905459,848.736465963953,334.212918789787,161.062524905193,60.8757368339984,128.712790597507,278.974074757048,1778.98366892453,272.027366534666,1304.70176305201,202.254539337849,1502.92076504581,99.4119514284581,1238.53503080169,164.973782815657,122.472543746913,8.16305219245512,103.608974509251,10.7005170452069,172.836507633287,8.00658019781479,1081.04254808079,87.5402146528139,8.18319340360916,2.73455767253149,53.8158676181466,201.484753771227,113.997396295609,17.2,17050,34150,60780
751020704,75102,Mail 4,Paris 2e Arrondissement,Paris,0,60.6788226617864,238.082999772297,79.8802233221652,52.3927387804585,25.6136408933473,50.5043946784052,101.357784696848,543.340023544946,84.5072711156045,389.817520074786,69.0152323545556,440.074749786502,16.9885123993081,369.861868088944,53.2243692982496,24.7475406101202,2.08447258277512,21.6208317359575,1.04223629138756,74.4604457136513,3.99196164437125,313.667396308325,15.6908837067891,0,0,9.69285835959515,49.0594568332297,68.3566904649223,,,,
751020801,75102,Bonne Nouvelle 1,Paris 2e Arrondissement,Paris,0,115.912981712465,781.584663510604,305.131552610434,211.588760142298,80.1256269640187,250.013458377845,209.183151759111,1712.25748882271,214.959406703104,1314.13468927056,183.163392849047,1484.88653073958,89.8243623719417,1253.14612667235,141.916041695287,155.163329820378,17.1934334247797,126.594144575887,11.3757518197119,136.600131019464,21.6528792039123,1058.67512950794,94.1433393213902,5.55991618411375,5.69016902162796,26.5722829058916,188.901010587719,97.4132186294181,22.7,14160,31580,55120
751020802,75102,Bonne Nouvelle 2,Paris 2e Arrondissement,Paris,0,116.07747305858,667.944613026477,262.12322884403,169.368001382292,42.6962809376539,291.508603953829,161.868252974087,1396.03652337431,189.590026940418,1033.77662432125,172.66987211264,1224.30648217727,95.013768448888,988.092859953028,141.199853775352,102.026059929256,23.4092394087472,65.9832981295448,12.6335223909637,115.817888752029,26.0303111667012,862.001114808063,83.0553763178262,5.79351570014089,2.90764580175346,30.7192092940193,187.796618637266,110.194980612013,14.3,20770,37540,60630
751020803,75102,Bonne Nouvelle 3,Paris 2e Arrondissement,Paris,2.68712828884747,61.9161425468633,687.857646502964,252.908709424013,162.977913418023,67.0956007519764,182.199268808042,179.941547512221,1410.65931207007,203.959379723001,1023.477746102,183.22218624507,1218.43382868707,94.9177721674996,978.385622639219,145.13043388035,123.107366756121,19.3422572505933,75.6763995683772,28.0887099371503,122.366187996312,27.4061486921891,866.485488106496,85.7328321299983,10.3389928491635,0,30.8433667736425,186.928468474767,68.6735600692655,16.1,18270,34470,55460
751020804,75102,Bonne Nouvelle 4,Paris 2e Arrondissement,Paris,0,59.2627934186228,664.102500073075,297.75497181121,206.385049758132,69.1236261150694,116.823791091933,186.683837451809,1503.51540756902,249.927477805316,1111.87255602411,141.715373739598,1291.05298512083,140.589602000403,1058.77413687595,91.6892462444693,118.602952330775,19.3343127604616,76.1346947072801,23.1339448630336,121.542376320145,36.1240279197032,950.411640338041,95.9739642682278,0,0,61.9886631415111,162.441663098747,71.7684024754297,18,16970,32350,51110
751020805,75102,Bonne Nouvelle 5,Paris 2e Arrondissement,Paris,0,74.6211777702844,743.66899545299,337.572426783764,218.470763649941,85.1437029576165,153.630105523494,256.865351684824,1717.25155359839,288.561234929245,1256.54159925527,172.148719413871,1473.70943757093,164.555080752856,1175.39297446032,133.761382357757,198.196490455627,24.7452171774549,145.824120640315,27.627152637857,139.283481977307,17.1463635666106,1078.55120577633,136.623692836871,0,0,75.2565492590495,154.95313809591,52.026503165178,20.4,15260,29980,51950
751030901,75103,Arts et MÇtiers 1,Paris 3e Arrondissement,Paris,0,64.5528409857455,546.062796364089,238.574160683219,201.391606635438,65.5604193047903,280.923049442157,289.583251983569,1398.01507789805,257.675726001204,962.600070110667,177.73928178618,1106.06750560672,96.1242798472787,880.941042357871,129.00218340157,99.1301310908864,8.25314698755209,80.6656419979912,10.211342105343,159.11298224472,24.5771592565211,852.168471415721,116.232209126493,8.25314698755209,0.999997804206817,52.5193215215095,117.707614035711,55.6039466412617,18.2,19020,33790,53000
751030902,75103,Arts et MÇtiers 2,Paris 3e Arrondissement,Paris,0,75.6978123757769,609.021782385826,311.311970731493,213.546220066162,63.1391264199118,173.816749261222,213.408207837864,1481.52117490336,296.306101312281,1036.31778355574,148.897290035342,1256.8797144102,158.453552744437,982.093978271111,116.33218339465,135.914953060224,18.6834553234093,99.6190806572172,17.6124170795976,146.565923238791,24.0051590491479,915.447437913316,114.188354337911,14.5865285044297,2.04475318030716,55.7613066892692,142.672671056278,88.5475628736448,16.5,19430,34810,53570
751030903,75103,Arts et MÇtiers 3,Paris 3e Arrondissement,Paris,0,93.7733962612289,634.225293158062,267.850976246286,169.619845348968,46.7621824249261,217.970329059534,207.952092996562,1412.61905512265,250.165998620699,972.050880776517,190.402175725428,1184.25919663506,113.553713409775,917.380243925565,153.32523929972,127.276409175637,10.7086149535142,103.687251525608,12.8805426965149,147.190368868335,33.937691626867,807.54962015891,82.9045241188659,0,0,14.9284079515879,179.560711683218,104.636544943013,14.5,19360,36930,60720
751030904,75103,Arts et MÇtiers 4,Paris 3e Arrondissement,Paris,0,87.4178327045722,595.908233060851,297.069231333274,180.216436728518,84.5754241641774,174.519459153198,291.635191806208,1515.32651543421,220.316032530419,1152.49335152846,142.517131375331,1251.68482069839,123.344025354309,1012.06344131229,116.277354031784,167.367431864403,29.2360868494791,112.326851115573,25.8044938993504,157.4082523351,11.7552357091026,856.415965631477,98.2902973566017,6.05017509411595,0,44.5503779440452,147.148663521685,98.5581704840388,21.7,15470,30350,48900
751030905,75103,Arts et MÇtiers 5,Paris 3e Arrondissement,Paris,0,81.1603121054738,588.431517089951,255.105714599116,144.52384757297,49.4442730066263,180.451582356572,270.879765649076,1369.50316301935,232.226702872672,965.010003785265,172.266456361415,1110.3433086248,83.0974404435307,894.555442182139,132.690425999125,107.455147180779,11.9722668927314,81.1218240018311,14.3610562862163,164.477991949195,18.8845009202082,832.112197191142,46.7021440303212,3.11780005326325,3.11780005326325,27.0879897720211,102.723810333172,86.9913080111841,,18660,35680,60880
751031001,75103,Enfants Rouges 1,Paris 3e Arrondissement,Paris,0,127.915820410642,674.803530814182,329.773138362235,220.57107059466,80.6406359942573,238.82259269143,313.866228423205,1737.93459417455,293.001871548285,1207.43310111333,237.499621512931,1413.4890693112,110.001910972476,1122.4555819537,181.031576385019,140.875497912216,12.6171257599729,120.075551754292,8.18282039795128,195.812236339845,37.2522774629987,995.556230674567,72.6026763772252,9.53489557494513,2.86202334637035,33.7701660442307,166.758048122222,138.103487823583,15.4,19870,36800,59550
751031002,75103,Enfants Rouges 2,Paris 3e Arrondissement,Paris,0,123.158912504611,686.166265871176,293.409762948238,206.074007019463,68.894592088034,324.285355143409,332.43192575964,1697.13127511944,277.015536088577,1180.19507881208,239.920660218788,1347.29972322626,68.9648475671196,1103.40000781216,174.934867846984,141.869173008159,19.5009332300143,93.6467694375005,28.7214703406444,167.357101587154,52.5807780617679,900.855468519009,77.0641366952501,8.80221695208595,0.999997804206817,30.5918799158805,229.996859756376,112.662229141867,12.9,21940,40450,67770
751031003,75103,Enfants Rouges 3,Paris 3e Arrondissement,Paris,0,157.703992340501,883.646945186483,268.174327407766,129.554214821955,28.1749733539152,330.760674439011,258.750630554725,1693.05237988572,238.278832121788,1184.11951149841,270.654036265519,1434.80781936017,84.3790841022472,1133.44287226149,216.985862996432,145.622452022144,11.4744994839446,115.278603849622,18.8693486885776,151.133635609225,16.885682448932,907.046295535299,99.174280030119,0,0,31.3763543917271,271.156402106559,152.09910430622,12.4,22350,38930,64690
751031004,75103,Enfants Rouges 4,Paris 3e Arrondissement,Paris,0,94.800825262876,678.641687636427,239.923732131265,156.5936496578,37.2065258117243,250.503612987116,203.641730664141,1393.57223532106,208.363045064637,982.732660134784,202.476530121636,1163.89900877397,87.6687249141842,922.98326109291,153.247022766878,98.8088890257573,16.5144300523703,65.4830811654098,16.8113778079773,136.452365738647,39.9687861738429,805.443342047869,126.155712327651,8.30276336093091,0,22.1641340527164,192.911599764143,110.274940370544,13.5,21510,38890,69480
751031101,75103,Les Archives 1,Paris 3e Arrondissement,Paris,0,124.426128903444,655.088302204097,300.497210533307,160.982201074004,43.4970365432121,269.44555495144,255.790053913748,1521.79253682059,248.988872427268,1044.36068033573,228.442984057597,1247.38833156257,70.0295009952706,982.464487250506,194.894343316789,110.461835951894,14.4630404376706,86.0729086295113,9.92588688471202,198.094656193538,23.6370140715108,857.997870699358,90.0986392232714,7.33037344478868,0,33.3489274907986,193.139687855334,116.623877427907,13.1,22130,41020,69120
751031102,75103,Les Archives 2,Paris 3e Arrondissement,Paris,0,95.7488709228033,525.176399175402,204.518611084051,134.768916360167,20.7410747976073,252.672555670134,218.901781801957,1149.92920226973,170.025144786769,792.669049183403,187.235008299561,954.886803388013,44.2289655598131,748.0589485458,162.598889282399,79.1595639887895,8.96449599037749,53.3728817367778,16.8221862616341,134.912495903296,17.7857869808312,662.187808169851,71.6934258901134,5.7797456345064,0,11.6249062685358,174.034477893125,71.9311758038177,,25290,45430,80070
751031103,75103,Les Archives 3,Paris 3e Arrondissement,Paris,0,77.0959274570447,410.183357857313,241.467891435819,140.329170112999,23.5281785418658,324.01247941944,242.165872241581,1042.82235682463,161.876367119373,702.448332872597,178.497656832663,833.260629502996,64.9267660914209,621.317812368951,147.016051042624,96.8237976451468,30.2565190137791,55.1242781978985,11.4430004334691,120.277319990832,10.1758175039691,571.525564407813,51.9103071034972,2.95772985387851,0,10.6188915692105,157.66517405402,75.5246831621641,,22270,39630,74210
