INSEE_COM,NOM_COM,LIB_EPCI_SUB,C18_POP15P_CS1,C18_POP15P_CS2,C18_POP15P_CS3,C18_POP15P_CS4,C18_POP15P_CS5,C18_POP15P_CS6,C18_POP15P_CS7,C18_POP15P_CS8,P18_POP1564,P18_POP1524,P18_POP2554,P18_POP5564,P18_ACT1564,P18_ACT1524,P18_ACT2554,P18_ACT5564,P18_CHOM1564,P18_CHOM1524,P18_CHOM2554,P18_CHOM5564,P18_ETUD1564,P18_RETR1564,P18_SAL15P,P18_SAL15P_CDD,P18_SAL15P_INTERIM,P18_SAL15P_EMPAID,P18_SAL15P_APPR,P18_NSAL15P_INDEP,P18_NSAL15P_EMPLOY,DEC_Q119,DEC_MED19,DEC_Q319,DEC_TP6019
75111,Paris 11e Arrondissement,Paris,8.52526740740771,4429.33963523518,44166.3148221808,21642.6700298844,14386.058169918,4825.21074087681,21491.9441471534,17727.4448379264,106340.869734053,17072.5219208043,74189.2342646738,15079.1135485754,88126.2770682134,6922.42921428701,69813.8160553866,11390.0317985397,9780.88630033417,1242.44207391371,7185.79815482767,1352.6460715928,10505.3154986141,2456.60946941936,65991.682417083,7756.29436687366,539.334276243441,181.01089367501,2587.80926004011,10377.1934584153,3949.59267019196,16690,30540,48260,18
75112,Paris 12e Arrondissement,Paris,14.9504989678876,3312.32066107149,36553.2074245333,19236.5512841367,14452.1244417783,4740.98548333541,24307.6023970161,18484.9326738568,96445.3149628242,17252.9589519934,63498.705377754,15693.6506330768,77259.3411843381,6541.90971429482,59205.34831078,11512.0831592633,8025.51909277314,1129.66966666892,5798.07739435638,1097.77203174784,11000.2476422395,2907.49891437743,61384.7789550212,6154.54945397746,478.57536755744,220.142754190823,2282.71134267168,6249.41949806262,3186.70435284003,17170,30760,47260,18
75113,Paris 13e Arrondissement,Paris,29.4756997584656,3929.40208417889,39734.7243728888,22900.5629311692,21808.9746846617,7578.29382526973,31851.112401687,28639.054847724,124297.260886625,25876.8733984759,77062.5696577788,21357.8178303699,95000.1648109034,9344.5633211626,70240.3085240739,15415.2929656669,11961.0593524338,2115.99387974095,8077.88570136948,1767.17977132335,17131.1059821904,3875.63883965911,75340.7125009756,8696.91593597952,688.907220551461,365.457097342462,2796.550317106,6777.76527515827,3186.3230057047,14010,25590,40350,23
75114,Paris 14e Arrondissement,Paris,18.0108022880566,3068.94320654676,35909.870746838,15879.7827444447,13177.6970211659,3831.54157676119,24526.8559232274,22988.1740932038,93407.7563018291,20479.2413176527,58105.8985314068,14822.6164527696,70406.4267131762,6882.492508931,52490.5288358386,11033.4053684066,7795.00076448569,1281.57298721572,5395.1064969369,1118.32128033307,15058.2431981683,2453.54425203367,55962.4461819095,6899.38987940114,444.846133693219,190.335004801421,2594.23774584951,6054.14407839039,2752.31193197667,16580,30040,48190,19
75115,Paris 15e Arrondissement,Paris,30.1215371679487,5744.91511652656,64860.373778322,27033.7730533626,21696.165264736,6027.2482659046,40899.8813212201,34609.903498714,157934.272795144,31254.6884505384,102567.178493597,24112.4058510085,123142.742701528,10924.3182690523,94412.4981994223,17805.9262330535,11883.4882605139,1785.87035413374,8409.69830653316,1687.91959984699,21516.9725092597,4172.54838617773,99122.0191013244,9106.82048194108,639.722932277725,265.501152915673,3971.34248001042,9929.96957026825,5428.82403941231,19380,34380,54270,16
75116,Paris 16e Arrondissement,Paris,104.879961874691,8002.58514733888,40399.4342695413,15014.6680381148,13977.4302426688,3646.01992687199,30819.2753843456,30319.9760831263,105303.811167476,23234.5450456173,61994.3977835391,20074.8683383195,77441.2309218465,6045.87237168218,56044.9227859811,15350.4357641832,7384.38028452118,1086.67727860153,4955.94004619331,1341.76295972634,17763.8847599237,2472.92928145103,55635.879763726,4437.49950738455,330.743941319628,110.643392886737,2361.35161442637,9605.70192994194,9233.17268371295,22680,45100,82320,13
75117,Paris 17e Arrondissement,Paris,38.3982439713236,5930.50146515709,47087.7412804765,19926.4010986578,16297.5022207234,5365.85301519243,24178.2664598462,23484.4915256602,115634.42029316,21171.9926895188,76905.8971807022,17556.5304229387,92671.9079253762,7801.71531059231,71548.4206848253,13321.7719299586,10121.8765899068,1307.60665622527,7301.07452691706,1513.19540676451,13712.4655956512,2394.36077607904,70430.7601656487,6003.22233846275,544.103041944001,272.855176069,2974.24356645979,9097.98651224328,5865.99123363016,17550,34920,60940,18
75118,Paris 18e Arrondissement,Paris,38.0342371187078,5569.01586301162,46626.4543006772,27480.4251203212,23782.5567258009,10525.267832884,25394.80177732,27870.9654345576,141651.869687636,23197.2544550656,98633.3792331026,19821.2359994683,113334.366292569,9687.06437218541,89803.7068771224,13843.5950432614,13682.6847447907,2064.10319390379,9841.44571072237,1777.13584016456,13660.4749861733,3602.12632238639,85223.9056910089,10710.6802629663,941.536185334243,405.613041627294,2758.59512500579,12149.9201701409,4182.73955024434,12010,24130,40410,27
75119,Paris 19e Arrondissement,Paris,25.9794210310285,4631.59262022134,33952.4435356603,23791.3924693514,25044.2792736825,10104.7772467455,27875.1069166091,29490.0284536785,126771.284334252,24207.166291638,80979.5425211511,21584.575521463,97405.7745289419,9055.20485141816,73282.8475808635,15067.7220966602,15532.4936011903,2612.9384029592,10685.0667459339,2234.48845229729,15153.6566267868,3815.39157868937,72519.1177954382,9529.51985837235,826.541150048146,428.479852592198,2272.95514663971,8044.95478450021,3327.65907327127,10990,20960,35070,30
75120,Paris 20e Arrondissement,Paris,20.0178333473516,4842.08430521192,39567.9967553711,27210.9477796265,25330.627366023,10290.1906936617,30574.4794970545,28436.2776286527,135889.554008176,23243.6511361409,89138.872714166,23507.0301578694,106760.219701875,8794.87842325881,81341.3095538905,16624.031724726,15339.1472931071,2149.77159521507,10906.1762538306,2283.19944406137,14351.6722654254,4281.82749555514,80500.6191629206,10248.3784518159,1014.06863735556,400.50117828788,2499.30759402826,9748.42675247226,3182.27840540531,11630,22490,36200,28
