"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","P13_POP","P13_POP0024_CALC","P13_POP1824","P13_POP65P","P13_POP0014","P13_POP1529","P13_POP3044","P13_POP4559","P13_POP6074","P13_POP75P"
"751176804","75117","75","Paris 17e Arrondissement","Epinettes 4","751981","7511768","H","00","1",2494,573,227,364,334,538,814,341,267,199
"751176805","75117","75","Paris 17e Arrondissement","Epinettes 5","752031","7511768","H","00","1",2050,543,301,156,219,702,548,322,200,58
"751176816","75117","75","Paris 17e Arrondissement","Epinettes 16","751971","7511768","H","00","1",3060,1012,286,623,580,547,434,646,557,297
"751176817","75117","75","Paris 17e Arrondissement","Epinettes 17","751971","7511768","H","00","1",1719,500,147,268,301,314,289,420,297,98
"751176507","75117","75","Paris 17e Arrondissement","Ternes 7","752131","7511765","H","00","1",2735,690,288,483,350,631,686,422,388,259
"751176710","75117","75","Paris 17e Arrondissement","Batignolles 10","752061","7511767","H","00","1",4129,1155,398,553,692,1030,1102,572,421,312
"751176712","75117","75","Paris 17e Arrondissement","Batignolles 12","752021","7511767","H","00","2",1823,473,121,212,325,396,550,266,151,135
"751176506","75117","75","Paris 17e Arrondissement","Ternes 6","752111","7511765","H","00","1",2201,539,206,350,275,522,507,414,307,177
"751176512","75117","75","Paris 17e Arrondissement","Ternes 12","752121","7511765","H","00","1",2780,714,328,408,361,667,768,456,338,190
"751176509","75117","75","Paris 17e Arrondissement","Ternes 9","752151","7511765","H","00","2",1918,552,195,307,284,411,398,387,301,137
"751176510","75117","75","Paris 17e Arrondissement","Ternes 10","752151","7511765","H","00","1",3130,874,416,445,410,901,793,434,353,239
"751176511","75117","75","Paris 17e Arrondissement","Ternes 11","752151","7511765","H","00","2",2360,596,284,433,252,576,523,396,411,202
"751176716","75117","75","Paris 17e Arrondissement","Batignolles 16","752011","7511767","H","00","2",2263,671,223,320,349,558,460,431,317,149
"751176706","75117","75","Paris 17e Arrondissement","Batignolles 6","752041","7511767","H","00","1",2384,602,233,321,314,577,673,390,285,146
"751176707","75117","75","Paris 17e Arrondissement","Batignolles 7","752051","7511767","H","00","2",2209,655,259,237,362,619,615,260,223,131
"751176715","75117","75","Paris 17e Arrondissement","Batignolles 15","752011","7511767","H","00","1",2943,864,323,296,446,840,629,599,254,175
"751176605","75117","75","Paris 17e Arrondissement","Plaine Monceau 5","752161","7511766","H","00","2",1849,561,244,301,284,452,391,352,235,134
"751176810","75117","75","Paris 17e Arrondissement","Epinettes 10","751991","7511768","H","00","1",2272,508,147,412,322,402,619,388,307,233
"751176714","75117","75","Paris 17e Arrondissement","Batignolles 14","752011","7511767","H","00","1",5252,1980,560,562,1165,1103,979,1107,644,253
"751176803","75117","75","Paris 17e Arrondissement","Epinettes 3","752031","7511768","H","00","1",2803,634,246,291,337,694,869,478,292,134
"751176609","75117","75","Paris 17e Arrondissement","Plaine Monceau 9","752081","7511766","H","00","1",2371,715,252,493,367,465,352,546,344,296
"751176801","75117","75","Paris 17e Arrondissement","Epinettes 1","752031","7511768","H","00","1",3281,825,343,329,440,851,1045,489,332,123
"751176802","75117","75","Paris 17e Arrondissement","Epinettes 2","752031","7511768","H","00","1",3459,899,270,408,567,796,1014,525,390,166
"751176604","75117","75","Paris 17e Arrondissement","Plaine Monceau 4","752161","7511766","H","00","2",2422,642,235,519,339,559,457,424,313,330
"751176713","75117","75","Paris 17e Arrondissement","Batignolles 13","752021","7511767","H","00","1",2762,575,147,428,368,505,859,470,352,208
"751176606","75117","75","Paris 17e Arrondissement","Plaine Monceau 6","752161","7511766","H","00","2",1941,649,245,272,320,445,426,399,217,134
"751176607","75117","75","Paris 17e Arrondissement","Plaine Monceau 7","752101","7511766","H","00","2",2224,698,248,402,366,517,382,435,311,213
"751176608","75117","75","Paris 17e Arrondissement","Plaine Monceau 8","752101","7511766","H","00","2",1877,648,242,348,332,412,296,401,234,202
"751176704","75117","75","Paris 17e Arrondissement","Batignolles 4","752041","7511767","H","00","1",2478,688,261,236,380,636,766,353,248,95
"751176701","75117","75","Paris 17e Arrondissement","Batignolles 1","752051","7511767","H","00","2",2528,669,254,231,365,613,741,451,251,108
"751176702","75117","75","Paris 17e Arrondissement","Batignolles 2","752051","7511767","H","00","1",2744,897,424,300,392,794,650,508,245,155
"751176703","75117","75","Paris 17e Arrondissement","Batignolles 3","752041","7511767","H","00","1",2158,465,154,350,266,456,607,335,306,188
"751176813","75117","75","Paris 17e Arrondissement","Epinettes 13","752001","7511768","H","00","1",3156,858,195,463,593,543,813,595,392,221
"751176705","75117","75","Paris 17e Arrondissement","Batignolles 5","752041","7511767","H","00","2",2109,502,146,243,330,446,649,342,258,85
"751176811","75117","75","Paris 17e Arrondissement","Epinettes 11","751991","7511768","H","00","1",2396,550,269,306,260,633,710,359,271,162
"751176812","75117","75","Paris 17e Arrondissement","Epinettes 12","752001","7511768","H","00","1",2448,664,278,213,337,713,741,356,210,92
"751176814","75117","75","Paris 17e Arrondissement","Epinettes 14","751991","7511768","H","00","1",3200,906,338,450,481,764,767,553,378,257
"751176815","75117","75","Paris 17e Arrondissement","Epinettes 15","751971","7511768","H","00","2",2133,587,248,365,290,491,508,377,279,188
"751187004","75118","75","Paris 18e Arrondissement","Clignancourt 4","752381","7511870","H","00","1",1931,419,187,239,203,522,547,330,257,73
"751186909","75118","75","Paris 18e Arrondissement","Grandes Carrieres 9","752391","7511869","H","00","2",1931,462,164,389,257,361,483,330,294,207
"751187208","75118","75","Paris 18e Arrondissement","Chapelle 8","752201","7511872","H","00","1",3437,1255,317,350,808,677,724,674,419,136
"751186904","75118","75","Paris 18e Arrondissement","Grandes Carrieres 4","752401","7511869","H","00","1",3195,957,457,293,409,980,849,516,302,140
"751187006","75118","75","Paris 18e Arrondissement","Clignancourt 6","752361","7511870","H","00","1",2434,547,249,299,250,710,710,387,208,169
"751187019","75118","75","Paris 18e Arrondissement","Clignancourt 19","752251","7511870","H","00","1",3404,830,308,379,471,801,1068,548,344,173
"751186910","75118","75","Paris 18e Arrondissement","Grandes Carrieres 10","752331","7511869","H","00","1",2443,538,184,412,309,441,655,401,410,228
"751186905","75118","75","Paris 18e Arrondissement","Grandes Carrieres 5","752401","7511869","H","00","1",2379,555,207,227,290,559,754,420,258,97
"751187207","75118","75","Paris 18e Arrondissement","Chapelle 7","752211","7511872","H","00","2",2768,711,175,246,460,616,758,552,284,98
"751187018","75118","75","Paris 18e Arrondissement","Clignancourt 18","752251","7511870","H","00","1",2377,748,275,187,420,528,664,442,238,85
"751187209","75118","75","Paris 18e Arrondissement","Chapelle 9","752201","7511872","H","00","1",3278,969,290,506,555,607,596,740,537,243
"751187007","75118","75","Paris 18e Arrondissement","Clignancourt 7","752371","7511870","H","00","1",2047,540,234,204,295,508,629,305,228,82
"751186911","75118","75","Paris 18e Arrondissement","Grandes Carrieres 11","752331","7511869","H","00","1",1487,307,98,338,171,244,330,291,287,163
"751186906","75118","75","Paris 18e Arrondissement","Grandes Carrieres 6","752311","7511869","H","00","1",2917,727,373,353,311,860,800,484,293,170
"751187005","75118","75","Paris 18e Arrondissement","Clignancourt 5","752371","7511870","H","00","1",2213,519,236,302,261,567,596,402,217,171
"751186908","75118","75","Paris 18e Arrondissement","Grandes Carrieres 8","752391","7511869","H","00","1",2353,608,263,323,300,567,599,458,235,193
"751187206","75118","75","Paris 18e Arrondissement","Chapelle 6","752201","7511872","H","00","1",2541,825,188,261,569,448,679,457,282,106
"751187020","75118","75","Paris 18e Arrondissement","Clignancourt 20","752261","7511870","H","00","1",2654,630,176,410,398,548,731,428,381,169
"751187017","75118","75","Paris 18e Arrondissement","Clignancourt 17","752251","7511870","H","00","1",4984,1544,441,346,992,1143,1543,803,378,125
"751187105","75118","75","Paris 18e Arrondissement","Goutte d'Or 5","752231","7511871","H","00","2",2342,596,186,261,349,519,743,372,184,175
"751187106","75118","75","Paris 18e Arrondissement","Goutte d'Or 6","752231","7511871","H","00","1",2435,542,164,167,338,523,861,459,198,56
"751186907","75118","75","Paris 18e Arrondissement","Grandes Carrieres 7","752321","7511869","H","00","2",3584,731,315,532,364,877,1078,554,400,313
"751186918","75118","75","Paris 18e Arrondissement","Grandes Carrieres 18","752281","7511869","H","00","1",3745,840,275,385,473,899,1128,636,416,194
"751187003","75118","75","Paris 18e Arrondissement","Clignancourt 3","752381","7511870","H","00","1",2294,503,229,355,237,630,623,359,214,231
"751187205","75118","75","Paris 18e Arrondissement","Chapelle 5","752211","7511872","H","00","1",3602,1077,343,402,604,882,919,632,364,201
"751187104","75118","75","Paris 18e Arrondissement","Goutte d'Or 4","752241","7511871","H","00","1",2591,645,181,291,420,495,809,452,300,114
"751187107","75118","75","Paris 18e Arrondissement","Goutte d'Or 7","752231","7511871","H","00","2",2395,680,162,168,470,461,826,384,178,77
"751187021","75118","75","Paris 18e Arrondissement","Clignancourt 21","752261","7511870","H","00","1",3406,974,378,305,546,777,1144,502,308,129
"751186903","75118","75","Paris 18e Arrondissement","Grandes Carrieres 3","752401","7511869","H","00","1",1959,425,152,352,226,402,514,353,281,184
"751186916","75118","75","Paris 18e Arrondissement","Grandes Carrieres 16","752311","7511869","H","00","1",2778,710,206,523,415,484,663,540,376,300
"751186917","75118","75","Paris 18e Arrondissement","Grandes Carrieres 17","752321","7511869","H","00","1",2440,600,178,402,371,429,650,401,374,216
"751187002","75118","75","Paris 18e Arrondissement","Clignancourt 2","752381","7511870","H","00","1",2717,590,231,304,326,645,800,518,323,106
"751187016","75118","75","Paris 18e Arrondissement","Clignancourt 16","752361","7511870","H","00","2",2346,550,144,295,344,453,748,399,278,124
"751187103","75118","75","Paris 18e Arrondissement","Goutte d'Or 3","752241","7511871","H","00","2",2363,812,271,215,422,660,502,451,245,84
"751187110","75118","75","Paris 18e Arrondissement","Goutte d'Or 10","752191","7511871","H","00","1",6728,2438,919,741,1330,1704,1490,1194,692,319
"751186920","75118","75","Paris 18e Arrondissement","Grandes Carrieres 20","752291","7511869","H","00","1",2329,468,160,304,271,461,809,395,230,162
"751187008","75118","75","Paris 18e Arrondissement","Clignancourt 8","752371","7511870","H","00","1",1621,368,131,327,193,375,376,255,289,133
"751187109","75118","75","Paris 18e Arrondissement","Goutte d'Or 9","752191","7511871","H","00","1",2349,719,195,176,452,514,687,422,193,82
"751187204","75118","75","Paris 18e Arrondissement","Chapelle 4","752211","7511872","H","00","2",2438,581,174,246,364,507,856,380,254,78
"751187201","75118","75","Paris 18e Arrondissement","Chapelle 1","752221","7511872","H","00","2",2325,674,248,196,356,579,592,472,249,78
"751187202","75118","75","Paris 18e Arrondissement","Chapelle 2","752221","7511872","H","00","1",2755,780,317,234,388,757,732,501,312,65
"751187203","75118","75","Paris 18e Arrondissement","Chapelle 3","752221","7511872","H","00","2",1715,361,97,280,253,247,470,370,254,121
"751186902","75118","75","Paris 18e Arrondissement","Grandes Carrieres 2","752391","7511869","H","00","1",2235,515,210,239,278,536,681,369,265,107
"751187001","75118","75","Paris 18e Arrondissement","Clignancourt 1","752361","7511870","H","00","1",3825,1078,276,335,718,720,1228,649,382,128
"751187015","75118","75","Paris 18e Arrondissement","Clignancourt 15","752261","7511870","H","00","1",2224,452,195,246,207,569,722,411,197,119
"751187102","75118","75","Paris 18e Arrondissement","Goutte d'Or 2","752241","7511871","H","00","1",4100,1518,538,391,780,1065,845,791,518,100
"751187108","75118","75","Paris 18e Arrondissement","Goutte d'Or 8","752231","7511871","H","00","2",2774,900,214,222,599,537,781,538,254,67
"751187022","75118","75","Paris 18e Arrondissement","Clignancourt 22","752271","7511870","H","00","1",3112,636,233,368,362,890,871,475,330,185
"751186919","75118","75","Paris 18e Arrondissement","Grandes Carrieres 19","752281","7511869","H","00","1",3757,912,357,564,485,840,1071,588,487,286
"751186921","75118","75","Paris 18e Arrondissement","Grandes Carrieres 21","752301","7511869","H","00","1",2027,472,181,293,241,404,594,399,233,156
"751186914","75118","75","Paris 18e Arrondissement","Grandes Carrieres 14","752321","7511869","H","00","1",2221,639,239,275,352,561,654,298,221,135
"751186915","75118","75","Paris 18e Arrondissement","Grandes Carrieres 15","752311","7511869","H","00","1",2068,504,118,304,354,310,531,414,305,154
"751186912","75118","75","Paris 18e Arrondissement","Grandes Carrieres 12","752331","7511869","H","00","1",2509,567,202,398,323,515,718,414,390,148
"751186913","75118","75","Paris 18e Arrondissement","Grandes Carrieres 13","752281","7511869","H","00","1",2159,566,187,375,345,414,596,308,326,170
"751186901","75118","75","Paris 18e Arrondissement","Grandes Carrieres 1","752391","7511869","H","00","1",2635,747,344,228,370,728,732,424,279,102
"751186927","75118","75","Paris 18e Arrondissement","Grandes Carrieres 27","752171","7511869","H","00","1",2113,610,175,368,379,350,432,431,374,147
"751187027","75118","75","Paris 18e Arrondissement","Clignancourt 27","752181","7511870","H","00","2",2507,997,542,154,373,898,535,451,180,70
"751187101","75118","75","Paris 18e Arrondissement","Goutte d'Or 1","752191","7511871","H","00","1",3341,882,410,329,402,1023,846,610,304,156
"751186926","75118","75","Paris 18e Arrondissement","Grandes Carrieres 26","752171","7511869","H","00","1",2092,633,166,401,383,371,344,449,349,197
"751187010","75118","75","Paris 18e Arrondissement","Clignancourt 10","752351","7511870","H","00","1",1962,482,190,223,260,462,634,302,180,124
"751186924","75118","75","Paris 18e Arrondissement","Grandes Carrieres 24","752291","7511869","H","00","1",3319,890,284,652,493,683,667,607,546,322
"751186925","75118","75","Paris 18e Arrondissement","Grandes Carrieres 25","752291","7511869","H","00","1",3359,1253,347,490,764,667,683,627,308,311
"751187014","75118","75","Paris 18e Arrondissement","Clignancourt 14","752351","7511870","H","00","1",1802,362,208,200,141,530,587,249,205,90
"751186923","75118","75","Paris 18e Arrondissement","Grandes Carrieres 23","752301","7511869","H","00","1",3718,1084,382,618,612,709,802,744,567,284
"751186928","75118","75","Paris 18e Arrondissement","Grandes Carrieres 28","752171","7511869","H","00","1",2220,592,172,473,349,385,348,551,354,234
"751186929","75118","75","Paris 18e Arrondissement","Grandes Carrieres 29","752171","7511869","A","00","3",159,31,14,40,14,22,17,51,38,16
"751187009","75118","75","Paris 18e Arrondissement","Clignancourt 9","752351","7511870","H","00","1",3227,749,263,508,418,696,854,576,496,187
"751187026","75118","75","Paris 18e Arrondissement","Clignancourt 26","752181","7511870","H","00","2",2555,663,256,317,348,626,745,455,204,176
"751187011","75118","75","Paris 18e Arrondissement","Clignancourt 11","752341","7511870","H","00","1",2143,490,176,316,289,486,585,356,269,158
"751186922","75118","75","Paris 18e Arrondissement","Grandes Carrieres 22","752301","7511869","H","00","1",2453,545,242,433,271,519,513,482,451,218
"751187013","75118","75","Paris 18e Arrondissement","Clignancourt 13","752341","7511870","H","00","1",2681,525,155,468,328,531,805,418,386,213
"751187023","75118","75","Paris 18e Arrondissement","Clignancourt 23","752271","7511870","H","00","1",2655,703,271,351,360,599,629,567,338,162
"751187012","75118","75","Paris 18e Arrondissement","Clignancourt 12","752341","7511870","H","00","1",2739,650,237,269,359,637,800,496,338,108
"751187025","75118","75","Paris 18e Arrondissement","Clignancourt 25","752181","7511870","H","00","2",2683,754,255,381,449,572,710,458,348,145
"751187024","75118","75","Paris 18e Arrondissement","Clignancourt 24","752271","7511870","H","00","1",2113,401,161,193,211,531,814,279,172,107
"751197303","75119","75","Paris 19e Arrondissement","Villette 3","752441","7511973","H","00","3",3725,1243,385,529,719,741,809,681,536,238
"751197521","75119","75","Paris 19e Arrondissement","Amerique 21","752531","7511975","H","00","1",2644,676,268,266,337,666,814,496,200,131
"751197312","75119","75","Paris 19e Arrondissement","Villette 12","752451","7511973","H","00","1",2189,690,270,285,351,530,525,389,245,149
"751197522","75119","75","Paris 19e Arrondissement","Amerique 22","752521","7511975","H","00","2",3075,846,314,436,467,724,768,524,336,256
"751197523","75119","75","Paris 19e Arrondissement","Amerique 23","752521","7511975","H","00","2",1780,672,182,95,401,398,428,422,90,41
"751197301","75119","75","Paris 19e Arrondissement","Villette 1","752501","7511973","H","00","2",4281,1230,390,390,743,938,1177,775,479,169
"751197313","75119","75","Paris 19e Arrondissement","Villette 13","752451","7511973","H","00","2",3152,1066,258,292,708,629,845,532,291,146
"751197314","75119","75","Paris 19e Arrondissement","Villette 14","752461","7511973","H","00","2",2909,867,256,323,549,598,757,534,309,162
"751197302","75119","75","Paris 19e Arrondissement","Villette 2","752501","7511973","H","00","2",2866,953,385,308,482,770,619,541,350,104
"751197408","75119","75","Paris 19e Arrondissement","Pont de Flandre 8","752411","7511974","H","00","2",1898,649,229,234,366,470,418,320,242,82
"751197507","75119","75","Paris 19e Arrondissement","Amerique 7","752601","7511975","H","00","2",2071,500,204,270,235,504,532,398,276,126
"751197519","75119","75","Paris 19e Arrondissement","Amerique 19","752541","7511975","H","00","3",2341,976,381,300,495,674,420,354,185,214
"751197407","75119","75","Paris 19e Arrondissement","Pont de Flandre 7","752421","7511974","H","00","1",3350,1130,365,613,624,725,516,663,571,253
"751197505","75119","75","Paris 19e Arrondissement","Amerique 5","752611","7511975","H","00","1",1821,450,131,253,268,356,405,387,310,95
"751197506","75119","75","Paris 19e Arrondissement","Amerique 6","752601","7511975","H","00","1",1930,404,133,244,240,382,529,406,266,108
"751197520","75119","75","Paris 19e Arrondissement","Amerique 20","752531","7511975","H","00","1",3136,1055,209,414,703,544,722,596,372,200
"751197504","75119","75","Paris 19e Arrondissement","Amerique 4","752621","7511975","H","00","1",1958,664,177,263,419,343,394,438,222,143
"751197518","75119","75","Paris 19e Arrondissement","Amerique 18","752541","7511975","H","00","2",4209,1419,328,589,929,700,796,995,524,264
"751197607","75119","75","Paris 19e Arrondissement","Combat 7","752581","7511976","H","00","1",1793,586,120,225,406,298,509,290,187,102
"751197508","75119","75","Paris 19e Arrondissement","Amerique 8","752601","7511975","H","00","1",2242,596,188,392,358,436,523,395,328,202
"751197311","75119","75","Paris 19e Arrondissement","Villette 11","752461","7511973","H","00","1",2872,816,311,387,411,659,669,606,338,189
"751197402","75119","75","Paris 19e Arrondissement","Pont de Flandre 2","752441","7511974","H","00","3",3145,1135,346,277,688,701,738,571,341,106
"751197403","75119","75","Paris 19e Arrondissement","Pont de Flandre 3","752431","7511974","H","00","1",2047,589,168,223,370,405,544,412,232,84
"751197404","75119","75","Paris 19e Arrondissement","Pont de Flandre 4","752431","7511974","H","00","1",2381,803,288,196,402,641,561,422,257,98
"751197405","75119","75","Paris 19e Arrondissement","Pont de Flandre 5","752431","7511974","H","00","1",2541,665,155,251,472,399,766,522,280,101
"751197606","75119","75","Paris 19e Arrondissement","Combat 6","752581","7511976","H","00","1",1936,557,215,321,276,425,397,382,326,129
"751197406","75119","75","Paris 19e Arrondissement","Pont de Flandre 6","752421","7511974","H","00","1",5714,2191,576,590,1410,1176,1133,1110,655,231
"751197614","75119","75","Paris 19e Arrondissement","Combat 14","752511","7511976","H","00","1",2614,620,162,503,406,431,634,458,380,305
"751197315","75119","75","Paris 19e Arrondissement","Villette 15","752471","7511973","H","00","1",3592,1222,311,362,786,744,769,704,415,174
"751197524","75119","75","Paris 19e Arrondissement","Amerique 24","752521","7511975","H","00","1",2029,747,389,282,309,664,477,218,202,160
"751197613","75119","75","Paris 19e Arrondissement","Combat 13","752561","7511976","H","00","2",2877,798,265,313,455,654,782,535,288,164
"751197501","75119","75","Paris 19e Arrondissement","Amerique 1","752631","7511975","H","00","1",2510,857,342,269,442,611,505,518,304,130
"751197615","75119","75","Paris 19e Arrondissement","Combat 15","752511","7511976","H","00","2",2250,600,147,265,400,521,634,310,246,139
"751197616","75119","75","Paris 19e Arrondissement","Combat 16","752511","7511976","H","00","1",1992,687,227,371,363,444,308,373,324,180
"751197617","75119","75","Paris 19e Arrondissement","Buttes Chaumont","752561","7511976","D","00","3",0,0,0,0,0,0,0,0,0,0
"751197517","75119","75","Paris 19e Arrondissement","Amerique 17","752531","7511975","H","00","2",3490,1184,398,441,639,812,645,777,409,207
"751197502","75119","75","Paris 19e Arrondissement","Amerique 2","752631","7511975","H","00","1",2742,741,181,501,492,440,635,519,379,278
"751197503","75119","75","Paris 19e Arrondissement","Amerique 3","752621","7511975","H","00","1",1698,472,166,163,289,402,514,285,138,70
"751197516","75119","75","Paris 19e Arrondissement","Amerique 16","752551","7511975","H","00","1",1562,536,161,187,325,345,305,310,228,48
"751197509","75119","75","Paris 19e Arrondissement","Amerique 9","752611","7511975","H","00","1",2040,676,175,352,407,347,397,378,390,120
"751197304","75119","75","Paris 19e Arrondissement","Villette 4","752451","7511973","H","00","2",2437,610,190,312,332,576,626,461,314,128
"751197608","75119","75","Paris 19e Arrondissement","Combat 8","752571","7511976","H","00","2",2200,562,210,328,310,473,514,446,305,152
"751197609","75119","75","Paris 19e Arrondissement","Combat 9","752561","7511976","H","00","1",3153,823,307,465,436,722,815,552,367,262
"751197307","75119","75","Paris 19e Arrondissement","Villette 7","752491","7511973","H","00","2",3641,1365,408,225,752,956,868,726,260,79
"751197308","75119","75","Paris 19e Arrondissement","Villette 8","752491","7511973","H","00","1",3267,1375,419,359,581,1048,537,569,384,148
"751197305","75119","75","Paris 19e Arrondissement","Villette 5","752461","7511973","H","00","1",3205,773,258,535,458,581,803,638,482,243
"751197306","75119","75","Paris 19e Arrondissement","Villette 6","752481","7511973","H","00","1",3004,1033,339,486,571,650,516,588,417,263
"751197601","75119","75","Paris 19e Arrondissement","Combat 1","752591","7511976","H","00","1",2496,683,189,339,444,448,632,477,347,148
"751197409","75119","75","Paris 19e Arrondissement","Pont de Flandre 9","752411","7511974","H","00","2",2380,724,173,466,442,409,390,528,380,231
"751197309","75119","75","Paris 19e Arrondissement","Villette 9","752481","7511973","H","00","1",3433,1098,415,429,537,890,628,720,512,145
"751197310","75119","75","Paris 19e Arrondissement","Villette 10","752481","7511973","H","00","1",4964,1658,443,800,1019,951,946,984,682,383
"751197605","75119","75","Paris 19e Arrondissement","Combat 5","752581","7511976","H","00","1",2700,842,254,213,494,614,683,591,239,79
"751197602","75119","75","Paris 19e Arrondissement","Combat 2","752591","7511976","H","00","1",5618,1672,460,704,1043,1113,1442,1036,645,338
"751197316","75119","75","Paris 19e Arrondissement","Villette 16","752471","7511973","H","00","1",3743,1105,270,354,762,762,1130,582,371,136
"751197525","75119","75","Paris 19e Arrondissement","Amerique 25","752631","7511975","A","00","3",638,226,65,133,154,129,115,86,43,112
"751197411","75119","75","Paris 19e Arrondissement","Pont de Flandre 11","752441","7511974","H","00","2",2975,998,323,356,570,629,634,646,337,159
"751197412","75119","75","Paris 19e Arrondissement","Pont de Flandre 12","752441","7511974","A","00","3",315,108,36,26,62,76,79,57,34,6
"751197603","75119","75","Paris 19e Arrondissement","Combat 3","752591","7511976","H","00","1",2446,590,200,394,343,483,624,409,392,196
"751197604","75119","75","Paris 19e Arrondissement","Combat 4","752581","7511976","H","00","2",2915,835,263,326,485,654,635,587,393,160
"751197514","75119","75","Paris 19e Arrondissement","Amerique 14","752551","7511975","H","00","1",3188,1038,341,460,577,660,700,613,434,204
"751197515","75119","75","Paris 19e Arrondissement","Amerique 15","752551","7511975","H","00","2",2475,643,176,325,425,399,785,397,321,148
"751197413","75119","75","Paris 19e Arrondissement","Pont de Flandre 13","752411","7511974","A","00","3",42,12,7,2,5,12,5,9,12,0
"751197410","75119","75","Paris 19e Arrondissement","Pont de Flandre 10","752411","7511974","H","00","2",2429,1290,405,79,701,721,375,468,145,20
"751197610","75119","75","Paris 19e Arrondissement","Combat 10","752571","7511976","H","00","2",1455,453,144,197,250,363,290,246,235,72
"751197510","75119","75","Paris 19e Arrondissement","Amerique 10","752611","7511975","H","00","1",2797,908,254,361,531,537,567,644,340,177
"751197511","75119","75","Paris 19e Arrondissement","Amerique 11","752621","7511975","H","00","1",2052,550,187,218,321,472,569,338,244,107
"751197488","75119","75","Paris 19e Arrondissement","Canal St-Denis","752421","7511974","D","00","3",0,0,0,0,0,0,0,0,0,0
"751197513","75119","75","Paris 19e Arrondissement","Amerique 13","752541","7511975","H","00","2",1338,296,80,252,206,170,340,304,172,146
"751197401","75119","75","Paris 19e Arrondissement","Pont de Flandre 1","752441","7511974","H","00","2",1132,196,35,120,149,104,146,557,117,58
"751197611","75119","75","Paris 19e Arrondissement","Combat 11","752571","7511976","H","00","2",3229,959,321,565,509,662,657,609,513,279
"751197512","75119","75","Paris 19e Arrondissement","Amerique 12","752541","7511975","H","00","2",1716,530,164,258,297,302,249,441,312,116
"751197318","75119","75","Paris 19e Arrondissement","Villette 18","752491","7511973","A","00","3",626,284,84,49,149,169,74,145,63,26
"751197388","75119","75","Paris 19e Arrondissement","Bassin de la Villette","752501","7511973","D","00","3",0,0,0,0,0,0,0,0,0,0
"751197317","75119","75","Paris 19e Arrondissement","Villette 17","752471","7511973","H","00","1",2303,832,330,258,383,622,323,535,362,76
"751197612","75119","75","Paris 19e Arrondissement","Combat 12","752561","7511976","H","00","1",2240,578,168,460,367,405,470,421,332,244
"751207706","75120","75","Paris 20e Arrondissement","Belleville 6","752661","7512077","H","00","1",2073,487,158,185,287,441,717,342,205,80
"751207805","75120","75","Paris 20e Arrondissement","Saint-Fargeau 5","752721","7512078","H","00","1",3295,771,206,563,474,557,766,714,481,302
"751207804","75120","75","Paris 20e Arrondissement","Saint-Fargeau 4","752711","7512078","H","00","1",2128,738,175,320,475,341,423,467,290,133
"751208012","75120","75","Paris 20e Arrondissement","Charonne 12","752811","7512080","H","00","2",2671,856,348,279,425,743,699,432,177,194
"751207708","75120","75","Paris 20e Arrondissement","Belleville 8","752651","7512077","H","00","2",3399,1238,402,323,645,849,572,803,465,65
"751207707","75120","75","Paris 20e Arrondissement","Belleville 7","752651","7512077","H","00","1",2504,629,147,613,422,341,514,436,496,294
"751207807","75120","75","Paris 20e Arrondissement","Saint-Fargeau 7","752691","7512078","H","00","2",2906,818,355,393,382,640,685,655,359,185
"751208011","75120","75","Paris 20e Arrondissement","Charonne 11","752801","7512080","H","00","2",1903,613,186,306,352,384,341,411,300,115
"751208002","75120","75","Paris 20e Arrondissement","Charonne 2","752851","7512080","H","00","1",2009,540,253,281,232,536,502,368,233,139
"751208001","75120","75","Paris 20e Arrondissement","Charonne 1","752851","7512080","H","00","1",2466,779,202,482,473,430,442,483,429,209
"751207916","75120","75","Paris 20e Arrondissement","Pere Lachaise 16","752731","7512079","H","00","1",2812,609,171,468,363,480,704,596,488,182
"751207917","75120","75","Paris 20e Arrondissement","Pere Lachaise 17","752771","7512079","A","00","3",16,6,2,8,0,6,1,0,4,5
"751207709","75120","75","Paris 20e Arrondissement","Belleville 9","752641","7512077","H","00","1",2003,832,275,146,455,504,403,421,154,67
"751207806","75120","75","Paris 20e Arrondissement","Saint-Fargeau 6","752721","7512078","H","00","2",4214,1214,392,488,747,905,1050,771,510,230
"751207905","75120","75","Paris 20e Arrondissement","Pere Lachaise 5","752761","7512079","H","00","1",5115,1170,343,584,728,989,1443,1028,673,255
"751208013","75120","75","Paris 20e Arrondissement","Charonne 13","752811","7512080","H","00","2",2413,844,367,265,398,712,520,416,243,124
"751207904","75120","75","Paris 20e Arrondissement","Pere Lachaise 4","752761","7512079","H","00","1",2640,623,190,381,365,548,770,464,300,193
"751208010","75120","75","Paris 20e Arrondissement","Charonne 10","752801","7512080","H","00","2",1776,463,195,110,229,414,458,433,208,34
"751207914","75120","75","Paris 20e Arrondissement","Pere Lachaise 14","752731","7512079","H","00","1",2296,488,221,327,250,485,693,411,296,161
"751207915","75120","75","Paris 20e Arrondissement","Pere Lachaise 15","752731","7512079","H","00","1",2913,662,289,270,345,689,901,594,270,113
"751207705","75120","75","Paris 20e Arrondissement","Belleville 5","752651","7512077","H","00","1",1962,600,185,289,361,368,403,415,297,118
