"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","C13_POP15P_CS7_tx","P13_ACT1564_tx","P13_CHOM1564_tx","P13_ETUD1564_tx","P13_ACT1524_tx","P13_CHOM1524_tx","P13_SAL15P_CDD_tx","P13_SAL15P_INTERIM_tx"
"920250201","92025","92","Colombes","Fosses Jean Nord-Stalingrad-Tour z","920701","9202502","H","00","1",20.4,71.1,21.8,12.6,37.7,33.6,9.9,1.8
"920250202","92025","92","Colombes","Foss. Jean Nord-Gymnase-Parc Caillebotte","920701","9202502","H","00","1",16.4,73.2,21.5,12.9,42.3,29.1,9,1.9
"920250203","92025","92","Colombes","Fosses Jean Sud","920701","9202502","H","00","1",21.6,69.7,17.3,10.3,37.6,26.2,9.7,1.4
"920250204","92025","92","Colombes","Rousseau-Solferino","920701","9202502","H","00","1",18.7,73.9,19.1,12.5,34.6,33.1,8.8,2.5
"920250306","92025","92","Colombes","Moslard-Agriculture","920681","9202503","H","00","1",20,80.3,14.3,10.5,33.3,36,6.6,0.7
"920250401","92025","92","Colombes","Charles de Gaulle Sud-Victor Basch","920671","9202504","H","00","1",13.4,81,15.3,8.3,47.9,28.5,7.4,2
"920250207","92025","92","Colombes","Audra-Paul Bert","920721","9202502","H","00","2",10.1,79.9,23.4,11.2,38.6,46.2,10.9,0.7
"920250208","92025","92","Colombes","Usine des Eaux-Ile Marante","920691","9202502","H","00","1",20.8,70.7,22.3,16.2,35.6,38.1,9.9,2.7
"920250209","92025","92","Colombes","Gagarine","920721","9202502","H","00","2",28.4,77,9,10.1,44.6,14.9,7.2,1.8
"920250210","92025","92","Colombes","Strasbourg","920721","9202502","H","00","2",13,81.9,16.3,7.3,48.9,24.7,7,2.2
"920250211","92025","92","Colombes","Musiciens-Paul Bert","920721","9202502","H","00","2",24.8,80.1,20.7,7.7,49.3,15.1,7.9,1.7
"920250212","92025","92","Colombes","Jeanne d'Arc-Salle des Fetes","920721","9202502","H","00","2",21.2,79,9.2,9.1,37.5,8.9,8.2,1.3
"920250301","92025","92","Colombes","Les Greves","920681","9202503","H","00","1",12.9,71.1,26.4,11.5,44,45.3,13.3,2.6
"920250302","92025","92","Colombes","Aragon Pavillonnaire","920681","9202503","H","00","1",16.1,74.3,13.5,12.4,36.6,23.2,6.8,0.5
"920250303","92025","92","Colombes","Salvador Allende-Egalite","920711","9202503","H","00","2",19.1,77.7,13.1,9.3,47,28.9,11.2,2.4
"920250304","92025","92","Colombes","Gabriel Peri-Ilot26","920711","9202503","H","00","1",16.7,74.3,9.3,14.1,24.7,31.2,5.7,1.6
"920250305","92025","92","Colombes","Cimetiere-Ilot 1","920711","9202503","H","00","1",30,74.3,11,11.1,39.9,24.8,10,0.6
"920250107","92025","92","Colombes","Cerisiers","920751","9202501","H","00","1",28.3,80.6,12.1,9.1,33.3,33.9,6,1.1
"920250108","92025","92","Colombes","Les Vallees","920741","9202501","H","00","1",16.7,81.4,9.6,11.8,38.8,21,8.8,0.6
"920250402","92025","92","Colombes","Canibouts-Champy","920671","9202504","H","00","1",14.1,67.4,22.5,13.6,42.3,46.8,10.1,0.3
"920250403","92025","92","Colombes","Jeanne Gleuzer-Gros Gres","920671","9202504","H","00","1",17.2,73.3,19.9,10.7,41.5,30.4,8.3,1.2
"920250109","92025","92","Colombes","Henri Barbusse Sud","920731","9202501","H","00","1",13.5,81.7,10.2,11.6,40.4,27.6,8.1,1.1
"920250110","92025","92","Colombes","Wiener-Garamont","920731","9202501","H","00","1",17.1,79,7.7,12.3,29.5,17.6,11.9,1
"920260304","92026","92","Courbevoie","Lalyre","920811","9202603","H","00","1",28.3,81.4,6.5,11.7,29.3,5.7,4.8,0.5
"920260305","92026","92","Courbevoie","Fallet","920811","9202603","H","00","1",18.9,82,7.8,8.9,37.4,17.1,7.2,0.6
"920260202","92026","92","Courbevoie","Villebois-Mareuil","920821","9202602","H","00","1",25.6,80.9,7.5,9.4,36,21.1,7.1,0.1
"920260203","92026","92","Courbevoie","Franklin","920821","9202602","H","00","1",19.4,80.6,5.3,10.9,30.4,13.8,5.1,0.6
"920260204","92026","92","Courbevoie","Charcot","920811","9202602","H","00","2",23,79.3,11.2,10.1,30.7,7.2,6.7,0.9
"920260301","92026","92","Courbevoie","Quinet","920801","9202603","H","00","1",22.1,80.6,6.9,9.5,23.1,2.3,7,0.7
"920260302","92026","92","Courbevoie","Vigny","920801","9202603","H","00","2",20.7,84.2,3.9,6.6,30.6,0,8.7,1
"920260303","92026","92","Courbevoie","Bertalot","920801","9202603","H","00","1",16.3,79.6,4.8,11.7,34.5,11.2,6.3,0.4
"920260601","92026","92","Courbevoie","Visien","920791","9202606","H","00","2",22.8,82.5,8.9,8.2,34.7,20,3.3,0.6
"920260602","92026","92","Courbevoie","Kruger","920791","9202606","H","00","2",17.5,81.3,9.8,12.1,31.1,29.9,5.1,0.6
"920260402","92026","92","Courbevoie","Gaultier","920841","9202604","H","00","1",18.3,78.5,8.6,9.7,45,19.6,7.2,0.8
"920260101","92026","92","Courbevoie","Blondel","920761","9202601","H","00","1",14.5,83,5.5,10.6,38.1,15.6,3.3,0.9
"920260102","92026","92","Courbevoie","d'Estienne d'Orves","920761","9202601","H","00","1",19.2,76.3,12,11.6,37.1,28.6,7.9,1.3
"920260103","92026","92","Courbevoie","Jean Blot","920761","9202601","H","00","1",16.6,83.2,9.8,8.8,40.5,17.7,4.4,1.3
"920260201","92026","92","Courbevoie","Dubonnet","920821","9202602","H","00","1",17,81,7.6,10.7,34.8,13.5,5.8,0.5
"920260501","92026","92","Courbevoie","Regnault","920771","9202605","H","00","1",22,68.3,14.8,15.6,27,24.7,7.3,1.3
"920260502","92026","92","Courbevoie","Segoffin","920771","9202605","H","00","1",18.8,78.8,13.5,10.3,53.3,16.9,9.5,1.3
"920260503","92026","92","Courbevoie","Essling","920771","9202605","H","00","2",12.5,83,6.8,8.8,37.5,18.7,5.2,0.6
"920260504","92026","92","Courbevoie","Arletty","920781","9202605","H","00","2",14.3,79.8,12.5,10,43.2,29.3,9.4,1.3
"920260505","92026","92","Courbevoie","Diderot","920781","9202605","H","00","1",12.5,82.4,11.7,8.5,38.8,14.5,3.2,0.5
"920260506","92026","92","Courbevoie","Dominos","920781","9202605","H","00","1",16.8,67.2,13.2,17.1,27.9,12.3,7.4,0.5
"920260702","92026","92","Courbevoie","Hotel de Ville","920831","9202607","H","00","2",15.5,77.4,11.1,11,37,15.2,3.7,0.4
"920260703","92026","92","Courbevoie","Carole Hubert","920831","9202607","H","00","2",17.5,77.7,10.4,12.4,33.8,19.6,7.9,1.4
"920260603","92026","92","Courbevoie","Parmentier","920791","9202606","H","00","1",18.4,81.9,9.1,7.4,42.1,10.2,9.3,2.2
"920260701","92026","92","Courbevoie","de Gaulle","920831","9202607","H","00","2",34.2,74.6,12.8,9.8,36.7,16.9,7.5,0
"920260406","92026","92","Courbevoie","Arche","920841","9202604","H","1Z","2",6.9,80.2,9.4,13.2,37.4,11,5.1,1.3
"920260403","92026","92","Courbevoie","Schweitzer","920841","9202604","H","00","2",18,80.5,10.3,9.2,47.9,23.1,6.8,1.1
"920260704","92026","92","Courbevoie","Montagne","920791","9202607","H","00","1",28.8,75.2,8.4,14.1,32.2,5.9,5.4,0.8
"920260705","92026","92","Courbevoie","Sainte-Marie","920831","9202607","H","00","2",34.4,79.2,7,9.8,34.4,11.9,7.5,0.2
"920260404","92026","92","Courbevoie","Fauvelles","920841","9202604","H","1Z","2",9.3,83.1,6.8,9.3,33.5,21,4.4,0.6
"920260405","92026","92","Courbevoie","Etudiants","920841","9202604","H","1Z","2",5.1,75.4,10.6,21.7,31.8,15,6.8,1.5
"920320106","92032","92","Fontenay-aux-Roses","Pierrelais","920861","9203201","H","00","1",27.2,77.6,9.4,11.6,37.8,23,8.7,0.1
"920320107","92032","92","Fontenay-aux-Roses","Pervenches","920851","9203201","H","00","1",15.5,75.6,9.9,19.5,27.5,28.8,7.9,1.3
"920320101","92032","92","Fontenay-aux-Roses","Scarron","920861","9203201","H","00","1",26.6,79.4,8.1,10.7,25.3,25.5,7,0
"920320102","92032","92","Fontenay-aux-Roses","Buffets-Fauvettes","920871","9203201","H","00","1",21.8,72.1,13.4,17.7,31.3,27.3,6.8,1.4
"920320103","92032","92","Fontenay-aux-Roses","Paradis-Blagis","920871","9203201","H","00","1",20.1,72.9,21.6,11.8,46.3,43.6,10.9,1.2
"920320104","92032","92","Fontenay-aux-Roses","Gare-La Roue","920871","9203201","H","00","1",26.6,74.1,6.5,15.9,34.7,19.2,8.6,0
"920320105","92032","92","Fontenay-aux-Roses","Parc","920861","9203201","H","00","1",22.5,79.3,7.4,10.1,28.8,18.2,5.2,0.8
"920320110","92032","92","Fontenay-aux-Roses","Renards","920851","9203201","H","00","1",25.1,77.7,6.9,11.8,30.2,25.9,6.8,0.8
"920320108","92032","92","Fontenay-aux-Roses","Val Content","920861","9203201","H","00","1",25.2,79.3,11.9,11.7,34.7,24.7,10.4,1.7
"920320109","92032","92","Fontenay-aux-Roses","Ormeaux","920851","9203201","H","00","1",20.8,77.8,4.1,12.7,33.7,21.3,8.3,1.3
"920320111","92032","92","Fontenay-aux-Roses","Rer-Lombart","920871","9203201","H","00","1",20.6,71.1,6.7,19.1,24.3,19.1,7,1.4
"920330108","92033","92","Garches","Poincare","920881","9203301","H","00","1",24.1,68.8,11.5,16.8,16,41.9,5.2,0
"920330103","92033","92","Garches","Les Bures","920891","9203301","H","00","1",21,75.6,8.5,11.8,24.8,36.1,2.1,0
"920330104","92033","92","Garches","Cote Saint-Louis","920891","9203301","H","00","1",20,79.8,8.3,11.3,34.3,23.3,6.6,0.4
"920330106","92033","92","Garches","Petit Garches","920881","9203301","H","00","1",19.3,78.4,9,15.3,29.5,25.7,6.8,0
"920330107","92033","92","Garches","Porte Jaune","920881","9203301","H","00","1",19.7,75.6,8.9,13.9,32.4,24.8,6.1,0
"920330105","92033","92","Garches","Mairie","920881","9203301","H","00","1",39.6,74.1,8.4,14.7,19.2,27.3,9,0.5
"920330101","92033","92","Garches","Buzenval","920891","9203301","H","00","1",19.9,74.7,6.3,14.3,29.2,13.4,5.1,0.3
"920330102","92033","92","Garches","La Verboise","920891","9203301","H","00","1",22.4,81.7,6.4,7.7,33.6,20,4.8,0.5
"920350102","92035","92","La Garenne-Colombes","Champs Philippe Sud","920911","9203501","H","00","1",14.8,83.3,10.8,7.8,48.7,8.3,10.8,0.9
"920350101","92035","92","La Garenne-Colombes","Zac de Charlebourg","920911","9203501","H","00","1",20.3,78.6,9.4,12,38.6,20.4,6.1,0.6
"920350110","92035","92","La Garenne-Colombes","Chateau Ridel","920901","9203501","H","00","1",18.7,80.5,7,10.4,33.6,27.9,4.4,0.4
"920350111","92035","92","La Garenne-Colombes","Plaisance","920921","9203501","H","00","1",15.8,81.9,9.1,10.3,35.9,30,5.6,0.5
"920350112","92035","92","La Garenne-Colombes","Moulin Bailly","920921","9203501","H","00","2",10.7,84.6,9.5,7.1,59,21.2,10.6,0.3
"920350109","92035","92","La Garenne-Colombes","Chedal Anglay","920911","9203501","H","00","1",14.5,79.7,7.8,12.2,28.8,21.2,4.9,0.2
"920350105","92035","92","La Garenne-Colombes","Sartoris","920901","9203501","H","00","1",19.2,83.2,7.8,9,34.8,17,3.9,0.7
"920350106","92035","92","La Garenne-Colombes","Vallees","920921","9203501","H","00","1",16.9,86.4,10.6,7.3,51.4,25.8,7.6,0.5
"920350103","92035","92","La Garenne-Colombes","General Leclerc","920901","9203501","H","00","1",18.4,81,9.9,9,46.2,8.9,4.9,1.1
"920350104","92035","92","La Garenne-Colombes","Mederic","920921","9203501","H","00","1",21.6,76.9,5.1,12.4,23.1,24.6,3.2,0.3
"920350108","92035","92","La Garenne-Colombes","Souvenir Francais","920901","9203501","H","00","1",15.6,83,7.9,10.5,37.3,9.9,8.9,1.8
"920360103","92036","92","Gennevilliers","Luth 3","920971","9203601","H","00","2",18.6,66,39.3,12.5,51,65.7,18,3.8
"920360104","92036","92","Gennevilliers","Luth 4","920971","9203601","H","00","1",21,72.6,17.4,12.7,45,25.6,14.9,1.6
"920360101","92036","92","Gennevilliers","Luth 1","920971","9203601","H","00","2",12.5,72.7,22.2,12.7,44.6,35.8,9.7,1.1
"920360102","92036","92","Gennevilliers","Luth 2","920971","9203601","H","00","1",22.6,68.4,29.5,10.2,48,68.6,8.1,4.1
"920360501","92036","92","Gennevilliers","Village Chandon 1","920961","9203605","H","00","1",20.4,72.6,16.1,8.6,42.6,40.7,10.8,1.9
"920360201","92036","92","Gennevilliers","Fosse de l'Aumone 1","920931","9203602","H","00","2",20.3,70.9,22.4,10,46.1,37.2,9.1,1.5
"920360503","92036","92","Gennevilliers","Village Chandon 3","920951","9203605","H","00","1",16.4,73,21.7,10,35.7,31.3,9.5,1.6
"920360202","92036","92","Gennevilliers","Fosse de l'Aumone 2","920931","9203602","H","00","1",15.6,71.1,20.8,14,38.8,40.8,9.5,2.2
"920360203","92036","92","Gennevilliers","Fosse de l'Aumone 3","920931","9203602","H","00","1",28.7,71.5,15.5,8.1,43.1,34.1,11,2.9
"920360502","92036","92","Gennevilliers","Village Chandon 2","920951","9203605","H","00","1",16.8,74.6,16.2,9.3,37.8,40,12.1,1.6
"920360402","92036","92","Gennevilliers","Gresillons 2","920961","9203604","H","00","1",20,70.3,16.3,11.7,36.2,37.3,9.7,1.9
"920360403","92036","92","Gennevilliers","Gresillons 3","920961","9203604","H","00","1",27,64.2,17.3,14.1,30.5,38.5,11.4,2
"920360404","92036","92","Gennevilliers","Gresillons 4","920951","9203604","H","00","2",23.5,75.4,20.7,6.4,52.3,0,7.8,1.3
"920360303","92036","92","Gennevilliers","Agnettes 3","920941","9203603","H","00","1",19.1,74.2,25.6,7.5,54.3,45.9,9,2.9
"920360204","92036","92","Gennevilliers","Fosse de l'Aumone 4","920931","9203602","H","00","2",21.2,69.1,17.2,12.1,35.5,23.2,7,1.8
"920360301","92036","92","Gennevilliers","Agnettes 1","920941","9203603","H","00","1",25.7,70.3,24.1,11.5,39.9,37.4,13.3,3.5
"920360504","92036","92","Gennevilliers","Village Chandon 4","920951","9203605","H","00","1",15.4,76.1,19.7,9.9,48.8,39.1,10.1,1
"920360401","92036","92","Gennevilliers","Gresillons 1","920961","9203604","H","00","1",25.7,69.2,24.9,13,55.2,33,11.9,3.1
"920360302","92036","92","Gennevilliers","Agnettes 2","920941","9203603","H","00","2",15.4,73.7,21.7,12,45.1,26.7,15.5,3.6
"920400404","92040","92","Issy-les-Moulineaux","Epinettes","920991","9204004","H","00","1",12.1,81.4,8.6,11.2,34.1,24.1,6.8,0.6
"920400502","92040","92","Issy-les-Moulineaux","La Ferme","921011","9204005","H","00","1",11.7,83,7.9,10.6,41.9,21.1,6.7,0.7
"920400101","92040","92","Issy-les-Moulineaux","Les Varennes Foucher Lepelletier","921021","9204001","H","00","1",19.8,80.7,9.2,7.3,39.9,19.3,7.6,0.3
"920400501","92040","92","Issy-les-Moulineaux","Chemins des Vignes","920991","9204005","H","00","2",13.6,84.6,8.2,9.6,42.7,23.1,7.4,0.6
"920400204","92040","92","Issy-les-Moulineaux","Travailleurs","921001","9204002","H","00","1",20.2,79.8,11.9,9.4,39.1,18.6,9.3,0.7
"920400301","92040","92","Issy-les-Moulineaux","Jules Guesde Montesy","921001","9204003","H","00","1",18.4,76.6,7.2,16,22.1,9.9,8.9,0
"920400401","92040","92","Issy-les-Moulineaux","Parc Henri Barbusse","921001","9204004","H","00","1",22.4,81.5,8.1,11.6,37.2,23.6,6.6,0.8
"920400402","92040","92","Issy-les-Moulineaux","Fort Gardes Mobiles","921001","9204004","H","00","2",5.9,79.6,4.3,13.4,28.9,8.4,5.6,0.5
"920400403","92040","92","Issy-les-Moulineaux","Verdi","920991","9204004","H","00","1",20.2,82.9,10.3,8.1,54.7,34,7.5,0.3
"920400103","92040","92","Issy-les-Moulineaux","Corentin Celton","921021","9204001","H","00","1",25.7,80,5.8,11.4,31.9,9.2,7.7,0.2
"920400201","92040","92","Issy-les-Moulineaux","Parc Jean Paul Ii","920981","9204002","H","00","1",32.9,74.5,13,16,30.1,40.8,8.2,0.9
"920400202","92040","92","Issy-les-Moulineaux","Espaces Jeunes","920981","9204002","H","00","2",21.8,84.2,6.9,6.5,56.1,14.8,8.6,2.1
"920400102","92040","92","Issy-les-Moulineaux","Matrat Voisembert","921021","9204001","H","00","2",21.9,72.8,7.7,18.5,19,11.7,11.2,0
"920400701","92040","92","Issy-les-Moulineaux","Le Petit Pont Amphibie","921011","9204007","H","00","1",13.1,80.8,8.5,9.2,37.1,21,6.5,0.3
"920400504","92040","92","Issy-les-Moulineaux","Colombiers 1","921011","9204005","H","1Z","2",9.7,82,8,9.6,39.8,21.8,6.6,0.4
"920400203","92040","92","Issy-les-Moulineaux","Palais des Congres Mail Menand","920981","9204002","H","00","1",20.6,87.4,10.8,6.9,49.1,25,9.1,1.2
"920400601","92040","92","Issy-les-Moulineaux","Forum Seine","920981","9204006","H","00","1",13.5,81.7,7.1,10.5,39.4,12.7,7,0.5
"920400505","92040","92","Issy-les-Moulineaux","Colombiers 2","921011","9204005","H","1Z","2",10.3,83.7,7.9,10.8,34.7,30.1,6.1,1
"920440109","92044","92","Levallois-Perret","Wilson-Rivay 1","921061","9204401","H","00","1",17.6,86,8.2,7.3,37.9,32.3,4.6,0
"920440104","92044","92","Levallois-Perret","Maurice Ravel","921061","9204401","H","00","1",17.9,78.2,7.6,9.8,38.7,11.6,6.6,0.2
"920440110","92044","92","Levallois-Perret","Wilson-Rivay 2","921041","9204401","H","00","1",12.4,82.9,9.9,8.9,48.9,17.4,8.4,1.3
"920440108","92044","92","Levallois-Perret","Hotel de Ville-Planchette 2","921051","9204401","H","00","1",22.5,78.3,7.6,11.8,32.6,9.1,3.4,1.2
"920440121","92044","92","Levallois-Perret","Eiffel 4","921081","9204401","H","00","1",22.7,73.4,15.9,12,38.4,29.1,8.9,1.3
"920440105","92044","92","Levallois-Perret","Villiers-Danton 1","921031","9204401","H","00","2",22.6,78.9,8.7,13.6,30.4,25.3,6,0.4
"920440106","92044","92","Levallois-Perret","Villiers-Danton 2","921031","9204401","H","00","1",20.7,77,8.4,12.8,32.7,16,5.5,0.6
"920440107","92044","92","Levallois-Perret","Hotel de Ville-Planchette 1","921051","9204401","H","00","1",33.4,75.2,14.4,11,35.7,21.1,6.2,0.4
"920440112","92044","92","Levallois-Perret","Trezel 2","921071","9204401","H","00","2",12.2,83.5,12,9.5,44.6,24.2,6.3,0.6
"920440122","92044","92","Levallois-Perret","Eiffel 5","921081","9204401","H","00","2",16.4,76.4,13,14.8,36.6,23,8.3,1.6
"920440123","92044","92","Levallois-Perret","Ile de la Jatte-Square Baudin","921031","9204401","H","1Z","2",13.2,85.2,10,8,40.1,23,7.1,0.5
"920440111","92044","92","Levallois-Perret","Trezel 1","921071","9204401","H","00","2",14.3,84.2,8.8,8.3,41.2,14.1,6.3,0.5
"920440103","92044","92","Levallois-Perret","Front de Seine 2","921061","9204401","H","00","2",13.7,77.6,8.9,13.1,30,18,5,0.2
"920440117","92044","92","Levallois-Perret","Henri Barbusse 2","921041","9204401","H","00","1",16.7,87.6,11.5,7.8,49.2,7.1,7.1,1.2
"920440118","92044","92","Levallois-Perret","Eiffel 1","921041","9204401","H","00","1",24.9,74.8,8.2,12.2,21.6,15.6,5.7,0
"920440119","92044","92","Levallois-Perret","Eiffel 2","921081","9204401","H","00","1",32.8,72,15.1,10.5,42.7,35.6,9.2,2.3
"920440120","92044","92","Levallois-Perret","Eiffel 3","921071","9204401","H","00","2",27.7,77.2,12.7,9,51,40.5,7.3,2
"920440125","92044","92","Levallois-Perret","Georges Pompidou","921051","9204401","H","1Z","2",20.9,78.8,8.7,11.6,16,2.9,5.2,0
"920440113","92044","92","Levallois-Perret","Trezel 3","921071","9204401","H","00","2",11.5,84.1,8.6,10.1,40.4,12.1,6.4,1.2
"920440114","92044","92","Levallois-Perret","Villiers-L. Michel 1","921091","9204401","H","00","1",15.5,82.1,9.1,10.1,45.9,23.5,7.6,0.9
"920440124","92044","92","Levallois-Perret","Villiers-Cerdan","921031","9204401","H","1Z","2",12.7,81.8,7.7,10.9,29.5,15.2,3.1,0.4
"920440116","92044","92","Levallois-Perret","Henri Barbusse 1","921091","9204401","H","00","2",15.1,83.9,10.6,6.5,60.3,15.5,6.5,0.7
"920440126","92044","92","Levallois-Perret","Square Girault","921051","9204401","H","1Z","2",26.8,72.9,8.5,16.3,21.4,40.4,6.8,0
"920440115","92044","92","Levallois-Perret","Villiers-L. Michel 2","921091","9204401","H","00","1",16.5,81.2,9.5,8.8,47.7,11.7,5.8,0.8
"920460110","92046","92","Malakoff","Les Groux","921101","9204601","H","00","1",28.4,77.8,18.1,9.1,44.4,35.7,8.7,2
"920460109","92046","92","Malakoff","Le Fort","921101","9204601","H","00","1",9.6,86.3,6.9,7.1,44.1,26.5,17.7,0
"920460104","92046","92","Malakoff","Les Pierres Plates","921101","9204601","H","00","1",26.6,80.2,11,8.4,42.9,29.8,8.8,1.1
"920460111","92046","92","Malakoff","Le Clos","921101","9204601","H","00","2",19.5,77.1,13.4,12.7,37.2,14.1,10.1,0.4
"920460106","92046","92","Malakoff","Les Fosses Rouges","921111","9204601","H","00","1",17,78.2,11.6,13.1,44.2,22.4,9.7,0.5
"920460107","92046","92","Malakoff","Les Nouzeaux","921101","9204601","H","00","1",22.7,79.6,11.8,8.9,43,27.2,8.9,0.9
"920460108","92046","92","Malakoff","Les Sablonnieres","921111","9204601","H","00","1",15.4,78.6,12.2,10.7,44.6,34.8,9.1,1
"920460105","92046","92","Malakoff","Centre","921111","9204601","H","00","1",20.6,79.9,8,10.3,41.7,9.4,11.7,0.4
"920460101","92046","92","Malakoff","Renovation","921111","9204601","H","00","1",26,73,13.2,12.3,38.2,28.4,9.1,2
"920460102","92046","92","Malakoff","Nord","921111","9204601","H","00","1",16.7,80.5,9.7,11,48.6,16.2,12.9,0.7
"920460103","92046","92","Malakoff","Petit Vanves","921111","9204601","H","00","1",13.6,81.2,15.3,8.8,41.9,26.5,9.9,0.7
"920470000","92047","92","Marnes-la-Coquette","Marnes-la-Coquette (commune non irisée)","ZZZZZZ","9204700","Z","00","5",21.5,70.2,8.4,18,21.6,26.9,7,0.8
"920480203","92048","92","Meudon","Bas Meudon 1","921121","9204802","H","00","1",12.8,82.7,9.5,8.4,38.6,28.6,4.9,0.5
"920480204","92048","92","Meudon","Bas Meudon 2","921131","9204802","H","00","1",17.7,72.2,6.2,14.8,23.4,16,6.5,0.5
"920480205","92048","92","Meudon","Le Centre 1","921131","9204802","H","00","1",16.4,79.8,5.9,14,21.5,13.2,7.2,0.4
"920480105","92048","92","Meudon","Meudon La Foret 5","921161","9204801","H","00","2",21.6,87.1,9.6,4.2,59.9,25.8,6.3,1.5
"920480106","92048","92","Meudon","Meudon La Foret 6","921161","9204801","H","00","1",25.3,85,7.6,6.3,44.7,14.8,4.3,0.6
"920480107","92048","92","Meudon","Foret Domaniale","921161","9204801","H","00","3",13.5,90.5,9.7,7.4,47.6,0,1.8,0
"920480201","92048","92","Meudon","Bellevue 1","921121","9204802","H","00","1",34.5,74.7,10.3,12.7,33.2,27,7.2,0.7
"920480202","92048","92","Meudon","Bellevue 2","921121","9204802","H","00","1",30.5,78,8,14.4,23.9,17.6,8.8,1.4
"920480207","92048","92","Meudon","Val Fleury 1","921141","9204802","H","00","1",27.5,80,6.8,9.4,33.6,18.4,9.9,1.2
"920480208","92048","92","Meudon","Val Fleury 2","921141","9204802","H","00","2",23.3,77.4,7.9,12.4,38,13,7.9,1
"920480209","92048","92","Meudon","Val Fleury 3","921151","9204802","H","00","1",22.6,78.6,6,12.2,29.4,12,7.3,0.5
"920480206","92048","92","Meudon","Le Centre 2","921141","9204802","H","00","1",18.4,81.7,6.2,11.9,36,5.4,4.5,0.3
"920480211","92048","92","Meudon","Le Centre 4","921151","9204802","H","00","1",23.4,73.5,9.7,17.5,20.4,21.9,7,0.3
"920480212","92048","92","Meudon","Le Centre 5","921131","9204802","H","00","1",26.4,77.7,7.8,13,30.6,9.4,7.9,0.3
"920480101","92048","92","Meudon","Meudon La Foret 1","921171","9204801","H","00","1",28.6,77.1,10.8,11,41.5,28.2,9.1,0.9
"920480210","92048","92","Meudon","Le Centre 3","921151","9204802","H","00","1",21.6,81,8.8,12.2,28.9,36.7,8.7,0
"920480103","92048","92","Meudon","Meudon La Foret 3","921171","9204801","H","00","1",31,80.2,8,9,34.8,16.4,6,0.9
"920480104","92048","92","Meudon","Meudon La Foret 4","921161","9204801","H","00","1",24.9,74.6,13,10.2,46.5,22.6,7.4,2
"920480102","92048","92","Meudon","Meudon le Foret 2","921171","9204801","H","00","2",26.5,78.1,14,9.1,47.2,24.8,10.1,0.4
"920490106","92049","92","Montrouge","Bibliotheque Municipale","921201","9204901","H","00","2",12.4,82.1,6.5,13.5,34,18,6.4,0.6
"920490104","92049","92","Montrouge","Marcelin Berthelot","921201","9204901","H","00","1",20.1,83.9,6.6,10.9,44.2,11.8,11,0.6
"920490105","92049","92","Montrouge","Jean Jaures","921191","9204901","H","00","1",14.7,85,12.4,6.4,56.1,16.5,12.3,0.9
"920490101","92049","92","Montrouge","Centre Administratif-Mairie","921201","9204901","H","00","1",21.5,71.7,11.1,20,22.7,8.9,7.3,1
"920490102","92049","92","Montrouge","Peri-Brossolette","921201","9204901","H","00","1",18.9,82,9.1,8.7,41.7,27.4,11.1,1
"920490103","92049","92","Montrouge","Camille Pelletan","921191","9204901","H","00","1",16.3,82.9,15.4,7.9,51,27.7,9.2,0.4
"920490117","92049","92","Montrouge","Stade","921191","9204901","H","00","1",20.8,83.6,8.3,7.5,44.2,13.7,7.1,1.1
"920490113","92049","92","Montrouge","Jules Ferry","921211","9204901","H","00","1",21.1,83.2,10,8.6,37.9,8,8.3,0.6
"920490114","92049","92","Montrouge","Haut-Mesnil","921181","9204901","H","00","1",24.5,81.7,12.1,8.4,40.4,38.6,8,0.5
"920490107","92049","92","Montrouge","Raymond Queneau","921221","9204901","H","00","2",17.6,82,10.2,10.9,51.3,20.9,9.6,0.9
"920490108","92049","92","Montrouge","Dispensaire","921221","9204901","H","00","1",28.5,81.5,7.9,9,45.4,8.7,11,0.6
"920490112","92049","92","Montrouge","Le Fort","921211","9204901","H","00","1",24.6,86,7.5,6.8,43.8,15.3,6.9,2
"920490109","92049","92","Montrouge","Piscine","921221","9204901","H","00","2",13.1,82.8,13.1,8.5,46.4,35,8.5,0.7
"920490115","92049","92","Montrouge","Chatillon-Montrouge","921181","9204901","H","00","1",17.8,83.8,9.5,6.8,57.5,28.3,8.3,0.9
"920490116","92049","92","Montrouge","Renaudel","921181","9204901","H","00","1",23.4,79.7,13,8.9,38.9,25.8,10.8,0.4
"920490110","92049","92","Montrouge","Aristide Briand","921221","9204901","H","00","1",12.9,82.9,9.2,9.8,47.1,15.4,9.6,1.3
"920490111","92049","92","Montrouge","Boileau","921211","9204901","H","00","1",11.1,87.7,7.6,8.8,40.1,11,7.9,0.7
"920500102","92050","92","Nanterre","Clemenceau","921291","9205001","H","00","1",14.1,84.1,12.8,7,51.7,26.4,7,0.9
"920500103","92050","92","Nanterre","Haut Plateau","921291","9205001","H","00","1",23.2,75.4,8.6,13.1,26.7,11.8,4.6,1
"920500101","92050","92","Nanterre","Chenevreux","921311","9205001","H","00","2",23.6,77.5,11.2,11.3,32,31.8,4.2,1.2
"920500407","92050","92","Nanterre","Hotel de Ville","921311","9205004","H","4A","2",26.1,75.4,18.8,6.9,54,36.2,10.8,2.2
