"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","C13_POP15P_CS7_tx","P13_ACT1564_tx","P13_CHOM1564_tx","P13_ETUD1564_tx","P13_ACT1524_tx","P13_CHOM1524_tx","P13_SAL15P_CDD_tx","P13_SAL15P_INTERIM_tx"
"751145516","75114","75","Paris 14e Arrondissement","Petit Montrouge 16","751301","7511455","H","00","1",22.6,76.2,7.6,14.9,40.3,8,13.2,0.3
"751145605","75114","75","Paris 14e Arrondissement","Plaisance 5","751391","7511456","H","00","1",25.6,77.8,9.7,9.6,36.7,29.4,8,0.4
"751145602","75114","75","Paris 14e Arrondissement","Plaisance 2","751401","7511456","H","00","1",21.9,80.3,14.6,8.6,45.3,21.8,15.9,0.4
"751145308","75114","75","Paris 14e Arrondissement","Montparnasse 8","751231","7511453","H","00","2",20.2,79.1,9.3,13.2,29.3,30.2,7.8,0
"751145604","75114","75","Paris 14e Arrondissement","Plaisance 4","751391","7511456","H","00","1",22.7,73.7,21.6,10.1,33.8,46.1,9.5,0.5
"751145609","75114","75","Paris 14e Arrondissement","Plaisance 9","751371","7511456","H","00","1",26.2,73.8,17.4,8.9,43,39.1,11,0.9
"751145305","75114","75","Paris 14e Arrondissement","Montparnasse 5","751251","7511453","H","00","2",25.2,75.9,11,15.4,27.5,16.7,8.3,0
"751145603","75114","75","Paris 14e Arrondissement","Plaisance 3","751401","7511456","H","00","1",21.5,69.9,24.2,11.2,40.4,36.3,12,1.3
"751145611","75114","75","Paris 14e Arrondissement","Plaisance 11","751371","7511456","H","00","1",20.1,75.5,14.5,13.2,41.4,10.8,13.4,0.8
"751145612","75114","75","Paris 14e Arrondissement","Plaisance 12","751371","7511456","H","00","1",16.2,82.3,7.5,13.9,33.3,8.9,14.5,0.9
"751145613","75114","75","Paris 14e Arrondissement","Plaisance 13","751281","7511456","H","00","1",16.1,78,11.9,13.9,47.6,16.5,12.6,0.9
"751145610","75114","75","Paris 14e Arrondissement","Plaisance 10","751371","7511456","H","00","1",27.8,77,12.5,10.8,44.3,20.6,10.6,1
"751145615","75114","75","Paris 14e Arrondissement","Plaisance 15","751281","7511456","H","00","1",20,83.4,11.6,8.6,48.6,22.1,10.8,0.3
"751145616","75114","75","Paris 14e Arrondissement","Plaisance 16","751281","7511456","H","00","2",19.8,79.5,12.3,10.1,41.2,23.9,10.2,2.1
"751145617","75114","75","Paris 14e Arrondissement","Plaisance 17","751261","7511456","H","00","1",27.3,69.5,18.1,10.1,28.9,29.5,6.9,4.6
"751145614","75114","75","Paris 14e Arrondissement","Plaisance 14","751271","7511456","H","00","1",14.7,79.3,13.3,12.1,48,15.4,17.5,1.4
"751145623","75114","75","Paris 14e Arrondissement","Plaisance 23","751271","7511456","H","00","2",12.2,78.3,12,13,43,24.5,11.4,1.7
"751145501","75114","75","Paris 14e Arrondissement","Petit Montrouge 1","751341","7511455","H","00","2",26.8,73.3,13.8,18.1,23.1,26.7,10.9,3.2
"751145502","75114","75","Paris 14e Arrondissement","Petit Montrouge 2","751341","7511455","H","00","2",23.9,77.2,8.7,10.4,33,13,9.2,0.4
"751145511","75114","75","Paris 14e Arrondissement","Petit Montrouge 11","751311","7511455","H","00","1",13.3,77.8,11,13.8,32.4,18.3,12.2,0.8
"751145504","75114","75","Paris 14e Arrondissement","Petit Montrouge 4","751341","7511455","H","00","2",22.5,77.8,8.6,13.8,37.3,21.2,12.5,0.1
"751145505","75114","75","Paris 14e Arrondissement","Petit Montrouge 5","751361","7511455","H","00","2",21.1,73.5,13.9,14.5,33.8,26.9,15.1,1.2
"751145506","75114","75","Paris 14e Arrondissement","Petit Montrouge 6","751361","7511455","H","00","2",23.8,82.9,10.6,10.2,26.5,20,11.9,0
"751145503","75114","75","Paris 14e Arrondissement","Petit Montrouge 3","751341","7511455","H","00","2",22.6,71.4,16.9,17.4,23.8,26.5,14.1,1.4
"751145515","75114","75","Paris 14e Arrondissement","Petit Montrouge 15","751311","7511455","H","00","1",22.9,76.6,7.5,16.4,41.3,17.1,13.1,0
"751145512","75114","75","Paris 14e Arrondissement","Petit Montrouge 12","751301","7511455","H","00","1",36.5,78.6,8,11.5,39.4,11.6,12.2,1.5
"751145513","75114","75","Paris 14e Arrondissement","Petit Montrouge 13","751361","7511455","H","00","2",21.4,79.5,8.2,12.6,38.1,16.9,10.7,0.6
"751145507","75114","75","Paris 14e Arrondissement","Petit Montrouge 7","751351","7511455","H","00","1",24,77.8,10,13.1,26.6,15.8,11.6,0.5
"751145624","75114","75","Paris 14e Arrondissement","Plaisance 24","751261","7511456","H","00","1",25.4,73.6,7.6,15.9,23.8,18.3,11.7,0.1
"751145625","75114","75","Paris 14e Arrondissement","Plaisance 25","751391","7511456","A","00","3",3.1,47.4,14.5,8.4,26.3,6.7,11.3,0
"751145514","75114","75","Paris 14e Arrondissement","Petit Montrouge 14","751301","7511455","H","00","2",18.5,81.4,10.3,10.7,49.1,8.2,14.4,1.9
"751156006","75115","75","Paris 15e Arrondissement","Javel 6","751641","7511560","H","00","1",20.4,82.5,10.5,11,43.9,22.6,9.1,2.5
"751155711","75115","75","Paris 15e Arrondissement","Saint-Lambert 11","751651","7511557","H","00","2",19.9,77.2,6.6,16.2,45.9,10.7,10.2,1.2
"751156007","75115","75","Paris 15e Arrondissement","Javel 7","751631","7511560","H","00","1",26.6,75.4,11.3,14.8,28.7,27.8,9.1,0.4
"751155710","75115","75","Paris 15e Arrondissement","Saint-Lambert 10","751701","7511557","H","00","1",23.4,75.6,10.2,12,32.4,18.2,8.2,0.5
"751155816","75115","75","Paris 15e Arrondissement","Necker 16","751501","7511558","H","00","2",17.7,75.6,10.2,15.9,41.2,21,12.2,0.1
"751155807","75115","75","Paris 15e Arrondissement","Necker 7","751491","7511558","H","00","1",17.7,83.6,10.3,9.7,45.2,12.3,10.2,1.1
"751156005","75115","75","Paris 15e Arrondissement","Javel 5","751591","7511560","H","00","1",21,77.3,11.1,12.3,45.2,26.9,14.2,1.3
"751155806","75115","75","Paris 15e Arrondissement","Necker 6","751491","7511558","H","00","1",18.7,79.7,7.6,12.3,41.8,11.6,14.1,1
"751156003","75115","75","Paris 15e Arrondissement","Javel 3","751631","7511560","H","00","1",18.2,80.6,7.3,13.2,46,5.6,13.8,0.3
"751156004","75115","75","Paris 15e Arrondissement","Javel 4","751641","7511560","H","00","1",21.3,80.2,8.3,12,42.6,17.8,9.9,0.9
"751155817","75115","75","Paris 15e Arrondissement","Necker 17","751501","7511558","H","00","1",17.7,78.4,12,14.7,39.6,27,13.1,0.6
"751155805","75115","75","Paris 15e Arrondissement","Necker 5","751521","7511558","H","00","1",23.7,76.6,3.6,13.8,36.5,7.4,7.3,1.1
"751156018","75115","75","Paris 15e Arrondissement","Javel 18","751581","7511560","H","00","1",20.8,78,10.1,13.3,34.2,14.7,9.3,0.8
"751155709","75115","75","Paris 15e Arrondissement","Saint-Lambert 9","751711","7511557","H","00","1",16.4,81.3,9.1,12.3,39.1,9.9,11.3,1.1
"751155815","75115","75","Paris 15e Arrondissement","Necker 15","751501","7511558","H","00","1",16.8,78.7,8.7,14,39,9.9,5.9,0.5
"751155717","75115","75","Paris 15e Arrondissement","Saint-Lambert 17","751671","7511557","H","00","2",22.9,79.1,10.4,11.5,28.8,11.5,8.3,0.4
"751155718","75115","75","Paris 15e Arrondissement","Saint-Lambert 18","751671","7511557","H","00","1",15.7,78.2,8.1,13.3,34,3.6,8.3,1.5
"751155808","75115","75","Paris 15e Arrondissement","Necker 8","751481","7511558","H","00","1",19.2,78.5,8.1,13.5,35.9,9.6,7.8,0
"751155716","75115","75","Paris 15e Arrondissement","Saint-Lambert 16","751671","7511557","H","00","1",20.3,84.3,8.2,8.3,46.1,10.3,7.5,1.1
"751155721","75115","75","Paris 15e Arrondissement","Saint-Lambert 21","751531","7511557","H","00","2",35.9,79.1,8.4,10.2,46.3,3.7,8.6,2.9
"751156017","75115","75","Paris 15e Arrondissement","Javel 17","751591","7511560","H","00","1",19.4,79.2,9.3,13.3,42.3,11.6,9.6,0.4
"751155719","75115","75","Paris 15e Arrondissement","Saint-Lambert 19","751681","7511557","H","00","1",16.2,78.6,11.1,12.9,42.4,21.2,9.3,0.6
"751155720","75115","75","Paris 15e Arrondissement","Saint-Lambert 20","751681","7511557","H","00","1",19.3,72.9,11.5,17,31.5,19.4,10.5,0.5
"751155915","75115","75","Paris 15e Arrondissement","Grenelle 15","751421","7511559","H","00","1",19.2,79.9,11,13.2,38.2,10.2,8.8,0.8
"751155916","75115","75","Paris 15e Arrondissement","Grenelle 16","751421","7511559","H","00","2",9.5,79.2,6.7,13.5,23.4,15.4,8.6,0.5
"751155913","75115","75","Paris 15e Arrondissement","Grenelle 13","751461","7511559","H","00","1",22.8,77.1,6.3,14,25.8,12.5,8.1,0
"751155914","75115","75","Paris 15e Arrondissement","Grenelle 14","751421","7511559","H","00","2",22.1,77.1,9.9,13,28.1,17.9,10,0.4
"751155919","75115","75","Paris 15e Arrondissement","Grenelle 19","751411","7511559","H","00","1",23.7,79.7,9,10.1,40.8,10.4,10.9,0.6
"751155920","75115","75","Paris 15e Arrondissement","Grenelle 20","751441","7511559","A","00","3",8.6,74.2,11,13.9,19,0,8,0.7
"751155999","75115","75","Paris 15e Arrondissement","Seine et Berges","751431","7511559","D","00","3",0,0,0,0,0,0,0,0
"751156001","75115","75","Paris 15e Arrondissement","Javel 1","751621","7511560","H","00","1",17.8,72.3,12.6,13.3,37.8,16,8.9,0.7
"751156002","75115","75","Paris 15e Arrondissement","Javel 2","751631","7511560","H","00","1",26.7,82.2,6.8,9.6,38.2,4.3,7.3,0
"751155803","75115","75","Paris 15e Arrondissement","Necker 3","751511","7511558","H","00","2",18.1,77.9,6.1,11.1,44,13.9,9.8,0.5
"751155804","75115","75","Paris 15e Arrondissement","Necker 4","751521","7511558","H","00","1",24.2,80.2,8.3,14.1,31,7.8,8.1,0.3
"751155708","75115","75","Paris 15e Arrondissement","Saint-Lambert 8","751701","7511557","H","00","2",19.1,77,10.6,15.2,29.6,27.1,11.9,1.2
"751155911","75115","75","Paris 15e Arrondissement","Grenelle 11","751451","7511559","H","00","1",15.7,81.4,8.8,11.7,48.9,7.7,10,0.9
"751155818","75115","75","Paris 15e Arrondissement","Necker 18","751511","7511558","A","00","3",11.8,79,10.4,16.6,37.6,14.9,12.5,0.9
"751155712","75115","75","Paris 15e Arrondissement","Saint-Lambert 12","751651","7511557","H","00","2",20.1,77.1,6.2,13.4,37.8,3.8,7.7,0.1
"751155917","75115","75","Paris 15e Arrondissement","Grenelle 17","751411","7511559","H","00","2",21,77.4,9.6,13.4,37.7,15.2,11.8,0
"751155918","75115","75","Paris 15e Arrondissement","Grenelle 18","751411","7511559","H","00","1",21.5,71.3,8.2,15.6,21.5,20.4,11.3,0.8
"751155809","75115","75","Paris 15e Arrondissement","Necker 9","751481","7511558","H","00","1",29.2,74.6,7.7,13.3,31.9,10.7,10.6,0.1
"751155810","75115","75","Paris 15e Arrondissement","Necker 10","751481","7511558","H","00","1",23.6,76,11.7,11.2,38.5,23.2,8.6,0.6
"751155811","75115","75","Paris 15e Arrondissement","Necker 11","751471","7511558","H","00","1",15.5,83,10.6,11.8,42.6,32.8,8.5,0.3
"751155812","75115","75","Paris 15e Arrondissement","Necker 12","751471","7511558","H","00","2",20,74.5,7.8,18.7,30.2,10.2,10.6,0.5
"751155813","75115","75","Paris 15e Arrondissement","Necker 13","751471","7511558","H","00","2",21.9,71.4,7,19.1,27.9,11.7,8.7,0.8
"751155814","75115","75","Paris 15e Arrondissement","Necker 14","751491","7511558","H","00","1",19.6,76,9.3,13.1,32,17,10.4,2.2
"751156016","75115","75","Paris 15e Arrondissement","Javel 16","751591","7511560","H","00","1",20.1,79.6,7.7,13.2,39,11.6,9.9,0.7
"751155910","75115","75","Paris 15e Arrondissement","Grenelle 10","751451","7511559","H","00","1",14,80.7,8.8,12.8,42.9,18.7,13.8,0.5
"751155714","75115","75","Paris 15e Arrondissement","Saint-Lambert 14","751661","7511557","H","00","1",19.1,78.6,10.9,13,45.1,15.7,9.8,1.4
"751155912","75115","75","Paris 15e Arrondissement","Grenelle 12","751461","7511559","H","00","1",11.6,79.1,10.4,13.7,37.3,17.1,10.5,0.6
"751155724","75115","75","Paris 15e Arrondissement","Saint-Lambert 24","751551","7511557","H","00","1",16.5,76.7,8.3,16.2,32.2,19.5,9,1.1
"751155713","75115","75","Paris 15e Arrondissement","Saint-Lambert 13","751651","7511557","H","00","2",16.8,74.9,7.4,15.8,31.5,20.9,8.3,1.2
"751155906","75115","75","Paris 15e Arrondissement","Grenelle 6","751441","7511559","H","00","1",19,76.6,6.3,13.5,21,10.5,7,0.3
"751155715","75115","75","Paris 15e Arrondissement","Saint-Lambert 15","751661","7511557","H","00","1",20.1,81.1,7.2,8.8,46.2,11.2,9.8,1.2
"751155904","75115","75","Paris 15e Arrondissement","Grenelle 4","751571","7511559","H","00","1",14.6,79.1,8.3,13.2,31.4,6.6,8,1.4
"751155905","75115","75","Paris 15e Arrondissement","Grenelle 5","751451","7511559","H","00","1",19.4,80.5,8.6,9.9,35.3,27.8,9.1,0.6
"751155707","75115","75","Paris 15e Arrondissement","Saint-Lambert 7","751711","7511557","H","00","1",21.6,77.7,12.3,15.4,44.2,20.1,9.8,0.8
"751155907","75115","75","Paris 15e Arrondissement","Grenelle 7","751431","7511559","H","00","1",19.8,74.4,7.6,15.4,37.1,10.7,10.7,0.4
"751155908","75115","75","Paris 15e Arrondissement","Grenelle 8","751431","7511559","H","00","1",23,66.5,8.4,15.1,22.5,15.4,8.3,0.7
"751155909","75115","75","Paris 15e Arrondissement","Grenelle 9","751441","7511559","H","00","1",18.3,78.7,11.1,13.7,42.3,15.1,7.3,0.3
"751155728","75115","75","Paris 15e Arrondissement","Saint-Lambert 28","751561","7511557","H","00","2",15.7,80.3,8.9,9.8,43.6,0,7.1,0.4
"751155729","75115","75","Paris 15e Arrondissement","Saint-Lambert 29","751551","7511557","H","00","1",17.2,76.3,9.1,15.7,31.1,5.9,10.7,0.7
"751155722","75115","75","Paris 15e Arrondissement","Saint-Lambert 22","751541","7511557","H","00","1",21,80.6,9.6,10.3,49.8,5,9.9,0.9
"751155723","75115","75","Paris 15e Arrondissement","Saint-Lambert 23","751541","7511557","H","00","1",19.7,81.9,6.1,10.8,46,11,9.5,0.7
"751155732","75115","75","Paris 15e Arrondissement","Saint-Lambert 32","751701","7511557","A","00","3",0,0,0,0,0,0,0,0
"751155733","75115","75","Paris 15e Arrondissement","Saint-Lambert 33","751541","7511557","A","00","3",0,0,0,0,0,0,0,0
"751155730","75115","75","Paris 15e Arrondissement","Saint-Lambert 30","751531","7511557","H","00","2",24.6,78,10.1,13.8,30.1,23.9,8.7,0.5
"751155731","75115","75","Paris 15e Arrondissement","Saint-Lambert 31","751531","7511557","H","00","1",26.4,76,11.5,11.8,34.6,13.9,7.6,0.7
"751156015","75115","75","Paris 15e Arrondissement","Javel 15","751601","7511560","H","00","1",23.2,71.5,13.6,12.6,39.9,12.6,9.7,1.4
"751155706","75115","75","Paris 15e Arrondissement","Saint-Lambert 6","751711","7511557","H","00","1",16.1,78.1,8.5,14.5,34.4,7,12.9,0.9
"751155801","75115","75","Paris 15e Arrondissement","Necker 1","751511","7511558","H","00","1",11.8,73.8,13.1,13.4,38,30,12.9,0.7
"751155802","75115","75","Paris 15e Arrondissement","Necker 2","751521","7511558","H","00","1",22.2,76.1,13.7,11.3,34.2,33.3,11.8,1.8
"751156009","75115","75","Paris 15e Arrondissement","Javel 9","751621","7511560","H","00","2",19.8,71.2,7.5,16.1,26.5,11.3,7.7,0
"751155819","75115","75","Paris 15e Arrondissement","Necker 19","751501","7511558","A","00","3",0,0,0,0,0,0,0,0
"751155901","75115","75","Paris 15e Arrondissement","Grenelle 1","751571","7511559","H","00","2",11.3,83.4,11.4,10.9,51.1,16,11.9,0.6
"751156008","75115","75","Paris 15e Arrondissement","Javel 8","751621","7511560","H","00","2",12.5,77.4,14.4,11.2,39.4,58.4,8.8,0.4
"751156014","75115","75","Paris 15e Arrondissement","Javel 14","751601","7511560","H","00","1",25.1,74.7,12.2,10.7,32.1,28.6,7.2,0.6
"751156010","75115","75","Paris 15e Arrondissement","Javel 10","751611","7511560","H","00","1",8.4,73.1,12.2,18,30.5,23.5,7.2,0.5
"751156012","75115","75","Paris 15e Arrondissement","Javel 12","751611","7511560","H","00","1",19.7,79.2,7.7,12.4,39.2,10.6,8,1.1
"751156013","75115","75","Paris 15e Arrondissement","Javel 13","751601","7511560","H","00","2",18.2,78.6,9.7,11.7,42,20,9.4,1
"751155902","75115","75","Paris 15e Arrondissement","Grenelle 2","751461","7511559","H","00","2",23.2,81.5,7,7.9,42.9,14.6,9.1,0
"751155705","75115","75","Paris 15e Arrondissement","Saint-Lambert 5","751661","7511557","H","00","1",20,77.8,11.8,13.8,39.9,20,11.6,1.9
"751156099","75115","75","Paris 15e Arrondissement","Seine et Berges","751611","7511560","D","00","3",0,37.5,0,6.2,0,0,0,0
"751155725","75115","75","Paris 15e Arrondissement","Saint-Lambert 25","751551","7511557","H","00","1",25.5,76.1,8.7,12.8,40.6,11.6,11.6,0.5
"751156022","75115","75","Paris 15e Arrondissement","Javel 22","751641","7511560","A","00","3",6.6,77,20.7,15.9,39.3,54.5,5.7,0
"751155903","75115","75","Paris 15e Arrondissement","Grenelle 3","751571","7511559","H","00","2",20.5,77,8,14.2,36.6,11.5,9.9,0.2
"751155727","75115","75","Paris 15e Arrondissement","Saint-Lambert 27","751561","7511557","H","00","1",25.1,81,8,7.4,42.2,4,7,0.7
"751156023","75115","75","Paris 15e Arrondissement","Jardin Citroen Cevennes","751621","7511560","D","00","3",14.8,76.5,11.5,8.8,46.2,50,10.3,0
"751155702","75115","75","Paris 15e Arrondissement","Saint-Lambert 2","751681","7511557","H","00","2",21.1,77.4,10,10.4,41.7,22.1,8.4,0.7
"751155704","75115","75","Paris 15e Arrondissement","Saint-Lambert 4","751691","7511557","H","00","1",27.3,72.7,17.8,14,36.7,26.2,10.9,2.1
"751156021","75115","75","Paris 15e Arrondissement","Javel 21","751621","7511560","A","00","3",3.9,75.7,7.7,16.5,17.9,28.6,5,0
"751155701","75115","75","Paris 15e Arrondissement","Saint-Lambert 1","751691","7511557","H","00","1",28.2,77.2,16.4,7.8,38.5,30.7,12.1,0.7
"751155726","75115","75","Paris 15e Arrondissement","Saint-Lambert 26","751561","7511557","H","00","2",18.4,73.6,11,18.3,32.6,12.4,9.9,0.5
"751156020","75115","75","Paris 15e Arrondissement","Javel 20","751581","7511560","H","00","1",19.6,76.2,7.2,13.5,33.1,10.3,10.6,0.4
"751155703","75115","75","Paris 15e Arrondissement","Saint-Lambert 3","751691","7511557","H","00","1",12.7,80.9,8.5,10.1,43.9,9.3,6.9,0.7
"751156019","75115","75","Paris 15e Arrondissement","Javel 19","751581","7511560","H","00","1",17.7,82.9,7.2,10,42.7,11.3,9.8,1
"751166120","75116","75","Paris 16e Arrondissement","Auteuil 20","751901","7511661","H","00","1",25.9,70.5,10.7,17.7,20.8,14,7.5,0
"751166301","75116","75","Paris 16e Arrondissement","Porte Dauphine 1","751741","7511663","H","00","2",22.1,70.3,10,18.4,16.9,20,5.2,0
"751166302","75116","75","Paris 16e Arrondissement","Porte Dauphine 2","751741","7511663","H","00","1",21,67.4,8.9,21.7,20.1,6.5,8.7,0.8
"751166222","75116","75","Paris 16e Arrondissement","Muette 22","751851","7511662","A","00","3",0,0,0,0,0,0,0,0
"751166202","75116","75","Paris 16e Arrondissement","Muette 2","751851","7511662","H","00","1",24.1,69.5,7.6,19.6,16.2,12.1,12.1,0
"751166223","75116","75","Paris 16e Arrondissement","Muette 23","751821","7511662","A","00","3",36.8,72.2,23.1,19.4,0,0,0,0
"751166119","75116","75","Paris 16e Arrondissement","Auteuil 19","751901","7511661","H","00","1",20.2,73.5,10.7,12.9,31.1,21.4,6.6,1.1
"751166118","75116","75","Paris 16e Arrondissement","Auteuil 18","751901","7511661","H","00","1",18,68.8,7.9,19.7,20.3,12.5,6,0.9
"751166106","75116","75","Paris 16e Arrondissement","Auteuil 6","751951","7511661","H","00","1",21.1,73.8,9.3,18.2,26.9,9.2,6.7,0.7
"751166203","75116","75","Paris 16e Arrondissement","Muette 3","751851","7511662","H","00","1",23,72.4,10.7,16.4,21.3,12.5,3.9,0.6
"751166299","75116","75","Paris 16e Arrondissement","Seine et Berges","751771","7511662","D","00","3",0,0,0,0,0,0,0,0
"751166109","75116","75","Paris 16e Arrondissement","Auteuil 9","751961","7511661","H","00","1",21.2,70.1,6.2,16.4,24.9,5.3,8.4,0
"751166303","75116","75","Paris 16e Arrondissement","Porte Dauphine 3","751731","7511663","H","00","2",24.3,65.1,7.3,20.9,18.6,7.5,10,1.2
"751166277","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751831","7511662","D","00","3",0,82.5,30.3,17.5,50,100,0,0
"751166117","75116","75","Paris 16e Arrondissement","Auteuil 17","751921","7511661","H","00","1",26.2,73.3,8.1,16,26,13.8,8.2,0
"751166104","75116","75","Paris 16e Arrondissement","Auteuil 4","751941","7511661","H","00","1",24.7,72.5,14.8,13.6,32.5,30,7.8,0.1
"751166105","75116","75","Paris 16e Arrondissement","Auteuil 5","751951","7511661","H","00","1",26,72.4,10.6,16.1,27.3,29.7,7.4,0.1
"751166377","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751721","7511663","D","00","3",22.9,81.2,15.9,15.8,30.4,0,5.2,0
"751166401","75116","75","Paris 16e Arrondissement","Chaillot 1","751781","7511664","H","00","3",17.4,72.3,10.4,16.5,24.9,6.2,11.6,1.5
"751166177","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751891","7511661","D","00","3",6.9,76.4,9.5,23.6,23.5,100,0,0
"751166108","75116","75","Paris 16e Arrondissement","Auteuil 8","751961","7511661","H","00","2",28.3,83.2,11.1,7.5,32.6,7.1,8.4,0.4
"751166221","75116","75","Paris 16e Arrondissement","Muette 21","751791","7511662","H","00","3",18.2,68,10.4,22.8,24.5,10.1,11.8,0
"751166199","75116","75","Paris 16e Arrondissement","Seine et Berges","751931","7511661","D","00","3",0,0,0,0,0,0,0,0
"751166304","75116","75","Paris 16e Arrondissement","Porte Dauphine 4","751721","7511663","H","00","2",20.5,70.2,8.8,15.9,31.6,21.3,8.1,0.6
"751166215","75116","75","Paris 16e Arrondissement","Muette 15","751801","7511662","H","00","2",21.5,75.2,10.1,16.5,34.6,27.4,13.8,0
"751166121","75116","75","Paris 16e Arrondissement","Auteuil 21","751891","7511661","H","00","1",30.4,72.2,9.3,11.7,29,15.6,7.6,0.6
"751166122","75116","75","Paris 16e Arrondissement","Auteuil 22","751881","7511661","H","00","1",26.6,59.3,9.1,31,13.7,17.9,10.8,0.3
"751166103","75116","75","Paris 16e Arrondissement","Auteuil 3","751941","7511661","H","00","2",20.1,83.9,9,9.2,54.5,10.5,8,0.7
"751166219","75116","75","Paris 16e Arrondissement","Muette 19","751811","7511662","H","00","1",19.2,70.2,9.4,16.7,31.2,13.6,9.7,0.6
"751166220","75116","75","Paris 16e Arrondissement","Muette 20","751801","7511662","H","00","2",18.5,70.7,11.3,19.4,29,19.9,9.7,1.2
"751166201","75116","75","Paris 16e Arrondissement","Muette 1","751841","7511662","H","00","2",23.6,72.5,8.6,16.3,19.8,7.7,9,0
"751166209","75116","75","Paris 16e Arrondissement","Muette 9","751821","7511662","H","00","3",22.5,70.3,9.3,14.3,25.4,27.9,7.3,0
"751166107","75116","75","Paris 16e Arrondissement","Auteuil 7","751951","7511661","H","00","2",20,74.9,9.3,15.5,30.5,14.3,8.6,0.1
"751166499","75116","75","Paris 16e Arrondissement","Seine et Berges","751781","7511664","D","00","3",0,0,0,0,0,0,0,0
"751166402","75116","75","Paris 16e Arrondissement","Chaillot 2","751781","7511664","H","00","3",21.9,73.2,9.4,14.5,29.6,10.6,9.4,0.1
"751166403","75116","75","Paris 16e Arrondissement","Chaillot 3","751781","7511664","H","00","3",18.4,71.5,9.7,15.2,34.2,9.9,8.2,0.4
"751166404","75116","75","Paris 16e Arrondissement","Chaillot 4","751771","7511664","H","00","2",18.4,76.1,10.7,13.3,28.4,11,4.9,1.6
"751166405","75116","75","Paris 16e Arrondissement","Chaillot 5","751771","7511664","H","00","2",15.7,74,8.5,15.8,25.5,18.1,10.1,0.1
"751166216","75116","75","Paris 16e Arrondissement","Muette 16","751801","7511662","H","00","1",23.4,73.4,8.9,14,18,21.6,6.8,0
"751166217","75116","75","Paris 16e Arrondissement","Muette 17","751811","7511662","H","00","2",20.2,65.5,7.3,20.5,18.6,36.1,4.9,0
"751166218","75116","75","Paris 16e Arrondissement","Muette 18","751811","7511662","H","00","2",20,68.3,9.9,19.7,32.3,19.3,6.5,1.1
"751166206","75116","75","Paris 16e Arrondissement","Muette 6","751831","7511662","H","00","1",26.8,65.6,8.4,18.3,19.9,20.9,12.7,1.3
"751166207","75116","75","Paris 16e Arrondissement","Muette 7","751831","7511662","H","00","2",23.4,69.7,8.3,13.5,30,5.6,13.9,0
"751166208","75116","75","Paris 16e Arrondissement","Muette 8","751821","7511662","H","00","3",19.8,67.9,4.7,18.7,20.7,16.4,12.6,2
"751166310","75116","75","Paris 16e Arrondissement","Porte Dauphine 10","751751","7511663","H","00","2",21.5,69.8,11.7,17.9,21.2,13.5,5.6,1.2
"751166311","75116","75","Paris 16e Arrondissement","Porte Dauphine 11","751751","7511663","H","00","1",22,72.8,12.7,12.6,39,18.3,6.5,1.2
"751166131","75116","75","Paris 16e Arrondissement","Auteuil 31","751961","7511661","A","00","3",11.1,82.1,0,17.9,81.5,0,10.7,0
"751166210","75116","75","Paris 16e Arrondissement","Muette 10","751821","7511662","H","00","3",14.8,71.4,9.1,17.9,30.5,27.3,8.3,0.5
"751166211","75116","75","Paris 16e Arrondissement","Muette 11","751841","7511662","H","00","1",27.3,74.6,10.9,14.2,29.7,16.5,8.7,1.2
"751166212","75116","75","Paris 16e Arrondissement","Muette 12","751841","7511662","H","00","2",22.3,76.8,14.2,12.6,47.3,27.5,5.8,1.4
"751166110","75116","75","Paris 16e Arrondissement","Auteuil 10","751891","7511661","H","00","1",24.4,78.2,10.4,10.4,18.7,23.7,8.6,1.2
"751166111","75116","75","Paris 16e Arrondissement","Auteuil 11","751911","7511661","H","00","1",22.3,74.5,11.3,15.1,29.4,33.3,5.9,0.5
"751166112","75116","75","Paris 16e Arrondissement","Auteuil 12","751911","7511661","H","00","1",23.8,65.4,12.2,18.7,24.3,17.1,5.5,0.2
"751166113","75116","75","Paris 16e Arrondissement","Auteuil 13","751911","7511661","H","00","2",20.9,68.1,7.5,21.9,22.2,1.4,5.1,0.7
"751166114","75116","75","Paris 16e Arrondissement","Auteuil 14","751921","7511661","H","00","1",15.7,79.5,12.5,13,46.7,18.3,9.7,0.4
"751166115","75116","75","Paris 16e Arrondissement","Auteuil 15","751931","7511661","H","00","1",26.7,76.7,9.5,13.6,33,21.8,10.2,0.4
"751166116","75116","75","Paris 16e Arrondissement","Auteuil 16","751921","7511661","H","00","2",17.9,76.9,9,15.8,32.7,25.4,10.2,0.5
"751166412","75116","75","Paris 16e Arrondissement","Chaillot 12","751761","7511664","A","00","3",22.5,74,9.3,9.3,32.5,0,4.4,0
"751166413","75116","75","Paris 16e Arrondissement","Chaillot 13","751761","7511664","A","00","3",24.4,87.3,10.4,1.8,88.9,50,14.7,0
"751166123","75116","75","Paris 16e Arrondissement","Auteuil 23","751881","7511661","H","00","2",24.9,73,11.7,15.9,31.9,20.6,11.2,0
