"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","P13_POP0024_tx","P13_POP1824_tx","P13_POP65P_tx","P13_POP75P_tx"
"751176511","75117","75","Paris 17e Arrondissement","Ternes 11","752151","7511765","H","00","2",25.3,12,18.3,8.6
"751176716","75117","75","Paris 17e Arrondissement","Batignolles 16","752011","7511767","H","00","2",29.7,9.9,14.1,6.6
"751176706","75117","75","Paris 17e Arrondissement","Batignolles 6","752041","7511767","H","00","1",25.3,9.8,13.5,6.1
"751176707","75117","75","Paris 17e Arrondissement","Batignolles 7","752051","7511767","H","00","2",29.7,11.7,10.7,5.9
"751176715","75117","75","Paris 17e Arrondissement","Batignolles 15","752011","7511767","H","00","1",29.4,11,10.1,5.9
"751176605","75117","75","Paris 17e Arrondissement","Plaine Monceau 5","752161","7511766","H","00","2",30.3,13.2,16.3,7.2
"751176810","75117","75","Paris 17e Arrondissement","Epinettes 10","751991","7511768","H","00","1",22.4,6.5,18.1,10.3
"751176714","75117","75","Paris 17e Arrondissement","Batignolles 14","752011","7511767","H","00","1",37.7,10.7,10.7,4.8
"751176803","75117","75","Paris 17e Arrondissement","Epinettes 3","752031","7511768","H","00","1",22.6,8.8,10.4,4.8
"751176609","75117","75","Paris 17e Arrondissement","Plaine Monceau 9","752081","7511766","H","00","1",30.2,10.6,20.8,12.5
"751176801","75117","75","Paris 17e Arrondissement","Epinettes 1","752031","7511768","H","00","1",25.1,10.5,10,3.7
"751176802","75117","75","Paris 17e Arrondissement","Epinettes 2","752031","7511768","H","00","1",26,7.8,11.8,4.8
"751176604","75117","75","Paris 17e Arrondissement","Plaine Monceau 4","752161","7511766","H","00","2",26.5,9.7,21.4,13.6
"751176713","75117","75","Paris 17e Arrondissement","Batignolles 13","752021","7511767","H","00","1",20.8,5.3,15.5,7.5
"751176606","75117","75","Paris 17e Arrondissement","Plaine Monceau 6","752161","7511766","H","00","2",33.4,12.6,14,6.9
"751176607","75117","75","Paris 17e Arrondissement","Plaine Monceau 7","752101","7511766","H","00","2",31.4,11.2,18.1,9.6
"751176608","75117","75","Paris 17e Arrondissement","Plaine Monceau 8","752101","7511766","H","00","2",34.5,12.9,18.5,10.8
"751176704","75117","75","Paris 17e Arrondissement","Batignolles 4","752041","7511767","H","00","1",27.8,10.5,9.5,3.8
"751176701","75117","75","Paris 17e Arrondissement","Batignolles 1","752051","7511767","H","00","2",26.5,10,9.1,4.3
"751176702","75117","75","Paris 17e Arrondissement","Batignolles 2","752051","7511767","H","00","1",32.7,15.5,10.9,5.6
"751176703","75117","75","Paris 17e Arrondissement","Batignolles 3","752041","7511767","H","00","1",21.5,7.1,16.2,8.7
"751176813","75117","75","Paris 17e Arrondissement","Epinettes 13","752001","7511768","H","00","1",27.2,6.2,14.7,7
"751176705","75117","75","Paris 17e Arrondissement","Batignolles 5","752041","7511767","H","00","2",23.8,6.9,11.5,4
"751176811","75117","75","Paris 17e Arrondissement","Epinettes 11","751991","7511768","H","00","1",23,11.2,12.8,6.8
"751176812","75117","75","Paris 17e Arrondissement","Epinettes 12","752001","7511768","H","00","1",27.1,11.4,8.7,3.8
"751176814","75117","75","Paris 17e Arrondissement","Epinettes 14","751991","7511768","H","00","1",28.3,10.6,14.1,8
"751176815","75117","75","Paris 17e Arrondissement","Epinettes 15","751971","7511768","H","00","2",27.5,11.6,17.1,8.8
"751187004","75118","75","Paris 18e Arrondissement","Clignancourt 4","752381","7511870","H","00","1",21.7,9.7,12.4,3.8
"751186909","75118","75","Paris 18e Arrondissement","Grandes Carrieres 9","752391","7511869","H","00","2",23.9,8.5,20.1,10.7
"751187208","75118","75","Paris 18e Arrondissement","Chapelle 8","752201","7511872","H","00","1",36.5,9.2,10.2,4
"751186904","75118","75","Paris 18e Arrondissement","Grandes Carrieres 4","752401","7511869","H","00","1",30,14.3,9.2,4.4
"751187006","75118","75","Paris 18e Arrondissement","Clignancourt 6","752361","7511870","H","00","1",22.5,10.2,12.3,6.9
"751187019","75118","75","Paris 18e Arrondissement","Clignancourt 19","752251","7511870","H","00","1",24.4,9,11.1,5.1
"751186910","75118","75","Paris 18e Arrondissement","Grandes Carrieres 10","752331","7511869","H","00","1",22,7.5,16.9,9.3
"751186905","75118","75","Paris 18e Arrondissement","Grandes Carrieres 5","752401","7511869","H","00","1",23.3,8.7,9.5,4.1
"751187207","75118","75","Paris 18e Arrondissement","Chapelle 7","752211","7511872","H","00","2",25.7,6.3,8.9,3.5
"751187018","75118","75","Paris 18e Arrondissement","Clignancourt 18","752251","7511870","H","00","1",31.5,11.6,7.9,3.6
"751187209","75118","75","Paris 18e Arrondissement","Chapelle 9","752201","7511872","H","00","1",29.6,8.8,15.4,7.4
"751187007","75118","75","Paris 18e Arrondissement","Clignancourt 7","752371","7511870","H","00","1",26.4,11.4,10,4
"751186911","75118","75","Paris 18e Arrondissement","Grandes Carrieres 11","752331","7511869","H","00","1",20.6,6.6,22.7,11
"751186906","75118","75","Paris 18e Arrondissement","Grandes Carrieres 6","752311","7511869","H","00","1",24.9,12.8,12.1,5.8
"751187005","75118","75","Paris 18e Arrondissement","Clignancourt 5","752371","7511870","H","00","1",23.5,10.7,13.6,7.7
"751186908","75118","75","Paris 18e Arrondissement","Grandes Carrieres 8","752391","7511869","H","00","1",25.8,11.2,13.7,8.2
"751187206","75118","75","Paris 18e Arrondissement","Chapelle 6","752201","7511872","H","00","1",32.5,7.4,10.3,4.2
"751187020","75118","75","Paris 18e Arrondissement","Clignancourt 20","752261","7511870","H","00","1",23.7,6.6,15.4,6.4
"751187017","75118","75","Paris 18e Arrondissement","Clignancourt 17","752251","7511870","H","00","1",31,8.8,6.9,2.5
"751187105","75118","75","Paris 18e Arrondissement","Goutte d'Or 5","752231","7511871","H","00","2",25.4,7.9,11.1,7.5
"751187106","75118","75","Paris 18e Arrondissement","Goutte d'Or 6","752231","7511871","H","00","1",22.3,6.7,6.9,2.3
"751186907","75118","75","Paris 18e Arrondissement","Grandes Carrieres 7","752321","7511869","H","00","2",20.4,8.8,14.8,8.7
"751186918","75118","75","Paris 18e Arrondissement","Grandes Carrieres 18","752281","7511869","H","00","1",22.4,7.3,10.3,5.2
"751187003","75118","75","Paris 18e Arrondissement","Clignancourt 3","752381","7511870","H","00","1",21.9,10,15.5,10.1
"751187205","75118","75","Paris 18e Arrondissement","Chapelle 5","752211","7511872","H","00","1",29.9,9.5,11.2,5.6
"751187104","75118","75","Paris 18e Arrondissement","Goutte d'Or 4","752241","7511871","H","00","1",24.9,7,11.2,4.4
"751187107","75118","75","Paris 18e Arrondissement","Goutte d'Or 7","752231","7511871","H","00","2",28.4,6.8,7,3.2
"751187021","75118","75","Paris 18e Arrondissement","Clignancourt 21","752261","7511870","H","00","1",28.6,11.1,9,3.8
"751186903","75118","75","Paris 18e Arrondissement","Grandes Carrieres 3","752401","7511869","H","00","1",21.7,7.8,18,9.4
"751186916","75118","75","Paris 18e Arrondissement","Grandes Carrieres 16","752311","7511869","H","00","1",25.6,7.4,18.8,10.8
"751186917","75118","75","Paris 18e Arrondissement","Grandes Carrieres 17","752321","7511869","H","00","1",24.6,7.3,16.5,8.9
"751187002","75118","75","Paris 18e Arrondissement","Clignancourt 2","752381","7511870","H","00","1",21.7,8.5,11.2,3.9
"751187016","75118","75","Paris 18e Arrondissement","Clignancourt 16","752361","7511870","H","00","2",23.4,6.1,12.6,5.3
"751187103","75118","75","Paris 18e Arrondissement","Goutte d'Or 3","752241","7511871","H","00","2",34.4,11.5,9.1,3.6
"751187110","75118","75","Paris 18e Arrondissement","Goutte d'Or 10","752191","7511871","H","00","1",36.2,13.7,11,4.7
"751186920","75118","75","Paris 18e Arrondissement","Grandes Carrieres 20","752291","7511869","H","00","1",20.1,6.9,13.1,7
"751187008","75118","75","Paris 18e Arrondissement","Clignancourt 8","752371","7511870","H","00","1",22.7,8.1,20.2,8.2
"751187109","75118","75","Paris 18e Arrondissement","Goutte d'Or 9","752191","7511871","H","00","1",30.6,8.3,7.5,3.5
"751187204","75118","75","Paris 18e Arrondissement","Chapelle 4","752211","7511872","H","00","2",23.8,7.1,10.1,3.2
"751187201","75118","75","Paris 18e Arrondissement","Chapelle 1","752221","7511872","H","00","2",29,10.7,8.4,3.4
"751187202","75118","75","Paris 18e Arrondissement","Chapelle 2","752221","7511872","H","00","1",28.3,11.5,8.5,2.4
"751187203","75118","75","Paris 18e Arrondissement","Chapelle 3","752221","7511872","H","00","2",21,5.7,16.3,7.1
"751186902","75118","75","Paris 18e Arrondissement","Grandes Carrieres 2","752391","7511869","H","00","1",23,9.4,10.7,4.8
"751187001","75118","75","Paris 18e Arrondissement","Clignancourt 1","752361","7511870","H","00","1",28.2,7.2,8.8,3.3
"751187015","75118","75","Paris 18e Arrondissement","Clignancourt 15","752261","7511870","H","00","1",20.3,8.8,11.1,5.4
"751187102","75118","75","Paris 18e Arrondissement","Goutte d'Or 2","752241","7511871","H","00","1",37,13.1,9.5,2.4
"751187108","75118","75","Paris 18e Arrondissement","Goutte d'Or 8","752231","7511871","H","00","2",32.4,7.7,8,2.4
"751187022","75118","75","Paris 18e Arrondissement","Clignancourt 22","752271","7511870","H","00","1",20.4,7.5,11.8,5.9
"751186919","75118","75","Paris 18e Arrondissement","Grandes Carrieres 19","752281","7511869","H","00","1",24.3,9.5,15,7.6
"751186921","75118","75","Paris 18e Arrondissement","Grandes Carrieres 21","752301","7511869","H","00","1",23.3,8.9,14.5,7.7
"751186914","75118","75","Paris 18e Arrondissement","Grandes Carrieres 14","752321","7511869","H","00","1",28.8,10.8,12.4,6.1
"751186915","75118","75","Paris 18e Arrondissement","Grandes Carrieres 15","752311","7511869","H","00","1",24.4,5.7,14.7,7.4
"751186912","75118","75","Paris 18e Arrondissement","Grandes Carrieres 12","752331","7511869","H","00","1",22.6,8.1,15.9,5.9
"751186913","75118","75","Paris 18e Arrondissement","Grandes Carrieres 13","752281","7511869","H","00","1",26.2,8.7,17.4,7.9
"751186901","75118","75","Paris 18e Arrondissement","Grandes Carrieres 1","752391","7511869","H","00","1",28.3,13.1,8.7,3.9
"751186927","75118","75","Paris 18e Arrondissement","Grandes Carrieres 27","752171","7511869","H","00","1",28.9,8.3,17.4,7
"751187027","75118","75","Paris 18e Arrondissement","Clignancourt 27","752181","7511870","H","00","2",39.8,21.6,6.1,2.8
"751187101","75118","75","Paris 18e Arrondissement","Goutte d'Or 1","752191","7511871","H","00","1",26.4,12.3,9.8,4.7
"751186926","75118","75","Paris 18e Arrondissement","Grandes Carrieres 26","752171","7511869","H","00","1",30.3,7.9,19.2,9.4
"751187010","75118","75","Paris 18e Arrondissement","Clignancourt 10","752351","7511870","H","00","1",24.6,9.7,11.4,6.3
"751186924","75118","75","Paris 18e Arrondissement","Grandes Carrieres 24","752291","7511869","H","00","1",26.8,8.6,19.6,9.7
"751186925","75118","75","Paris 18e Arrondissement","Grandes Carrieres 25","752291","7511869","H","00","1",37.3,10.3,14.6,9.3
"751187014","75118","75","Paris 18e Arrondissement","Clignancourt 14","752351","7511870","H","00","1",20.1,11.5,11.1,5
"751186923","75118","75","Paris 18e Arrondissement","Grandes Carrieres 23","752301","7511869","H","00","1",29.2,10.3,16.6,7.6
"751186928","75118","75","Paris 18e Arrondissement","Grandes Carrieres 28","752171","7511869","H","00","1",26.7,7.7,21.3,10.5
"751186929","75118","75","Paris 18e Arrondissement","Grandes Carrieres 29","752171","7511869","A","00","3",19.5,8.8,25.2,10.1
"751187009","75118","75","Paris 18e Arrondissement","Clignancourt 9","752351","7511870","H","00","1",23.2,8.1,15.7,5.8
"751187026","75118","75","Paris 18e Arrondissement","Clignancourt 26","752181","7511870","H","00","2",25.9,10,12.4,6.9
"751187011","75118","75","Paris 18e Arrondissement","Clignancourt 11","752341","7511870","H","00","1",22.9,8.2,14.7,7.4
"751186922","75118","75","Paris 18e Arrondissement","Grandes Carrieres 22","752301","7511869","H","00","1",22.2,9.9,17.7,8.9
"751187013","75118","75","Paris 18e Arrondissement","Clignancourt 13","752341","7511870","H","00","1",19.6,5.8,17.5,7.9
"751187023","75118","75","Paris 18e Arrondissement","Clignancourt 23","752271","7511870","H","00","1",26.5,10.2,13.2,6.1
"751187012","75118","75","Paris 18e Arrondissement","Clignancourt 12","752341","7511870","H","00","1",23.7,8.7,9.8,3.9
"751187025","75118","75","Paris 18e Arrondissement","Clignancourt 25","752181","7511870","H","00","2",28.1,9.5,14.2,5.4
"751187024","75118","75","Paris 18e Arrondissement","Clignancourt 24","752271","7511870","H","00","1",19,7.6,9.1,5.1
"751197303","75119","75","Paris 19e Arrondissement","Villette 3","752441","7511973","H","00","3",33.4,10.3,14.2,6.4
"751197521","75119","75","Paris 19e Arrondissement","Amerique 21","752531","7511975","H","00","1",25.6,10.1,10.1,5
"751197312","75119","75","Paris 19e Arrondissement","Villette 12","752451","7511973","H","00","1",31.5,12.3,13,6.8
"751197522","75119","75","Paris 19e Arrondissement","Amerique 22","752521","7511975","H","00","2",27.5,10.2,14.2,8.3
"751197523","75119","75","Paris 19e Arrondissement","Amerique 23","752521","7511975","H","00","2",37.8,10.2,5.3,2.3
"751197301","75119","75","Paris 19e Arrondissement","Villette 1","752501","7511973","H","00","2",28.7,9.1,9.1,3.9
"751197313","75119","75","Paris 19e Arrondissement","Villette 13","752451","7511973","H","00","2",33.8,8.2,9.3,4.6
"751197314","75119","75","Paris 19e Arrondissement","Villette 14","752461","7511973","H","00","2",29.8,8.8,11.1,5.6
"751197302","75119","75","Paris 19e Arrondissement","Villette 2","752501","7511973","H","00","2",33.3,13.4,10.7,3.6
"751197408","75119","75","Paris 19e Arrondissement","Pont de Flandre 8","752411","7511974","H","00","2",34.2,12.1,12.3,4.3
"751197507","75119","75","Paris 19e Arrondissement","Amerique 7","752601","7511975","H","00","2",24.1,9.9,13,6.1
"751197519","75119","75","Paris 19e Arrondissement","Amerique 19","752541","7511975","H","00","3",41.7,16.3,12.8,9.1
"751197407","75119","75","Paris 19e Arrondissement","Pont de Flandre 7","752421","7511974","H","00","1",33.7,10.9,18.3,7.6
"751197505","75119","75","Paris 19e Arrondissement","Amerique 5","752611","7511975","H","00","1",24.7,7.2,13.9,5.2
"751197506","75119","75","Paris 19e Arrondissement","Amerique 6","752601","7511975","H","00","1",20.9,6.9,12.6,5.6
"751197520","75119","75","Paris 19e Arrondissement","Amerique 20","752531","7511975","H","00","1",33.6,6.7,13.2,6.4
"751197504","75119","75","Paris 19e Arrondissement","Amerique 4","752621","7511975","H","00","1",33.9,9,13.4,7.3
"751197518","75119","75","Paris 19e Arrondissement","Amerique 18","752541","7511975","H","00","2",33.7,7.8,14,6.3
"751197607","75119","75","Paris 19e Arrondissement","Combat 7","752581","7511976","H","00","1",32.7,6.7,12.5,5.7
"751197508","75119","75","Paris 19e Arrondissement","Amerique 8","752601","7511975","H","00","1",26.6,8.4,17.5,9
"751197311","75119","75","Paris 19e Arrondissement","Villette 11","752461","7511973","H","00","1",28.4,10.8,13.5,6.6
"751197402","75119","75","Paris 19e Arrondissement","Pont de Flandre 2","752441","7511974","H","00","3",36.1,11,8.8,3.4
"751197403","75119","75","Paris 19e Arrondissement","Pont de Flandre 3","752431","7511974","H","00","1",28.8,8.2,10.9,4.1
"751197404","75119","75","Paris 19e Arrondissement","Pont de Flandre 4","752431","7511974","H","00","1",33.7,12.1,8.2,4.1
"751197405","75119","75","Paris 19e Arrondissement","Pont de Flandre 5","752431","7511974","H","00","1",26.2,6.1,9.9,4
"751197606","75119","75","Paris 19e Arrondissement","Combat 6","752581","7511976","H","00","1",28.8,11.1,16.6,6.7
"751197406","75119","75","Paris 19e Arrondissement","Pont de Flandre 6","752421","7511974","H","00","1",38.3,10.1,10.3,4
"751197614","75119","75","Paris 19e Arrondissement","Combat 14","752511","7511976","H","00","1",23.7,6.2,19.2,11.7
"751197315","75119","75","Paris 19e Arrondissement","Villette 15","752471","7511973","H","00","1",34,8.7,10.1,4.8
"751197524","75119","75","Paris 19e Arrondissement","Amerique 24","752521","7511975","H","00","1",36.8,19.2,13.9,7.9
"751197613","75119","75","Paris 19e Arrondissement","Combat 13","752561","7511976","H","00","2",27.7,9.2,10.9,5.7
"751197501","75119","75","Paris 19e Arrondissement","Amerique 1","752631","7511975","H","00","1",34.1,13.6,10.7,5.2
"751197615","75119","75","Paris 19e Arrondissement","Combat 15","752511","7511976","H","00","2",26.7,6.5,11.8,6.2
"751197616","75119","75","Paris 19e Arrondissement","Combat 16","752511","7511976","H","00","1",34.5,11.4,18.6,9
"751197617","75119","75","Paris 19e Arrondissement","Buttes Chaumont","752561","7511976","D","00","3",0,0,0,0
"751197517","75119","75","Paris 19e Arrondissement","Amerique 17","752531","7511975","H","00","2",33.9,11.4,12.6,5.9
"751197502","75119","75","Paris 19e Arrondissement","Amerique 2","752631","7511975","H","00","1",27,6.6,18.3,10.1
"751197503","75119","75","Paris 19e Arrondissement","Amerique 3","752621","7511975","H","00","1",27.8,9.8,9.6,4.1
"751197516","75119","75","Paris 19e Arrondissement","Amerique 16","752551","7511975","H","00","1",34.3,10.3,12,3.1
"751197509","75119","75","Paris 19e Arrondissement","Amerique 9","752611","7511975","H","00","1",33.1,8.6,17.3,5.9
"751197304","75119","75","Paris 19e Arrondissement","Villette 4","752451","7511973","H","00","2",25,7.8,12.8,5.3
"751197608","75119","75","Paris 19e Arrondissement","Combat 8","752571","7511976","H","00","2",25.5,9.5,14.9,6.9
"751197609","75119","75","Paris 19e Arrondissement","Combat 9","752561","7511976","H","00","1",26.1,9.7,14.7,8.3
"751197307","75119","75","Paris 19e Arrondissement","Villette 7","752491","7511973","H","00","2",37.5,11.2,6.2,2.2
"751197308","75119","75","Paris 19e Arrondissement","Villette 8","752491","7511973","H","00","1",42.1,12.8,11,4.5
"751197305","75119","75","Paris 19e Arrondissement","Villette 5","752461","7511973","H","00","1",24.1,8,16.7,7.6
"751197306","75119","75","Paris 19e Arrondissement","Villette 6","752481","7511973","H","00","1",34.4,11.3,16.2,8.8
"751197601","75119","75","Paris 19e Arrondissement","Combat 1","752591","7511976","H","00","1",27.4,7.6,13.6,5.9
"751197409","75119","75","Paris 19e Arrondissement","Pont de Flandre 9","752411","7511974","H","00","2",30.4,7.3,19.6,9.7
"751197309","75119","75","Paris 19e Arrondissement","Villette 9","752481","7511973","H","00","1",32,12.1,12.5,4.2
"751197310","75119","75","Paris 19e Arrondissement","Villette 10","752481","7511973","H","00","1",33.4,8.9,16.1,7.7
"751197605","75119","75","Paris 19e Arrondissement","Combat 5","752581","7511976","H","00","1",31.2,9.4,7.9,2.9
"751197602","75119","75","Paris 19e Arrondissement","Combat 2","752591","7511976","H","00","1",29.8,8.2,12.5,6
"751197316","75119","75","Paris 19e Arrondissement","Villette 16","752471","7511973","H","00","1",29.5,7.2,9.5,3.6
"751197525","75119","75","Paris 19e Arrondissement","Amerique 25","752631","7511975","A","00","3",35.4,10.2,20.8,17.6
"751197411","75119","75","Paris 19e Arrondissement","Pont de Flandre 11","752441","7511974","H","00","2",33.5,10.9,12,5.3
"751197412","75119","75","Paris 19e Arrondissement","Pont de Flandre 12","752441","7511974","A","00","3",34.3,11.4,8.3,1.9
"751197603","75119","75","Paris 19e Arrondissement","Combat 3","752591","7511976","H","00","1",24.1,8.2,16.1,8
"751197604","75119","75","Paris 19e Arrondissement","Combat 4","752581","7511976","H","00","2",28.6,9,11.2,5.5
"751197514","75119","75","Paris 19e Arrondissement","Amerique 14","752551","7511975","H","00","1",32.6,10.7,14.4,6.4
"751197515","75119","75","Paris 19e Arrondissement","Amerique 15","752551","7511975","H","00","2",26,7.1,13.1,6
"751197413","75119","75","Paris 19e Arrondissement","Pont de Flandre 13","752411","7511974","A","00","3",28.6,16.7,4.8,0
"751197410","75119","75","Paris 19e Arrondissement","Pont de Flandre 10","752411","7511974","H","00","2",53.1,16.7,3.3,0.8
"751197610","75119","75","Paris 19e Arrondissement","Combat 10","752571","7511976","H","00","2",31.1,9.9,13.5,4.9
"751197510","75119","75","Paris 19e Arrondissement","Amerique 10","752611","7511975","H","00","1",32.5,9.1,12.9,6.3
"751197511","75119","75","Paris 19e Arrondissement","Amerique 11","752621","7511975","H","00","1",26.8,9.1,10.6,5.2
"751197488","75119","75","Paris 19e Arrondissement","Canal St-Denis","752421","7511974","D","00","3",0,0,0,0
"751197513","75119","75","Paris 19e Arrondissement","Amerique 13","752541","7511975","H","00","2",22.1,6,18.8,10.9
"751197401","75119","75","Paris 19e Arrondissement","Pont de Flandre 1","752441","7511974","H","00","2",17.3,3.1,10.6,5.1
"751197611","75119","75","Paris 19e Arrondissement","Combat 11","752571","7511976","H","00","2",29.7,9.9,17.5,8.6
"751197512","75119","75","Paris 19e Arrondissement","Amerique 12","752541","7511975","H","00","2",30.9,9.6,15,6.8
"751197318","75119","75","Paris 19e Arrondissement","Villette 18","752491","7511973","A","00","3",45.4,13.4,7.8,4.2
"751197388","75119","75","Paris 19e Arrondissement","Bassin de la Villette","752501","7511973","D","00","3",0,0,0,0
"751197317","75119","75","Paris 19e Arrondissement","Villette 17","752471","7511973","H","00","1",36.1,14.3,11.2,3.3
"751197612","75119","75","Paris 19e Arrondissement","Combat 12","752561","7511976","H","00","1",25.8,7.5,20.5,10.9
"751207706","75120","75","Paris 20e Arrondissement","Belleville 6","752661","7512077","H","00","1",23.5,7.6,8.9,3.9
"751207805","75120","75","Paris 20e Arrondissement","Saint-Fargeau 5","752721","7512078","H","00","1",23.4,6.3,17.1,9.2
"751207804","75120","75","Paris 20e Arrondissement","Saint-Fargeau 4","752711","7512078","H","00","1",34.7,8.2,15,6.2
"751208012","75120","75","Paris 20e Arrondissement","Charonne 12","752811","7512080","H","00","2",32,13,10.4,7.3
"751207708","75120","75","Paris 20e Arrondissement","Belleville 8","752651","7512077","H","00","2",36.4,11.8,9.5,1.9
"751207707","75120","75","Paris 20e Arrondissement","Belleville 7","752651","7512077","H","00","1",25.1,5.9,24.5,11.7
"751207807","75120","75","Paris 20e Arrondissement","Saint-Fargeau 7","752691","7512078","H","00","2",28.1,12.2,13.5,6.4
"751208011","75120","75","Paris 20e Arrondissement","Charonne 11","752801","7512080","H","00","2",32.2,9.8,16.1,6
"751208002","75120","75","Paris 20e Arrondissement","Charonne 2","752851","7512080","H","00","1",26.9,12.6,14,6.9
"751208001","75120","75","Paris 20e Arrondissement","Charonne 1","752851","7512080","H","00","1",31.6,8.2,19.5,8.5
"751207916","75120","75","Paris 20e Arrondissement","Pere Lachaise 16","752731","7512079","H","00","1",21.7,6.1,16.6,6.5
"751207917","75120","75","Paris 20e Arrondissement","Pere Lachaise 17","752771","7512079","A","00","3",37.5,12.5,50,31.2
"751207709","75120","75","Paris 20e Arrondissement","Belleville 9","752641","7512077","H","00","1",41.5,13.7,7.3,3.3
"751207806","75120","75","Paris 20e Arrondissement","Saint-Fargeau 6","752721","7512078","H","00","2",28.8,9.3,11.6,5.5
"751207905","75120","75","Paris 20e Arrondissement","Pere Lachaise 5","752761","7512079","H","00","1",22.9,6.7,11.4,5
"751208013","75120","75","Paris 20e Arrondissement","Charonne 13","752811","7512080","H","00","2",35,15.2,11,5.1
"751207904","75120","75","Paris 20e Arrondissement","Pere Lachaise 4","752761","7512079","H","00","1",23.6,7.2,14.4,7.3
"751208010","75120","75","Paris 20e Arrondissement","Charonne 10","752801","7512080","H","00","2",26.1,11,6.2,1.9
"751207914","75120","75","Paris 20e Arrondissement","Pere Lachaise 14","752731","7512079","H","00","1",21.3,9.6,14.2,7
"751207915","75120","75","Paris 20e Arrondissement","Pere Lachaise 15","752731","7512079","H","00","1",22.7,9.9,9.3,3.9
"751207705","75120","75","Paris 20e Arrondissement","Belleville 5","752651","7512077","H","00","1",30.6,9.4,14.7,6
"751207803","75120","75","Paris 20e Arrondissement","Saint-Fargeau 3","752711","7512078","H","00","1",33.7,8.4,16,7.6
"751208023","75120","75","Paris 20e Arrondissement","Charonne 23","752781","7512080","H","00","2",29.3,9.1,9.7,4.8
"751207901","75120","75","Paris 20e Arrondissement","Pere Lachaise 1","752771","7512079","H","00","2",27.2,10.1,11.3,5.8
"751207704","75120","75","Paris 20e Arrondissement","Belleville 4","752661","7512077","H","00","2",30.2,9.4,12.4,5.7
"751208014","75120","75","Paris 20e Arrondissement","Charonne 14","752831","7512080","H","00","1",28.5,10,7.5,3.2
"751207913","75120","75","Paris 20e Arrondissement","Pere Lachaise 13","752731","7512079","H","00","1",19.6,7.8,16,7.5
"751207813","75120","75","Paris 20e Arrondissement","Saint-Fargeau 13","752691","7512078","H","00","1",29.5,10.9,18,7.1
"751207906","75120","75","Paris 20e Arrondissement","Pere Lachaise 6","752751","7512079","H","00","2",26.3,8.7,21.7,11.3
"751207815","75120","75","Paris 20e Arrondissement","Saint-Fargeau 15","752681","7512078","H","00","1",31.6,9.1,12,6.6
"751207816","75120","75","Paris 20e Arrondissement","Saint-Fargeau 16","752681","7512078","H","00","2",26.8,8.3,14.8,8.2
"751208009","75120","75","Paris 20e Arrondissement","Charonne 9","752791","7512080","H","00","1",26.4,4.7,14.9,6.2
"751207814","75120","75","Paris 20e Arrondissement","Saint-Fargeau 14","752681","7512078","H","00","2",22.7,7.4,27,15.6
"751207902","75120","75","Paris 20e Arrondissement","Pere Lachaise 2","752771","7512079","H","00","1",33.1,12.3,10.1,4.4
"751207903","75120","75","Paris 20e Arrondissement","Pere Lachaise 3","752771","7512079","H","00","1",21.9,10,21.5,10.1
"751207808","75120","75","Paris 20e Arrondissement","Saint-Fargeau 8","752691","7512078","H","00","2",28.1,10.2,17.2,10.1
"751207701","75120","75","Paris 20e Arrondissement","Belleville 1","752671","7512077","H","00","2",27.5,8.4,9.4,4.7
"751207910","75120","75","Paris 20e Arrondissement","Pere Lachaise 10","752741","7512079","H","00","1",28.9,9,15.5,6.3
"751207911","75120","75","Paris 20e Arrondissement","Pere Lachaise 11","752751","7512079","H","00","2",33.6,16.7,7.9,3.7
"751207912","75120","75","Paris 20e Arrondissement","Pere Lachaise 12","752741","7512079","H","00","1",17.2,6,28.4,20.7
"751207907","75120","75","Paris 20e Arrondissement","Pere Lachaise 7","752751","7512079","H","00","2",31.3,13.5,13.2,4.8
"751207702","75120","75","Paris 20e Arrondissement","Belleville 2","752671","7512077","H","00","1",25,8.4,12.2,5.5
"751207703","75120","75","Paris 20e Arrondissement","Belleville 3","752661","7512077","H","00","2",32.8,12.8,9.3,3.2
"751207802","75120","75","Paris 20e Arrondissement","Saint-Fargeau 2","752721","7512078","H","00","1",25.2,8.2,14.6,6.8
"751207712","75120","75","Paris 20e Arrondissement","Belleville 12","752641","7512077","H","00","1",26.7,7.9,9.1,2.5
"751207908","75120","75","Paris 20e Arrondissement","Pere Lachaise 8","752741","7512079","H","00","1",36.5,11.3,10.1,3.1
"751208024","75120","75","Paris 20e Arrondissement","Charonne 24","752821","7512080","H","00","1",25.6,7.5,19.4,10.8
"751208025","75120","75","Paris 20e Arrondissement","Charonne 25","752821","7512080","H","00","2",31.7,9.9,10.2,4.6
"751208022","75120","75","Paris 20e Arrondissement","Charonne 22","752781","7512080","H","00","2",23.1,6.3,29.7,22.1
"751207713","75120","75","Paris 20e Arrondissement","Belleville 13","752671","7512077","H","00","1",31,9.4,10.9,5.1
"751207710","75120","75","Paris 20e Arrondissement","Belleville 10","752641","7512077","H","00","2",30.1,12,9.7,2.9
"751207711","75120","75","Paris 20e Arrondissement","Belleville 11","752641","7512077","H","00","2",32.4,9.4,10.3,3.3
"751207810","75120","75","Paris 20e Arrondissement","Saint-Fargeau 10","752701","7512078","H","00","1",31.5,10.1,14,7.8
"751208026","75120","75","Paris 20e Arrondissement","Charonne 26","752821","7512080","H","00","1",21.1,7.2,11,4
