"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","DEC_TP6013","DEC_MED13"
"920490116","92049","92","Montrouge","Renaudel","921181","9204901","H","00","1","25,1",20632
"920490110","92049","92","Montrouge","Aristide Briand","921221","9204901","H","00","1","14,5",27782
"920490111","92049","92","Montrouge","Boileau","921211","9204901","H","00","1","14,5",30432
"920500102","92050","92","Nanterre","Clemenceau","921291","9205001","H","00","1","21,1",23380
"920500103","92050","92","Nanterre","Haut Plateau","921291","9205001","H","00","1","7,1",32886
"920500101","92050","92","Nanterre","Chenevreux","921311","9205001","H","00","2","26,7",20070
"920500407","92050","92","Nanterre","Hotel de Ville","921311","9205004","H","4A","2","27,1",18198
"920500408","92050","92","Nanterre","Joliot Boule","921321","9205004","H","4A","1","15,4",27130
"920500501","92050","92","Nanterre","Arlequin","921271","9205005","H","00","2","51,1",11938
"920500502","92050","92","Nanterre","Demoiselles d'Avignon","921271","9205005","H","00","1","56,8",10720
"920500302","92050","92","Nanterre","Goulvents","921331","9205003","H","00","1","18,0",26804
"920500303","92050","92","Nanterre","Langevin","921331","9205003","H","00","1","34,4",16320
"920500401","92050","92","Nanterre","Gare","921321","9205004","H","00","1","13,5",29586
"920500403","92050","92","Nanterre","Barbet","921321","9205004","H","00","1","",33998
"920500406","92050","92","Nanterre","Cathedrale","921321","9205004","H","4A","1","14,1",26280
"920500605","92050","92","Nanterre","Les Groues-Préfecture","921241","9205006","H","4A","1","33,3",15958
"920500606","92050","92","Nanterre","Berthelot Sud et Nord","921251","9205006","H","4A","1","39,4",14636
"920500607","92050","92","Nanterre","Universite Groues","921241","9205006","H","4A","3",,
"920500701","92050","92","Nanterre","Hopital","921231","9205007","H","00","3",,
"920500503","92050","92","Nanterre","Fontenelles Decour","921271","9205005","H","00","1","48,8",12364
"920500504","92050","92","Nanterre","Fontenelles Gallois","921281","9205005","H","00","1","54,2",10813
"920500505","92050","92","Nanterre","Champs aux Melles","921281","9205005","H","00","1","44,1",13462
"920500508","92050","92","Nanterre","Picasso Colombe","921281","9205005","H","00","2","38,4",14876
"920500509","92050","92","Nanterre","Champs Pierreux","921311","9205005","H","00","2","28,8",18310
"920500510","92050","92","Nanterre","Central Park","921241","9205005","H","4A","1","19,1",23602
"920500511","92050","92","Nanterre","Ravel Liberte Vallona","921241","9205005","H","4A","1","13,3",27652
"920500601","92050","92","Nanterre","Anatole France","921251","9205006","H","00","1","44,5",13322
"920500602","92050","92","Nanterre","Provinces Francaises","921251","9205006","H","00","2","",13752
"920500702","92050","92","Nanterre","Canibouts","921231","9205007","H","00","3","57,7",10212
"920500703","92050","92","Nanterre","Paquerettes Est","921231","9205007","H","00","3","56,4",10984
"920500704","92050","92","Nanterre","Paquerettes Ouest","921231","9205007","H","00","3","44,2",13458
"920500801","92050","92","Nanterre","Pathelot Rouget de l'Isle","921251","9205008","H","00","1","11,0",22228
"920500802","92050","92","Nanterre","Komarov","921261","9205008","H","00","2","29,7",19336
"920500803","92050","92","Nanterre","Zilina Henri Martin","921261","9205008","H","00","1","35,2",15518
"920500804","92050","92","Nanterre","Acacias Ouest","921261","9205008","H","00","1","44,0",13184
"920500805","92050","92","Nanterre","Acacias Est","921261","9205008","H","00","1","54,2",11156
"920500205","92050","92","Nanterre","Damades La Source","921301","9205002","H","4A","1","27,8",18802
"920500206","92050","92","Nanterre","Suisses Boule","921301","9205002","H","4A","2","14,3",26986
"920500203","92050","92","Nanterre","Saint-Cloud","921301","9205002","H","00","1","15,3",25552
"920500204","92050","92","Nanterre","Garches","921291","9205002","H","00","1","11,5",27546
"920500301","92050","92","Nanterre","Lenine Joffre","921331","9205003","H","00","2","16,3",24756
"920510201","92051","92","Neuilly-sur-Seine","Charles Laffitte 1","921351","9205102","H","00","1","",54278
"920510202","92051","92","Neuilly-sur-Seine","Charles Laffitte 2","921351","9205102","H","00","2","10,2",49894
"920510302","92051","92","Neuilly-sur-Seine","Plaine des Sablons 2","921361","9205103","H","00","1","",46870
"920510101","92051","92","Neuilly-sur-Seine","Saint-James","921341","9205101","H","00","1","",64490
"920510102","92051","92","Neuilly-sur-Seine","Saint-James Madrid 1","921341","9205101","H","00","1","",51544
"920510301","92051","92","Neuilly-sur-Seine","Plaine des Sablons 1","921361","9205103","H","00","1","13,5",36560
"920510104","92051","92","Neuilly-sur-Seine","Saint-James Madrid 3","921351","9205101","H","00","1","",52410
"920510404","92051","92","Neuilly-sur-Seine","Parc de Neuilly 4","921391","9205104","H","00","1","",52378
"920510405","92051","92","Neuilly-sur-Seine","Parc de Neuilly 5","921401","9205104","H","00","1","11,6",42774
"920510103","92051","92","Neuilly-sur-Seine","Saint-James Madrid 2","921341","9205101","H","00","1","12,1",42026
"920510307","92051","92","Neuilly-sur-Seine","Plaine des Sablons 7","921381","9205103","H","00","1","",46222
"920510308","92051","92","Neuilly-sur-Seine","Plaine des Sablons 8","921381","9205103","H","00","2","",45648
"920510309","92051","92","Neuilly-sur-Seine","Plaine des Sablons 9","921381","9205103","H","00","1","16,5",30896
"920510401","92051","92","Neuilly-sur-Seine","Parc de Neuilly 1","921391","9205104","H","00","1","",43878
"920510402","92051","92","Neuilly-sur-Seine","Parc de Neuilly 2","921391","9205104","H","00","1","8,5",44508
"920510403","92051","92","Neuilly-sur-Seine","Parc de Neuilly 3","921401","9205104","H","00","1","",63758
"920510408","92051","92","Neuilly-sur-Seine","Parc de Neuilly 8","921411","9205104","H","00","1","",58012
"920510409","92051","92","Neuilly-sur-Seine","Parc de Neuilly 9","921411","9205104","H","00","1","",53464
"920510406","92051","92","Neuilly-sur-Seine","Parc de Neuilly 6","921401","9205104","H","00","2","",52068
"920510407","92051","92","Neuilly-sur-Seine","Parc de Neuilly 7","921401","9205104","H","00","1","8,9",51428
"920510306","92051","92","Neuilly-sur-Seine","Plaine des Sablons 6","921371","9205103","H","00","1","",40581
"920510303","92051","92","Neuilly-sur-Seine","Plaine des Sablons 3","921361","9205103","H","00","2","",47592
"920510410","92051","92","Neuilly-sur-Seine","Parc de Neuilly 10","921411","9205104","H","00","1","9,3",48270
"920510411","92051","92","Neuilly-sur-Seine","Parc de Neuilly 11","921411","9205104","H","00","1","",49512
"920510304","92051","92","Neuilly-sur-Seine","Plaine des Sablons 4","921371","9205103","H","00","2","15,5",35208
"920510305","92051","92","Neuilly-sur-Seine","Plaine des Sablons 5","921371","9205103","H","00","2","9,5",50036
"920600107","92060","92","Le Plessis-Robinson","Patrick","921431","9206001","H","00","1","6,2",34100
"920600108","92060","92","Le Plessis-Robinson","Jean Jaures","921431","9206001","H","00","1","",34720
"920600101","92060","92","Le Plessis-Robinson","Hachette","921421","9206001","H","00","1","7,8",26744
"920600102","92060","92","Le Plessis-Robinson","Albert Thomas-Marche","921441","9206001","H","00","2","10,4",27366
"920600104","92060","92","Le Plessis-Robinson","Architecte","921421","9206001","H","00","2","11,7",25840
"920600105","92060","92","Le Plessis-Robinson","Joliot","921421","9206001","H","00","2","",18656
"920600106","92060","92","Le Plessis-Robinson","Wallon","921441","9206001","H","00","1","8,7",27994
"920600109","92060","92","Le Plessis-Robinson","Anatole France","921441","9206001","H","00","1","6,4",31962
"920600110","92060","92","Le Plessis-Robinson","Pergaud","921431","9206001","H","00","1","",27702
"920620303","92062","92","Puteaux","Mairie","921461","9206203","H","00","1","12,1",31632
"920620304","92062","92","Puteaux","Wallace 1","921481","9206203","H","00","2","22,6",24722
"920620202","92062","92","Puteaux","Bergere Nord","921491","9206202","H","00","1","19,5",21434
"920620203","92062","92","Puteaux","Bergere Centre","921491","9206202","H","00","1","15,2",28276
"920620204","92062","92","Puteaux","Wilson 2","921461","9206202","H","00","2","18,2",20854
"920620205","92062","92","Puteaux","Bergere Sud","921491","9206202","H","00","1","20,8",22488
"920620301","92062","92","Puteaux","Wallace 3","921501","9206203","H","00","1","10,4",32336
"920620302","92062","92","Puteaux","Wallace 2","921501","9206203","H","00","1","19,9",28179
"920620102","92062","92","Puteaux","Defense Sud","921451","9206201","H","00","2","25,5",20210
"920620103","92062","92","Puteaux","Seine 1","921451","9206201","H","00","1","",26040
"920620305","92062","92","Puteaux","Seine 2","921481","9206203","H","00","2","19,1",23134
"920620101","92062","92","Puteaux","Defense Nord","921451","9206201","H","00","1","14,2",30098
"920620403","92062","92","Puteaux","Jaures","921471","9206204","H","00","1","20,0",29482
"920620306","92062","92","Puteaux","Agora","921501","9206203","H","00","1","11,4",30999
"920620201","92062","92","Puteaux","Wilson 1","921461","9206202","H","00","2","14,2",26544
"920620404","92062","92","Puteaux","France","921481","9206204","H","00","2","10,5",36082
"920620401","92062","92","Puteaux","Republique 1","921471","9206204","H","00","1","12,6",30228
"920620402","92062","92","Puteaux","Republique 2","921471","9206204","H","00","1","15,4",31842
"920630106","92063","92","Rueil-Malmaison","Plaine_Gare 6","921531","9206301","H","00","1","8,0",34016
"920630201","92063","92","Rueil-Malmaison","Martinets 1","921541","9206302","H","00","1","",38320
"920630101","92063","92","Rueil-Malmaison","Plaine_Gare 1","921521","9206301","H","00","1","22,7",20424
"920630102","92063","92","Rueil-Malmaison","Plaine_Gare 2","921521","9206301","H","00","1","11,3",28728
"920630103","92063","92","Rueil-Malmaison","Plaine_Gare 3","921521","9206301","H","00","1","",37116
"920630104","92063","92","Rueil-Malmaison","Plaine_Gare 4","921531","9206301","H","00","1","",41268
"920630105","92063","92","Rueil-Malmaison","Plaine_Gare 5","921531","9206301","H","00","1","16,8",22992
"920630701","92063","92","Rueil-Malmaison","Plateau 1","921591","9206307","H","00","1","",39190
"920630702","92063","92","Rueil-Malmaison","Plateau 2","921571","9206307","H","00","1","13,6",23054
"920630202","92063","92","Rueil-Malmaison","Martinets 2","921541","9206302","H","00","1","",39360
"920630301","92063","92","Rueil-Malmaison","Closeaux 1","921511","9206303","H","00","1","",33733
"920630503","92063","92","Rueil-Malmaison","Buzenval 3","921601","9206305","H","00","1","",33700
"920630504","92063","92","Rueil-Malmaison","Buzenval 4","921601","9206305","H","00","1","11,5",37296
"920630601","92063","92","Rueil-Malmaison","Fouilleuse 1","921581","9206306","H","00","1","17,6",24482
"920630602","92063","92","Rueil-Malmaison","Fouilleuse 2","921581","9206306","H","00","1","",15508
"920630603","92063","92","Rueil-Malmaison","Fouilleuse 3","921581","9206306","H","00","1","",32836
"920630302","92063","92","Rueil-Malmaison","Closeaux 2","921541","9206303","H","00","1","",42624
"920630401","92063","92","Rueil-Malmaison","Pince_Vins","921511","9206304","H","00","1","",57560
"920630703","92063","92","Rueil-Malmaison","Plateau 3","921571","9206307","H","00","1","9,2",30810
"920630704","92063","92","Rueil-Malmaison","Plateau 4","921571","9206307","H","00","1","",35046
"920630802","92063","92","Rueil-Malmaison","Centre Ville 2","921551","9206308","H","00","1","10,2",32338
"920630803","92063","92","Rueil-Malmaison","Centre Ville 3","921591","9206308","H","00","1","8,2",33878
"920630501","92063","92","Rueil-Malmaison","Buzenval 1","921511","9206305","H","00","1","10,9",33970
"920630502","92063","92","Rueil-Malmaison","Buzenval 2","921601","9206305","H","00","1","6,6",36450
"920630806","92063","92","Rueil-Malmaison","Centre Ville 6","921551","9206308","H","00","1","",28552
"920630705","92063","92","Rueil-Malmaison","Plateau 5","921561","9206307","H","00","1","13,8",30548
"920630804","92063","92","Rueil-Malmaison","Centre Ville 4","921591","9206308","H","00","1","7,9",34796
"920630805","92063","92","Rueil-Malmaison","Centre Ville 5","921511","9206308","H","00","1","",38562
"920630801","92063","92","Rueil-Malmaison","Centre Ville 1","921551","9206308","H","00","1","",36798
"920630706","92063","92","Rueil-Malmaison","Plateau 6","921561","9206307","H","00","1","12,4",29316
"920630707","92063","92","Rueil-Malmaison","Plateau 7","921561","9206307","H","00","2","",30090
"920640103","92064","92","Saint-Cloud","Val d'Or 2","921631","9206401","H","00","1","",45162
"920640102","92064","92","Saint-Cloud","Val d'Or 1","921641","9206401","H","00","1","",41490
"920640101","92064","92","Saint-Cloud","Fouilleuse","921631","9206401","H","00","1","8,9",32081
"920640110","92064","92","Saint-Cloud","Pasteur 1","921621","9206401","H","00","1","",44738
"920640111","92064","92","Saint-Cloud","Pasteur 2","921621","9206401","H","00","1","",35072
"920640112","92064","92","Saint-Cloud","Centre 2","921621","9206401","H","00","1","13,0",32456
"920640109","92064","92","Saint-Cloud","Montretout 3","921611","9206401","H","00","1","",46810
"920640107","92064","92","Saint-Cloud","Montretout 1","921631","9206401","H","00","1","",35376
"920640104","92064","92","Saint-Cloud","Coteaux 1","921641","9206401","H","00","1","10,3",39170
"920640105","92064","92","Saint-Cloud","Coteaux 2","921641","9206401","H","00","1","",34674
"920640106","92064","92","Saint-Cloud","Centre 1","921611","9206401","H","00","1","8,8",39506
"920640108","92064","92","Saint-Cloud","Montretout 2","921611","9206401","H","00","1","",43998
"920710103","92071","92","Sceaux","Vieux Sceaux-Curie","921651","9207101","H","00","1","",35370
"920710105","92071","92","Sceaux","Desgranges-Fontenay","921661","9207101","H","00","1","",36932
"920710101","92071","92","Sceaux","Robinson","921651","9207101","H","00","1","8,4",31630
"920710102","92071","92","Sceaux","Cheneaux Sablons","921651","9207101","H","00","1","",41956
"920710104","92071","92","Sceaux","Parc de Sceaux","921651","9207101","H","00","1","",46242
"920710107","92071","92","Sceaux","Blagis","921661","9207101","H","00","1","",22018
"920710108","92071","92","Sceaux","Musiciens-Roosevelt","921661","9207101","H","00","1","",42052
"920710106","92071","92","Sceaux","Centre","921661","9207101","H","00","1","",40092
"920720108","92072","92","Sèvres","Mediatheque 11 Novembre","921671","9207201","H","00","1","",23840
"920720109","92072","92","Sèvres","Monesse Croix Bosset","921671","9207201","H","00","1","",46288
"920720110","92072","92","Sèvres","Brancas Fontenelles Beauregard","921671","9207201","H","00","1","",47896
"920720106","92072","92","Sèvres","Europe Pierre Midrin","921681","9207201","H","00","1","20,3",22490
"920720107","92072","92","Sèvres","Danton Gabriel Peri","921671","9207201","H","00","1","14,8",26590
"920720104","92072","92","Sèvres","Beau Site Pommerets Binelles","921681","9207201","H","00","1","13,7",28618
"920720105","92072","92","Sèvres","Manufacture Brimborion Sel Div. Leclerc","921681","9207201","H","00","1","9,8",32256
"920720101","92072","92","Sèvres","Bruyeres Acacias Fonceaux","921691","9207201","H","00","2","",32760
"920720102","92072","92","Sèvres","Bruyeres Postillons Jaures Val Allard","921691","9207201","H","00","1","",38118
"920720103","92072","92","Sèvres","Ernest Renan Chataigneraie","921691","9207201","H","00","1","",41844
"920730115","92073","92","Suresnes","Carnot Gambetta 3","921731","9207301","H","1Z","2","",36556
"920730116","92073","92","Suresnes","Carnot Gambetta 4","921731","9207301","H","1Z","2","11,0",31266
"920730101","92073","92","Suresnes","Bas de Suresnes 1","921731","9207301","H","00","1","11,5",32104
"920730114","92073","92","Suresnes","Republique 1","921721","9207301","H","00","1","7,7",38372
"920730108","92073","92","Suresnes","Bas de Suresnes 2","921721","9207301","H","00","1","17,8",26014
"920730109","92073","92","Suresnes","Cite Jardins 1","921701","9207301","H","00","1","26,2",18426
"920730110","92073","92","Suresnes","Cite Jardins 2","921701","9207301","H","00","1","27,7",16952
"920730111","92073","92","Suresnes","Plateau Ouest 1","921711","9207301","H","00","1","",26430
"920730112","92073","92","Suresnes","Plateau Ouest 2","921711","9207301","H","00","1","15,3",30634
"920730113","92073","92","Suresnes","Plateau Nord 1","921711","9207301","H","00","1","16,8",27598
"920730104","92073","92","Suresnes","Plateau Ouest 3","921711","9207301","H","00","1","8,3",35044
"920730105","92073","92","Suresnes","Cite Jardins 3","921701","9207301","H","00","1","23,1",19164
"920730102","92073","92","Suresnes","Carnot Gambetta 1","921731","9207301","H","00","1","9,3",33624
"920730103","92073","92","Suresnes","Republique 2","921721","9207301","H","00","1","10,2",35428
"920730106","92073","92","Suresnes","Plateau Nord 2","921711","9207301","H","00","1","13,2",32354
"920750111","92075","92","Vanves","Brancion","921761","9207501","H","00","2","15,8",24446
"920750107","92075","92","Vanves","Parc des Expositions","921751","9207501","H","00","1","9,8",31784
"920750105","92075","92","Vanves","Iris No 0105","921741","9207501","H","00","2","",33668
"920750106","92075","92","Vanves","Insurrection","921751","9207501","H","00","1","11,9",29042
"920750101","92075","92","Vanves","Clos-Montholon","921741","9207501","H","00","1","10,9",29480
"920750108","92075","92","Vanves","Bleuzen","921761","9207501","H","00","2","12,9",26996
"920750109","92075","92","Vanves","Louis Vicat","921761","9207501","H","00","2","",23044
"920750110","92075","92","Vanves","Jean Jaures","921761","9207501","H","00","2","12,1",31742
"920750102","92075","92","Vanves","Chatillon","921741","9207501","H","00","1","16,4",23304
"920750103","92075","92","Vanves","Aristide Briand","921741","9207501","H","00","1","",35082
"920750104","92075","92","Vanves","Centre Ancien","921751","9207501","H","00","1","12,0",28936
"920760101","92076","92","Vaucresson","Plateau Thery_Centre Ancien","ZZZZZZ","9207601","H","00","4",,
"920760104","92076","92","Vaucresson","Chateau de Vaucresson","ZZZZZZ","9207601","H","00","4",,
"920760102","92076","92","Vaucresson","Plateau de Cazes","ZZZZZZ","9207601","H","00","4",,
"920760103","92076","92","Vaucresson","Jardy_Centre Ville","ZZZZZZ","9207601","H","00","4",,
"920770104","92077","92","Ville-d'Avray","Cote d'Argent-Desvallieres-Gambetta","ZZZZZZ","9207701","H","00","1","",44640
"920770103","92077","92","Ville-d'Avray","La Ronce","ZZZZZZ","9207701","H","00","1","",32814
"920770105","92077","92","Ville-d'Avray","Centre-La Prairie","ZZZZZZ","9207701","H","00","1","",36726
"920770106","92077","92","Ville-d'Avray","Thierry-Saint Cloud","ZZZZZZ","9207701","H","00","1","9,9",40552
"920770102","92077","92","Ville-d'Avray","Rue de Versailles-Monastere","ZZZZZZ","9207701","H","00","1","",38506
"920770101","92077","92","Ville-d'Avray","Foret de Fausses Reposes","ZZZZZZ","9207701","D","00","3",,
"920780103","92078","92","Villeneuve-la-Garenne","A. Sisley","921771","9207801","H","00","1","18,2",22860
"920780104","92078","92","Villeneuve-la-Garenne","Chaillon","921781","9207801","H","00","1","39,6",14450
"920780101","92078","92","Villeneuve-la-Garenne","C. de Gaulle","921771","9207801","H","00","1","51,2",11850
"920780102","92078","92","Villeneuve-la-Garenne","J. Moulin","921771","9207801","H","00","1","25,2",17886
"920780110","92078","92","Villeneuve-la-Garenne","A. Malraux","921791","9207801","H","00","1","37,7",15264
"920780107","92078","92","Villeneuve-la-Garenne","Bd Gallieni","921791","9207801","H","00","1","39,7",14643
"920780105","92078","92","Villeneuve-la-Garenne","St-Exupery","921781","9207801","H","00","1","50,2",11980
"920780106","92078","92","Villeneuve-la-Garenne","Jean Jaures","921791","9207801","H","00","2","41,6",13524
"920780108","92078","92","Villeneuve-la-Garenne","E. Manet","921781","9207801","H","00","1","35,7",15486
"920780109","92078","92","Villeneuve-la-Garenne","G. Appert","921781","9207801","H","00","1","31,8",16415
"930010304","93001","93","Aubervilliers","Maladrerie","930041","9300103","H","00","2","63,4",9410
"930010401","93001","93","Aubervilliers","La Frette","930081","9300104","H","00","1","58,9",10482
"930010101","93001","93","Aubervilliers","Robespierre","930051","9300101","H","00","1","49,7",12094
"930010201","93001","93","Aubervilliers","Peri","930051","9300102","H","00","1","52,4",11134
"930010202","93001","93","Aubervilliers","Montfort","930051","9300102","H","00","1","48,9",12338
"930010301","93001","93","Aubervilliers","Gendarmerie","930041","9300103","H","00","3",,
"930010302","93001","93","Aubervilliers","Emile Dubois","930041","9300103","H","00","2","61,4",10255
"930010303","93001","93","Aubervilliers","Long Sentier","930041","9300103","H","00","2","58,1",9816
"930010902","93001","93","Aubervilliers","Roosevelt","930011","9300109","H","00","1","54,1",11006
"930010903","93001","93","Aubervilliers","Mairie","930071","9300109","H","00","1","51,2",11684
"930010402","93001","93","Aubervilliers","Valles","930081","9300104","H","00","1","54,3",11232
"930010602","93001","93","Aubervilliers","Quatre-Chemins","930021","9300106","H","00","1","62,4",9686
"930010603","93001","93","Aubervilliers","Condorcet","930021","9300106","H","00","1","62,5",9909
"930010701","93001","93","Aubervilliers","Sadi Carnot","930031","9300107","H","00","2","52,8",11492
"930010801","93001","93","Aubervilliers","Pariferic","930021","9300108","H","00","2","58,2",9902
"930010802","93001","93","Aubervilliers","Villette","930021","9300108","H","00","1","55,9",10878
"930010901","93001","93","Aubervilliers","Centre Ville","930081","9300109","H","00","1","48,8",12176
"930011101","93001","93","Aubervilliers","Pressense","930011","9300111","H","00","1","54,4",11300
"930011102","93001","93","Aubervilliers","Landy","930011","9300111","H","00","2","59,3",10006
"930011001","93001","93","Aubervilliers","Lenine","930031","9300110","A","00","2",,
"930011002","93001","93","Aubervilliers","Firmin Gemier","930031","9300110","H","00","2","41,0",14202
"930011203","93001","93","Aubervilliers","Magasins Generaux","930071","9300112","A","00","3",,
"930010501","93001","93","Aubervilliers","Melezes","930061","9300105","H","00","2","54,1",11406
"930011201","93001","93","Aubervilliers","Victor Hugo","930071","9300112","H","00","1","50,4",11994
"930011202","93001","93","Aubervilliers","Zone Industrielle","930071","9300112","A","00","3",,
"930010601","93001","93","Aubervilliers","Fusains","930031","9300106","H","00","2","57,2",10314
"930010502","93001","93","Aubervilliers","Presles","930061","9300105","H","00","1","57,3",10678
"930010503","93001","93","Aubervilliers","Paul Bert","930061","9300105","H","00","1","54,5",11074
"930050502","93005","93","Aulnay-sous-Bois","Emile Zola 2","930091","9300505","H","00","1","19,7",23402
"930050501","93005","93","Aulnay-sous-Bois","Emile Zola 1","930091","9300505","H","00","1","27,9",19246
"930050101","93005","93","Aulnay-sous-Bois","Fontaine des Pres 1","930181","9300501","H","00","1","45,7",13006
"930050102","93005","93","Aulnay-sous-Bois","Fontaine des Pres 2","930181","9300501","H","00","1","21,5",21062
"930050103","93005","93","Aulnay-sous-Bois","Fontaine des Pres 3","930181","9300501","H","00","1","15,3",24342
"930050201","93005","93","Aulnay-sous-Bois","Nord 1","930121","9300502","A","00","3",,
"930050202","93005","93","Aulnay-sous-Bois","Nord 2","930131","9300502","H","00","1","63,6",9820
"930050203","93005","93","Aulnay-sous-Bois","Nord 3","930121","9300502","H","00","1","41,1",13922
"930050204","93005","93","Aulnay-sous-Bois","Nord 4","930141","9300502","H","00","2","62,0",10312
"930050206","93005","93","Aulnay-sous-Bois","Nord 6","930121","9300502","H","00","1","61,2",10186
"930050302","93005","93","Aulnay-sous-Bois","Nonneville 2","930111","9300503","H","00","1","16,5",26352
"930050303","93005","93","Aulnay-sous-Bois","Nonneville 3","930111","9300503","H","00","1","22,3",22846
"930050304","93005","93","Aulnay-sous-Bois","Nonneville 4","930111","9300503","H","00","1","17,6",23338
"930050401","93005","93","Aulnay-sous-Bois","Parc 1","930101","9300504","H","00","1","20,3",23282
"930050402","93005","93","Aulnay-sous-Bois","Parc 2","930101","9300504","H","00","1","14,3",26176
"930050403","93005","93","Aulnay-sous-Bois","Parc 3","930101","9300504","H","00","1","19,4",22438
"930050804","93005","93","Aulnay-sous-Bois","Ambourget 4","930161","9300508","H","00","2","52,6",11536
"930050805","93005","93","Aulnay-sous-Bois","Ambourget 5","930161","9300508","H","00","2","58,7",10284
"930050901","93005","93","Aulnay-sous-Bois","Anatole France 1","930191","9300509","H","00","1","19,9",22546
"930050207","93005","93","Aulnay-sous-Bois","Nord 7","930141","9300502","H","00","2","65,7",8494
"930050208","93005","93","Aulnay-sous-Bois","Nord 8","930131","9300502","H","00","1","62,9",10188
"930050209","93005","93","Aulnay-sous-Bois","Nord 9","930131","9300502","H","00","1","49,4",12290
"930050301","93005","93","Aulnay-sous-Bois","Nonneville 1","930111","9300503","H","00","2","23,2",21228
"930050701","93005","93","Aulnay-sous-Bois","Gros Saule 1","930141","9300507","H","00","2","",15522
"930050702","93005","93","Aulnay-sous-Bois","Gros Saule 2","930151","9300507","H","00","1","48,2",12328
"930050703","93005","93","Aulnay-sous-Bois","Gros Saule 3","930151","9300507","H","00","1","55,2",10800
"930050801","93005","93","Aulnay-sous-Bois","Ambourget 1","930151","9300508","H","00","1","47,6",12536
"930050802","93005","93","Aulnay-sous-Bois","Ambourget 2","930161","9300508","H","00","1","64,1",9964
"930050803","93005","93","Aulnay-sous-Bois","Ambourget 3","930161","9300508","H","00","1","56,4",10998
"930050903","93005","93","Aulnay-sous-Bois","Anatole France 3","930191","9300509","H","00","1","16,7",24192
"930050603","93005","93","Aulnay-sous-Bois","Bourg 3","930171","9300506","H","00","1","22,8",20336
"930050503","93005","93","Aulnay-sous-Bois","Emile Zola 3","930091","9300505","H","00","1","12,5",24272
"930050902","93005","93","Aulnay-sous-Bois","Anatole France 2","930191","9300509","H","00","1","22,4",21446
"930050602","93005","93","Aulnay-sous-Bois","Bourg 2","930171","9300506","H","00","1","27,9",20310
"930050604","93005","93","Aulnay-sous-Bois","Bourg 4","930171","9300506","H","00","1","26,7",18000
"930050601","93005","93","Aulnay-sous-Bois","Bourg 1","930171","9300506","H","00","1","29,2",17790
"930060110","93006","93","Bagnolet","Iris 10","930241","9300601","H","00","2","40,3",16042
"930060109","93006","93","Bagnolet","Iris 9","930211","9300601","A","00","3",,
"930060101","93006","93","Bagnolet","Iris 1","930201","9300601","H","00","1","26,0",18872
"930060111","93006","93","Bagnolet","Iris 11","930241","9300601","H","00","1","36,2",16709
"930060107","93006","93","Bagnolet","Iris 7","930211","9300601","H","00","1","23,4",20662
"930060108","93006","93","Bagnolet","Iris 8","930211","9300601","H","00","1","30,7",18638
"930060113","93006","93","Bagnolet","Iris 13","930221","9300601","H","00","2","",10070
"930060114","93006","93","Bagnolet","Iris 14","930221","9300601","H","00","2","52,3",11228
"930060102","93006","93","Bagnolet","Iris 2","930241","9300601","H","00","1","42,4",14076
"930060112","93006","93","Bagnolet","Iris 12","930221","9300601","H","00","1","45,6",13008
"930060104","93006","93","Bagnolet","Iris 4","930231","9300601","H","00","1","51,4",11936
"930060105","93006","93","Bagnolet","Iris 5","930231","9300601","H","00","1","26,5",20206
"930060106","93006","93","Bagnolet","Iris 6","930211","9300601","H","00","2","25,7",21446
"930060103","93006","93","Bagnolet","Iris 3","930231","9300601","H","00","1","64,9",8610
"930060116","93006","93","Bagnolet","Iris 16","930201","9300601","H","00","2","41,9",14424
"930060115","93006","93","Bagnolet","Iris 15","930201","9300601","H","00","1","47,9",12648
"930070109","93007","93","Le Blanc-Mesnil","Iris6","930261","9300701","H","00","1","51,5",11698
"930070110","93007","93","Le Blanc-Mesnil","Iris8","930261","9300701","H","00","1","29,7",17770
"930070108","93007","93","Le Blanc-Mesnil","Iris7","930261","9300701","H","00","1","59,0",10568
"930070106","93007","93","Le Blanc-Mesnil","Iris4","930251","9300701","H","00","1","44,8",13740
"930070107","93007","93","Le Blanc-Mesnil","Iris5","930261","9300701","H","00","1","61,1",10290
"930070104","93007","93","Le Blanc-Mesnil","Iris2","930251","9300701","H","00","1","57,0",10562
"930070105","93007","93","Le Blanc-Mesnil","Iris3","930281","9300701","H","00","1","35,5",15852
"930070121","93007","93","Le Blanc-Mesnil","Iris19","930301","9300701","H","00","1","48,1",12325
"930070102","93007","93","Le Blanc-Mesnil","Zone Activite Molette","930281","9300701","H","00","3",,
"930070119","93007","93","Le Blanc-Mesnil","Iris16","930291","9300701","H","00","1","42,8",13783
"930070120","93007","93","Le Blanc-Mesnil","Iris18","930291","9300701","H","00","1","52,3",11576
"930070101","93007","93","Le Blanc-Mesnil","Zone Activite Coudray Paris Nord","930271","9300701","A","00","3",,
"930070117","93007","93","Le Blanc-Mesnil","Iris15","930301","9300701","H","00","1","29,1",19178
"930070103","93007","93","Le Blanc-Mesnil","Iris1","930251","9300701","H","00","1","61,9",9838
"930070115","93007","93","Le Blanc-Mesnil","Iris13","930271","9300701","H","00","1","36,2",16136
