"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","DEC_TP6013","DEC_MED13"
"751134999","75113","75","Paris 13e Arrondissement","Seine et Berges","751041","7511349","D","00","3",,
"751135001","75113","75","Paris 13e Arrondissement","Gare 1","751211","7511350","H","00","1","27,1",18084
"751135124","75113","75","Paris 13e Arrondissement","Maison Blanche 24","751091","7511351","H","00","1","12,1",34824
"751135028","75113","75","Paris 13e Arrondissement","Gare 28","751081","7511350","H","00","1","22,5",24525
"751135004","75113","75","Paris 13e Arrondissement","Gare 4","751171","7511350","H","00","1","47,5",12516
"751135123","75113","75","Paris 13e Arrondissement","Maison Blanche 23","751091","7511351","H","00","1","16,0",27490
"751135003","75113","75","Paris 13e Arrondissement","Gare 3","751171","7511350","H","00","1","33,4",17238
"751135122","75113","75","Paris 13e Arrondissement","Maison Blanche 22","751111","7511351","H","00","1","11,6",33150
"751135125","75113","75","Paris 13e Arrondissement","Maison Blanche 25","751111","7511351","H","00","2","23,5",24801
"751145407","75114","75","Paris 14e Arrondissement","Parc de Montsouris 7","751321","7511454","A","00","3",,
"751145510","75114","75","Paris 14e Arrondissement","Petit Montrouge 10","751311","7511455","H","00","1","13,0",33784
"751145621","75114","75","Paris 14e Arrondissement","Plaisance 21","751291","7511456","H","00","1","17,0",26320
"751145303","75114","75","Paris 14e Arrondissement","Montparnasse 3","751251","7511453","H","00","1","",32600
"751145405","75114","75","Paris 14e Arrondissement","Parc de Montsouris 5","751321","7511454","H","00","2","17,3",28094
"751145406","75114","75","Paris 14e Arrondissement","Parc de Montsouris 6","751321","7511454","H","00","1","9,0",41812
"751145302","75114","75","Paris 14e Arrondissement","Montparnasse 2","751241","7511453","H","00","2","",42912
"751145404","75114","75","Paris 14e Arrondissement","Parc de Montsouris 4","751321","7511454","H","00","1","16,5",28086
"751145301","75114","75","Paris 14e Arrondissement","Montparnasse 1","751241","7511453","H","00","2","",30304
"751145304","75114","75","Paris 14e Arrondissement","Montparnasse 4","751251","7511453","H","00","2","14,4",29493
"751145509","75114","75","Paris 14e Arrondissement","Petit Montrouge 9","751351","7511455","H","00","2","12,5",33890
"751145606","75114","75","Paris 14e Arrondissement","Plaisance 6","751381","7511456","H","00","1","14,8",27066
"751145401","75114","75","Paris 14e Arrondissement","Parc de Montsouris 1","751331","7511454","H","00","3",,
"751145402","75114","75","Paris 14e Arrondissement","Parc de Montsouris 2","751331","7511454","H","00","1","11,2",36558
"751145403","75114","75","Paris 14e Arrondissement","Parc de Montsouris 3","751331","7511454","H","00","1","16,8",29183
"751145620","75114","75","Paris 14e Arrondissement","Plaisance 20","751291","7511456","H","00","1","21,7",23136
"751145310","75114","75","Paris 14e Arrondissement","Montparnasse 10","751241","7511453","H","00","1","",42202
"751145311","75114","75","Paris 14e Arrondissement","Montparnasse 11","751241","7511453","A","00","3",,
"751145608","75114","75","Paris 14e Arrondissement","Plaisance 8","751381","7511456","H","00","1","15,2",29628
"751145309","75114","75","Paris 14e Arrondissement","Montparnasse 9","751231","7511453","H","00","1","",42570
"751145508","75114","75","Paris 14e Arrondissement","Petit Montrouge 8","751351","7511455","H","00","1","12,2",33788
"751145306","75114","75","Paris 14e Arrondissement","Montparnasse 6","751231","7511453","H","00","1","",37172
"751145618","75114","75","Paris 14e Arrondissement","Plaisance 18","751261","7511456","H","00","2","26,2",22092
"751145619","75114","75","Paris 14e Arrondissement","Plaisance 19","751271","7511456","H","00","1","24,7",22262
"751145622","75114","75","Paris 14e Arrondissement","Plaisance 22","751291","7511456","H","00","2","",33042
"751145601","75114","75","Paris 14e Arrondissement","Plaisance 1","751401","7511456","H","00","1","18,2",19476
"751145307","75114","75","Paris 14e Arrondissement","Montparnasse 7","751231","7511453","H","00","2","",34392
"751145607","75114","75","Paris 14e Arrondissement","Plaisance 7","751381","7511456","H","00","1","15,9",28080
"751145516","75114","75","Paris 14e Arrondissement","Petit Montrouge 16","751301","7511455","H","00","1","9,4",34496
"751145605","75114","75","Paris 14e Arrondissement","Plaisance 5","751391","7511456","H","00","1","16,7",29770
"751145602","75114","75","Paris 14e Arrondissement","Plaisance 2","751401","7511456","H","00","1","",15493
"751145308","75114","75","Paris 14e Arrondissement","Montparnasse 8","751231","7511453","H","00","2","",30469
"751145604","75114","75","Paris 14e Arrondissement","Plaisance 4","751391","7511456","H","00","1","34,4",17348
"751145609","75114","75","Paris 14e Arrondissement","Plaisance 9","751371","7511456","H","00","1","37,0",16134
"751145305","75114","75","Paris 14e Arrondissement","Montparnasse 5","751251","7511453","H","00","2","",41219
"751145603","75114","75","Paris 14e Arrondissement","Plaisance 3","751401","7511456","H","00","1","50,8",11968
"751145611","75114","75","Paris 14e Arrondissement","Plaisance 11","751371","7511456","H","00","1","29,4",18720
"751145612","75114","75","Paris 14e Arrondissement","Plaisance 12","751371","7511456","H","00","1","",34152
"751145613","75114","75","Paris 14e Arrondissement","Plaisance 13","751281","7511456","H","00","1","12,8",33058
"751145610","75114","75","Paris 14e Arrondissement","Plaisance 10","751371","7511456","H","00","1","20,3",27212
"751145615","75114","75","Paris 14e Arrondissement","Plaisance 15","751281","7511456","H","00","1","17,2",27866
"751145616","75114","75","Paris 14e Arrondissement","Plaisance 16","751281","7511456","H","00","2","20,7",25808
"751145617","75114","75","Paris 14e Arrondissement","Plaisance 17","751261","7511456","H","00","1","35,3",16796
"751145614","75114","75","Paris 14e Arrondissement","Plaisance 14","751271","7511456","H","00","1","23,0",25910
"751145623","75114","75","Paris 14e Arrondissement","Plaisance 23","751271","7511456","H","00","2","14,5",30296
"751145501","75114","75","Paris 14e Arrondissement","Petit Montrouge 1","751341","7511455","H","00","2","29,3",20146
"751145502","75114","75","Paris 14e Arrondissement","Petit Montrouge 2","751341","7511455","H","00","2","17,7",26706
"751145511","75114","75","Paris 14e Arrondissement","Petit Montrouge 11","751311","7511455","H","00","1","",36056
"751145504","75114","75","Paris 14e Arrondissement","Petit Montrouge 4","751341","7511455","H","00","2","11,6",32832
"751145505","75114","75","Paris 14e Arrondissement","Petit Montrouge 5","751361","7511455","H","00","2","20,4",25142
"751145506","75114","75","Paris 14e Arrondissement","Petit Montrouge 6","751361","7511455","H","00","2","",38864
"751145503","75114","75","Paris 14e Arrondissement","Petit Montrouge 3","751341","7511455","H","00","2","38,3",16580
"751145515","75114","75","Paris 14e Arrondissement","Petit Montrouge 15","751311","7511455","H","00","1","11,8",32990
"751145512","75114","75","Paris 14e Arrondissement","Petit Montrouge 12","751301","7511455","H","00","1","10,9",35016
"751145513","75114","75","Paris 14e Arrondissement","Petit Montrouge 13","751361","7511455","H","00","2","11,2",33122
"751145507","75114","75","Paris 14e Arrondissement","Petit Montrouge 7","751351","7511455","H","00","1","",36228
"751145624","75114","75","Paris 14e Arrondissement","Plaisance 24","751261","7511456","H","00","1","11,4",36648
"751145625","75114","75","Paris 14e Arrondissement","Plaisance 25","751391","7511456","A","00","3",,
"751145514","75114","75","Paris 14e Arrondissement","Petit Montrouge 14","751301","7511455","H","00","2","15,9",32970
"751156006","75115","75","Paris 15e Arrondissement","Javel 6","751641","7511560","H","00","1","12,6",31561
"751155711","75115","75","Paris 15e Arrondissement","Saint-Lambert 11","751651","7511557","H","00","2","11,6",34522
"751156007","75115","75","Paris 15e Arrondissement","Javel 7","751631","7511560","H","00","1","19,8",27606
"751155710","75115","75","Paris 15e Arrondissement","Saint-Lambert 10","751701","7511557","H","00","1","12,8",32392
"751155816","75115","75","Paris 15e Arrondissement","Necker 16","751501","7511558","H","00","2","",40490
"751155807","75115","75","Paris 15e Arrondissement","Necker 7","751491","7511558","H","00","1","9,7",37776
"751156005","75115","75","Paris 15e Arrondissement","Javel 5","751591","7511560","H","00","1","10,1",35712
"751155806","75115","75","Paris 15e Arrondissement","Necker 6","751491","7511558","H","00","1","12,2",34198
"751156003","75115","75","Paris 15e Arrondissement","Javel 3","751631","7511560","H","00","1","13,9",32754
"751156004","75115","75","Paris 15e Arrondissement","Javel 4","751641","7511560","H","00","1","16,0",30764
"751155817","75115","75","Paris 15e Arrondissement","Necker 17","751501","7511558","H","00","1","15,9",33922
"751155805","75115","75","Paris 15e Arrondissement","Necker 5","751521","7511558","H","00","1","12,5",34094
"751156018","75115","75","Paris 15e Arrondissement","Javel 18","751581","7511560","H","00","1","14,3",30858
"751155709","75115","75","Paris 15e Arrondissement","Saint-Lambert 9","751711","7511557","H","00","1","11,7",33222
"751155815","75115","75","Paris 15e Arrondissement","Necker 15","751501","7511558","H","00","1","12,6",34528
"751155717","75115","75","Paris 15e Arrondissement","Saint-Lambert 17","751671","7511557","H","00","2","11,9",31834
"751155718","75115","75","Paris 15e Arrondissement","Saint-Lambert 18","751671","7511557","H","00","1","16,0",31024
"751155808","75115","75","Paris 15e Arrondissement","Necker 8","751481","7511558","H","00","1","",41332
"751155716","75115","75","Paris 15e Arrondissement","Saint-Lambert 16","751671","7511557","H","00","1","10,4",32108
"751155721","75115","75","Paris 15e Arrondissement","Saint-Lambert 21","751531","7511557","H","00","2","",38528
"751156017","75115","75","Paris 15e Arrondissement","Javel 17","751591","7511560","H","00","1","15,1",30100
"751155719","75115","75","Paris 15e Arrondissement","Saint-Lambert 19","751681","7511557","H","00","1","13,7",32864
"751155720","75115","75","Paris 15e Arrondissement","Saint-Lambert 20","751681","7511557","H","00","1","17,6",31340
"751155915","75115","75","Paris 15e Arrondissement","Grenelle 15","751421","7511559","H","00","1","",34190
"751155916","75115","75","Paris 15e Arrondissement","Grenelle 16","751421","7511559","H","00","2","10,3",32258
"751155913","75115","75","Paris 15e Arrondissement","Grenelle 13","751461","7511559","H","00","1","9,0",45652
"751155914","75115","75","Paris 15e Arrondissement","Grenelle 14","751421","7511559","H","00","2","12,9",42926
"751155919","75115","75","Paris 15e Arrondissement","Grenelle 19","751411","7511559","H","00","1","18,7",33356
"751155920","75115","75","Paris 15e Arrondissement","Grenelle 20","751441","7511559","A","00","3",,
"751155999","75115","75","Paris 15e Arrondissement","Seine et Berges","751431","7511559","D","00","3",,
"751156001","75115","75","Paris 15e Arrondissement","Javel 1","751621","7511560","H","00","1","33,1",17360
"751156002","75115","75","Paris 15e Arrondissement","Javel 2","751631","7511560","H","00","1","10,5",36852
"751155803","75115","75","Paris 15e Arrondissement","Necker 3","751511","7511558","H","00","2","9,1",39450
"751155804","75115","75","Paris 15e Arrondissement","Necker 4","751521","7511558","H","00","1","",38848
"751155708","75115","75","Paris 15e Arrondissement","Saint-Lambert 8","751701","7511557","H","00","2","18,2",29358
"751155911","75115","75","Paris 15e Arrondissement","Grenelle 11","751451","7511559","H","00","1","9,2",37236
"751155818","75115","75","Paris 15e Arrondissement","Necker 18","751511","7511558","A","00","3",,
"751155712","75115","75","Paris 15e Arrondissement","Saint-Lambert 12","751651","7511557","H","00","2","15,9",30936
"751155917","75115","75","Paris 15e Arrondissement","Grenelle 17","751411","7511559","H","00","2","9,2",36270
"751155918","75115","75","Paris 15e Arrondissement","Grenelle 18","751411","7511559","H","00","1","11,9",37544
"751155809","75115","75","Paris 15e Arrondissement","Necker 9","751481","7511558","H","00","1","8,1",42114
"751155810","75115","75","Paris 15e Arrondissement","Necker 10","751481","7511558","H","00","1","17,8",29062
"751155811","75115","75","Paris 15e Arrondissement","Necker 11","751471","7511558","H","00","1","15,3",33764
"751155812","75115","75","Paris 15e Arrondissement","Necker 12","751471","7511558","H","00","2","10,2",47392
"751155813","75115","75","Paris 15e Arrondissement","Necker 13","751471","7511558","H","00","2","",48972
"751155814","75115","75","Paris 15e Arrondissement","Necker 14","751491","7511558","H","00","1","",42644
"751156016","75115","75","Paris 15e Arrondissement","Javel 16","751591","7511560","H","00","1","19,6",28366
"751155910","75115","75","Paris 15e Arrondissement","Grenelle 10","751451","7511559","H","00","1","14,0",32358
"751155714","75115","75","Paris 15e Arrondissement","Saint-Lambert 14","751661","7511557","H","00","1","12,6",35608
"751155912","75115","75","Paris 15e Arrondissement","Grenelle 12","751461","7511559","H","00","1","17,5",28166
"751155724","75115","75","Paris 15e Arrondissement","Saint-Lambert 24","751551","7511557","H","00","1","9,6",36597
"751155713","75115","75","Paris 15e Arrondissement","Saint-Lambert 13","751651","7511557","H","00","2","",41718
"751155906","75115","75","Paris 15e Arrondissement","Grenelle 6","751441","7511559","H","00","1","8,9",42628
"751155715","75115","75","Paris 15e Arrondissement","Saint-Lambert 15","751661","7511557","H","00","1","11,2",31400
"751155904","75115","75","Paris 15e Arrondissement","Grenelle 4","751571","7511559","H","00","1","",39892
"751155905","75115","75","Paris 15e Arrondissement","Grenelle 5","751451","7511559","H","00","1","11,0",36896
"751155707","75115","75","Paris 15e Arrondissement","Saint-Lambert 7","751711","7511557","H","00","1","15,9",29346
"751155907","75115","75","Paris 15e Arrondissement","Grenelle 7","751431","7511559","H","00","1","15,2",30831
"751155908","75115","75","Paris 15e Arrondissement","Grenelle 8","751431","7511559","H","00","1","23,1",32616
"751155909","75115","75","Paris 15e Arrondissement","Grenelle 9","751441","7511559","H","00","1","15,8",32302
"751155728","75115","75","Paris 15e Arrondissement","Saint-Lambert 28","751561","7511557","H","00","2","",33604
"751155729","75115","75","Paris 15e Arrondissement","Saint-Lambert 29","751551","7511557","H","00","1","10,4",37206
"751155722","75115","75","Paris 15e Arrondissement","Saint-Lambert 22","751541","7511557","H","00","1","9,1",36216
"751155723","75115","75","Paris 15e Arrondissement","Saint-Lambert 23","751541","7511557","H","00","1","12,2",34340
"751155732","75115","75","Paris 15e Arrondissement","Saint-Lambert 32","751701","7511557","A","00","3",,
"751155733","75115","75","Paris 15e Arrondissement","Saint-Lambert 33","751541","7511557","A","00","3",,
"751155730","75115","75","Paris 15e Arrondissement","Saint-Lambert 30","751531","7511557","H","00","2","11,3",35662
"751155731","75115","75","Paris 15e Arrondissement","Saint-Lambert 31","751531","7511557","H","00","1","18,4",27354
"751156015","75115","75","Paris 15e Arrondissement","Javel 15","751601","7511560","H","00","1","20,5",27448
"751155706","75115","75","Paris 15e Arrondissement","Saint-Lambert 6","751711","7511557","H","00","1","10,4",36060
"751155801","75115","75","Paris 15e Arrondissement","Necker 1","751511","7511558","H","00","1","33,1",17882
"751155802","75115","75","Paris 15e Arrondissement","Necker 2","751521","7511558","H","00","1","29,2",21188
"751156009","75115","75","Paris 15e Arrondissement","Javel 9","751621","7511560","H","00","2","",33160
"751155819","75115","75","Paris 15e Arrondissement","Necker 19","751501","7511558","A","00","3",,
"751155901","75115","75","Paris 15e Arrondissement","Grenelle 1","751571","7511559","H","00","2","12,2",32436
"751156008","75115","75","Paris 15e Arrondissement","Javel 8","751621","7511560","H","00","2","19,1",26048
"751156014","75115","75","Paris 15e Arrondissement","Javel 14","751601","7511560","H","00","1","21,5",23070
"751156010","75115","75","Paris 15e Arrondissement","Javel 10","751611","7511560","H","00","1","21,3",26300
"751156012","75115","75","Paris 15e Arrondissement","Javel 12","751611","7511560","H","00","1","13,3",34938
"751156013","75115","75","Paris 15e Arrondissement","Javel 13","751601","7511560","H","00","2","11,3",36118
"751155902","75115","75","Paris 15e Arrondissement","Grenelle 2","751461","7511559","H","00","2","",37016
"751155705","75115","75","Paris 15e Arrondissement","Saint-Lambert 5","751661","7511557","H","00","1","21,1",25052
"751156099","75115","75","Paris 15e Arrondissement","Seine et Berges","751611","7511560","D","00","3",,
"751155725","75115","75","Paris 15e Arrondissement","Saint-Lambert 25","751551","7511557","H","00","1","12,4",37144
"751156022","75115","75","Paris 15e Arrondissement","Javel 22","751641","7511560","A","00","3",,
"751155903","75115","75","Paris 15e Arrondissement","Grenelle 3","751571","7511559","H","00","2","17,4",31150
"751155727","75115","75","Paris 15e Arrondissement","Saint-Lambert 27","751561","7511557","H","00","1","16,4",27216
"751156023","75115","75","Paris 15e Arrondissement","Jardin Citroen Cevennes","751621","7511560","D","00","3",,
"751155702","75115","75","Paris 15e Arrondissement","Saint-Lambert 2","751681","7511557","H","00","2","21,3",24304
"751155704","75115","75","Paris 15e Arrondissement","Saint-Lambert 4","751691","7511557","H","00","1","34,0",17734
"751156021","75115","75","Paris 15e Arrondissement","Javel 21","751621","7511560","A","00","3",,
"751155701","75115","75","Paris 15e Arrondissement","Saint-Lambert 1","751691","7511557","H","00","1","36,0",16600
"751155726","75115","75","Paris 15e Arrondissement","Saint-Lambert 26","751561","7511557","H","00","2","17,5",28674
"751156020","75115","75","Paris 15e Arrondissement","Javel 20","751581","7511560","H","00","1","9,6",36982
"751155703","75115","75","Paris 15e Arrondissement","Saint-Lambert 3","751691","7511557","H","00","1","18,6",27670
"751156019","75115","75","Paris 15e Arrondissement","Javel 19","751581","7511560","H","00","1","8,6",36650
"751166120","75116","75","Paris 16e Arrondissement","Auteuil 20","751901","7511661","H","00","1","11,3",49184
"751166301","75116","75","Paris 16e Arrondissement","Porte Dauphine 1","751741","7511663","H","00","2","13,3",44490
"751166302","75116","75","Paris 16e Arrondissement","Porte Dauphine 2","751741","7511663","H","00","1","12,7",40784
"751166222","75116","75","Paris 16e Arrondissement","Muette 22","751851","7511662","A","00","3",,
"751166202","75116","75","Paris 16e Arrondissement","Muette 2","751851","7511662","H","00","1","10,6",39862
"751166223","75116","75","Paris 16e Arrondissement","Muette 23","751821","7511662","A","00","3",,
"751166119","75116","75","Paris 16e Arrondissement","Auteuil 19","751901","7511661","H","00","1","",46768
"751166118","75116","75","Paris 16e Arrondissement","Auteuil 18","751901","7511661","H","00","1","11,3",47000
"751166106","75116","75","Paris 16e Arrondissement","Auteuil 6","751951","7511661","H","00","1","11,4",35146
"751166203","75116","75","Paris 16e Arrondissement","Muette 3","751851","7511662","H","00","1","11,7",50084
"751166299","75116","75","Paris 16e Arrondissement","Seine et Berges","751771","7511662","D","00","3",,
"751166109","75116","75","Paris 16e Arrondissement","Auteuil 9","751961","7511661","H","00","1","10,9",43744
"751166303","75116","75","Paris 16e Arrondissement","Porte Dauphine 3","751731","7511663","H","00","2","13,9",44372
"751166277","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751831","7511662","D","00","3",,
"751166117","75116","75","Paris 16e Arrondissement","Auteuil 17","751921","7511661","H","00","1","10,7",40554
"751166104","75116","75","Paris 16e Arrondissement","Auteuil 4","751941","7511661","H","00","1","22,8",22794
"751166105","75116","75","Paris 16e Arrondissement","Auteuil 5","751951","7511661","H","00","1","10,2",37046
"751166377","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751721","7511663","D","00","3",,
"751166401","75116","75","Paris 16e Arrondissement","Chaillot 1","751781","7511664","H","00","3","",47314
"751166177","75116","75","Paris 16e Arrondissement","Bois de Boulogne","751891","7511661","D","00","3",,
"751166108","75116","75","Paris 16e Arrondissement","Auteuil 8","751961","7511661","H","00","2","15,3",25928
"751166221","75116","75","Paris 16e Arrondissement","Muette 21","751791","7511662","H","00","3","",48826
"751166199","75116","75","Paris 16e Arrondissement","Seine et Berges","751931","7511661","D","00","3",,
"751166304","75116","75","Paris 16e Arrondissement","Porte Dauphine 4","751721","7511663","H","00","2","13,4",46412
"751166215","75116","75","Paris 16e Arrondissement","Muette 15","751801","7511662","H","00","2","10,7",41770
"751166121","75116","75","Paris 16e Arrondissement","Auteuil 21","751891","7511661","H","00","1","13,8",41956
"751166122","75116","75","Paris 16e Arrondissement","Auteuil 22","751881","7511661","H","00","1","",51872
"751166103","75116","75","Paris 16e Arrondissement","Auteuil 3","751941","7511661","H","00","2","18,6",29224
"751166219","75116","75","Paris 16e Arrondissement","Muette 19","751811","7511662","H","00","1","11,2",47374
"751166220","75116","75","Paris 16e Arrondissement","Muette 20","751801","7511662","H","00","2","11,5",42624
"751166201","75116","75","Paris 16e Arrondissement","Muette 1","751841","7511662","H","00","2","",48476
"751166209","75116","75","Paris 16e Arrondissement","Muette 9","751821","7511662","H","00","3","",52130
"751166107","75116","75","Paris 16e Arrondissement","Auteuil 7","751951","7511661","H","00","2","13,5",41058
"751166499","75116","75","Paris 16e Arrondissement","Seine et Berges","751781","7511664","D","00","3",,
"751166402","75116","75","Paris 16e Arrondissement","Chaillot 2","751781","7511664","H","00","3","15,2",34388
"751166403","75116","75","Paris 16e Arrondissement","Chaillot 3","751781","7511664","H","00","3","15,1",41353
"751166404","75116","75","Paris 16e Arrondissement","Chaillot 4","751771","7511664","H","00","2","11,8",41375
"751166405","75116","75","Paris 16e Arrondissement","Chaillot 5","751771","7511664","H","00","2","11,5",44516
"751166216","75116","75","Paris 16e Arrondissement","Muette 16","751801","7511662","H","00","1","12,5",44526
"751166217","75116","75","Paris 16e Arrondissement","Muette 17","751811","7511662","H","00","2","10,7",49381
"751166218","75116","75","Paris 16e Arrondissement","Muette 18","751811","7511662","H","00","2","",49264
"751166206","75116","75","Paris 16e Arrondissement","Muette 6","751831","7511662","H","00","1","",49780
"751166207","75116","75","Paris 16e Arrondissement","Muette 7","751831","7511662","H","00","2","15,8",46468
"751166208","75116","75","Paris 16e Arrondissement","Muette 8","751821","7511662","H","00","3","13,2",56708
"751166310","75116","75","Paris 16e Arrondissement","Porte Dauphine 10","751751","7511663","H","00","2","",50736
"751166311","75116","75","Paris 16e Arrondissement","Porte Dauphine 11","751751","7511663","H","00","1","",47362
"751166131","75116","75","Paris 16e Arrondissement","Auteuil 31","751961","7511661","A","00","3",,
"751166210","75116","75","Paris 16e Arrondissement","Muette 10","751821","7511662","H","00","3","10,8",56252
"751166211","75116","75","Paris 16e Arrondissement","Muette 11","751841","7511662","H","00","1","10,8",45478
"751166212","75116","75","Paris 16e Arrondissement","Muette 12","751841","7511662","H","00","2","10,7",40648
"751166110","75116","75","Paris 16e Arrondissement","Auteuil 10","751891","7511661","H","00","1","15,5",35706
"751166111","75116","75","Paris 16e Arrondissement","Auteuil 11","751911","7511661","H","00","1","10,5",41570
"751166112","75116","75","Paris 16e Arrondissement","Auteuil 12","751911","7511661","H","00","1","",51881
"751166113","75116","75","Paris 16e Arrondissement","Auteuil 13","751911","7511661","H","00","2","10,8",43938
"751166114","75116","75","Paris 16e Arrondissement","Auteuil 14","751921","7511661","H","00","1","19,5",29320
"751166115","75116","75","Paris 16e Arrondissement","Auteuil 15","751931","7511661","H","00","1","15,2",32752
"751166116","75116","75","Paris 16e Arrondissement","Auteuil 16","751921","7511661","H","00","2","",44752
"751166412","75116","75","Paris 16e Arrondissement","Chaillot 12","751761","7511664","A","00","3",,
"751166413","75116","75","Paris 16e Arrondissement","Chaillot 13","751761","7511664","A","00","3",,
"751166123","75116","75","Paris 16e Arrondissement","Auteuil 23","751881","7511661","H","00","2","10,7",48821
"751166124","75116","75","Paris 16e Arrondissement","Auteuil 24","751881","7511661","H","00","1","16,2",39944
"751166305","75116","75","Paris 16e Arrondissement","Porte Dauphine 5","751721","7511663","H","00","1","13,8",45780
"751166306","75116","75","Paris 16e Arrondissement","Porte Dauphine 6","751731","7511663","H","00","2","13,8",51130
"751166307","75116","75","Paris 16e Arrondissement","Porte Dauphine 7","751731","7511663","H","00","1","11,9",50506
"751166308","75116","75","Paris 16e Arrondissement","Porte Dauphine 8","751741","7511663","H","00","2","14,9",39074
"751166309","75116","75","Paris 16e Arrondissement","Porte Dauphine 9","751751","7511663","H","00","2","13,3",50724
"751166129","75116","75","Paris 16e Arrondissement","Auteuil 29","751861","7511661","H","00","1","",35083
"751166130","75116","75","Paris 16e Arrondissement","Auteuil 30","751861","7511661","H","00","2","13,1",36116
"751166205","75116","75","Paris 16e Arrondissement","Muette 5","751831","7511662","H","00","2","",53754
"751166213","75116","75","Paris 16e Arrondissement","Muette 13","751791","7511662","H","00","3","12,1",49712
"751166406","75116","75","Paris 16e Arrondissement","Chaillot 6","751771","7511664","H","00","1","11,9",43866
"751166204","75116","75","Paris 16e Arrondissement","Muette 4","751851","7511662","H","00","1","10,2",48338
"751166125","75116","75","Paris 16e Arrondissement","Auteuil 25","751871","7511661","H","00","2","11,5",46606
"751166410","75116","75","Paris 16e Arrondissement","Chaillot 10","751781","7511664","A","00","3",,
"751166411","75116","75","Paris 16e Arrondissement","Chaillot 11","751761","7511664","A","00","3",,
"751166101","75116","75","Paris 16e Arrondissement","Auteuil 1","751941","7511661","H","00","1","23,2",21588
"751166102","75116","75","Paris 16e Arrondissement","Auteuil 2","751931","7511661","H","00","1","21,0",27742
"751166126","75116","75","Paris 16e Arrondissement","Auteuil 26","751871","7511661","H","00","2","8,5",51268
"751166127","75116","75","Paris 16e Arrondissement","Auteuil 27","751871","7511661","H","00","2","13,4",35895
"751166214","75116","75","Paris 16e Arrondissement","Muette 14","751791","7511662","H","00","3","11,2",45448
"751166407","75116","75","Paris 16e Arrondissement","Chaillot 7","751761","7511664","H","00","1","16,1",39426
"751166128","75116","75","Paris 16e Arrondissement","Auteuil 28","751861","7511661","H","00","2","12,4",40706
"751166409","75116","75","Paris 16e Arrondissement","Chaillot 9","751761","7511664","H","00","2","13,3",41076
"751176807","75117","75","Paris 17e Arrondissement","Epinettes 7","752001","7511768","H","00","1","27,0",23908
"751176602","75117","75","Paris 17e Arrondissement","Plaine Monceau 2","752071","7511766","H","00","2","12,2",43612
"751176612","75117","75","Paris 17e Arrondissement","Plaine Monceau 12","752081","7511766","H","00","1","7,8",50848
"751176501","75117","75","Paris 17e Arrondissement","Ternes 1","752141","7511765","H","00","1","11,9",41494
"751176808","75117","75","Paris 17e Arrondissement","Epinettes 8","751981","7511768","H","00","1","21,0",26346
"751176615","75117","75","Paris 17e Arrondissement","Plaine Monceau 15","752091","7511766","H","00","2","32,2",18814
"751176806","75117","75","Paris 17e Arrondissement","Epinettes 6","752001","7511768","H","00","2","26,9",23606
"751176613","75117","75","Paris 17e Arrondissement","Plaine Monceau 13","752101","7511766","H","00","1","10,7",41391
"751176601","75117","75","Paris 17e Arrondissement","Plaine Monceau 1","752071","7511766","H","00","2","9,0",43744
"751176516","75117","75","Paris 17e Arrondissement","Ternes 16","752131","7511765","A","00","3",,
"751176505","75117","75","Paris 17e Arrondissement","Ternes 5","752111","7511765","H","00","1","17,7",28412
"751176708","75117","75","Paris 17e Arrondissement","Batignolles 8","752061","7511767","H","00","1","16,5",33928
"751176614","75117","75","Paris 17e Arrondissement","Plaine Monceau 14","752091","7511766","H","00","1","20,8",23848
"751176504","75117","75","Paris 17e Arrondissement","Ternes 4","752131","7511765","H","00","1","11,2",40198
"751176514","75117","75","Paris 17e Arrondissement","Ternes 14","752121","7511765","H","00","1","10,1",39928
"751176616","75117","75","Paris 17e Arrondissement","Plaine Monceau 16","752091","7511766","H","00","1","37,8",15550
"751176503","75117","75","Paris 17e Arrondissement","Ternes 3","752141","7511765","H","00","1","13,3",38794
"751176515","75117","75","Paris 17e Arrondissement","Ternes 15","752111","7511765","H","00","1","21,3",24668
"751176502","75117","75","Paris 17e Arrondissement","Ternes 2","752141","7511765","H","00","2","9,9",47596
"751176611","75117","75","Paris 17e Arrondissement","Plaine Monceau 11","752081","7511766","H","00","1","8,1",48826
"751176610","75117","75","Paris 17e Arrondissement","Plaine Monceau 10","752081","7511766","H","00","2","",48110
"751176709","75117","75","Paris 17e Arrondissement","Batignolles 9","752061","7511767","H","00","1","13,4",33950
"751176508","75117","75","Paris 17e Arrondissement","Ternes 8","752151","7511765","H","00","1","8,2",48484
"751176711","75117","75","Paris 17e Arrondissement","Batignolles 11","752021","7511767","H","00","2","12,9",32510
"751176809","75117","75","Paris 17e Arrondissement","Epinettes 9","751981","7511768","H","00","1","28,3",21904
"751176603","75117","75","Paris 17e Arrondissement","Plaine Monceau 3","752071","7511766","H","00","1","9,8",54256
"751176513","75117","75","Paris 17e Arrondissement","Ternes 13","752121","7511765","H","00","2","11,1",41746
"751176804","75117","75","Paris 17e Arrondissement","Epinettes 4","751981","7511768","H","00","1","18,2",28988
